att0	att1	att2	att3	att4	att5	att6	att7	att8	att9	att10	att11	att12	att13	att14	att15	att16	att17	att18	att19	att20	att21	att22	att23	att24	att25	att26	att27	att28	att29	att30	att31	att32	att33	att34	att35	att36	att37	att38	att39	att40	att41	att42	att43	att44	att45	att46	att47	att48	att49	Class
"s18"	"s158"	"s36"	"s139"	"s49"	"s24"	"s179"	"s13"	"s113"	"s65"	"s128"	"s61"	"s144"	"s192"	"s137"	"s49"	"s60"	"s191"	"s187"	"s114"	"s191"	"s169"	"s90"	"s161"	"s18"	"s44"	"s127"	"s153"	"s128"	"s45"	"s87"	"s13"	"s126"	"s130"	"s166"	"s104"	"s28"	"s55"	"s31"	"s8"	"s105"	"s6"	"s129"	"s199"	"s77"	"s110"	"s1"	"s0"	"s185"	"s85"	false
"s79"	"s42"	"s198"	"s5"	"s59"	"s140"	"s82"	"s172"	"s182"	"s53"	"s4"	"s83"	"s127"	"s136"	"s146"	"s136"	"s180"	"s147"	"s118"	"s121"	"s175"	"s38"	"s101"	"s127"	"s187"	"s181"	"s67"	"s148"	"s49"	"s154"	"s115"	"s32"	"s48"	"s133"	"s100"	"s132"	"s153"	"s103"	"s91"	"s37"	"s77"	"s34"	"s120"	"s189"	"s3"	"s177"	"s181"	"s47"	"s15"	"s42"	false
"s42"	"s156"	"s59"	"s2"	"s188"	"s87"	"s163"	"s13"	"s198"	"s121"	"s70"	"s14"	"s143"	"s110"	"s166"	"s37"	"s98"	"s77"	"s17"	"s128"	"s72"	"s33"	"s144"	"s55"	"s84"	"s137"	"s23"	"s22"	"s49"	"s25"	"s102"	"s73"	"s92"	"s18"	"s100"	"s197"	"s62"	"s44"	"s188"	"s119"	"s182"	"s138"	"s9"	"s153"	"s31"	"s52"	"s70"	"s170"	"s3"	"s41"	true
"s11"	"s173"	"s118"	"s17"	"s112"	"s54"	"s73"	"s157"	"s31"	"s63"	"s197"	"s140"	"s189"	"s88"	"s35"	"s5"	"s102"	"s1"	"s168"	"s101"	"s46"	"s2"	"s88"	"s162"	"s85"	"s6"	"s97"	"s116"	"s192"	"s163"	"s92"	"s190"	"s42"	"s17"	"s92"	"s31"	"s3"	"s24"	"s75"	"s108"	"s6"	"s63"	"s32"	"s130"	"s124"	"s158"	"s199"	"s166"	"s4"	"s153"	true
"s162"	"s145"	"s167"	"s87"	"s36"	"s67"	"s167"	"s18"	"s91"	"s147"	"s164"	"s197"	"s117"	"s22"	"s189"	"s63"	"s97"	"s40"	"s14"	"s62"	"s126"	"s130"	"s178"	"s55"	"s163"	"s188"	"s82"	"s94"	"s118"	"s85"	"s171"	"s167"	"s88"	"s22"	"s99"	"s65"	"s136"	"s199"	"s164"	"s73"	"s7"	"s72"	"s156"	"s52"	"s34"	"s101"	"s143"	"s137"	"s56"	"s24"	false
"s104"	"s104"	"s102"	"s43"	"s2"	"s47"	"s157"	"s114"	"s164"	"s35"	"s198"	"s78"	"s37"	"s2"	"s62"	"s59"	"s154"	"s120"	"s6"	"s19"	"s117"	"s147"	"s46"	"s146"	"s2"	"s165"	"s42"	"s5"	"s16"	"s93"	"s60"	"s192"	"s169"	"s61"	"s24"	"s141"	"s93"	"s103"	"s166"	"s63"	"s80"	"s28"	"s164"	"s165"	"s69"	"s121"	"s140"	"s156"	"s74"	"s111"	false
"s196"	"s32"	"s158"	"s143"	"s190"	"s152"	"s1"	"s123"	"s9"	"s188"	"s88"	"s140"	"s7"	"s45"	"s123"	"s160"	"s192"	"s26"	"s74"	"s82"	"s56"	"s43"	"s148"	"s28"	"s93"	"s8"	"s127"	"s16"	"s69"	"s19"	"s146"	"s24"	"s76"	"s153"	"s79"	"s160"	"s20"	"s15"	"s70"	"s155"	"s169"	"s141"	"s168"	"s124"	"s104"	"s58"	"s96"	"s64"	"s3"	"s59"	true
"s47"	"s196"	"s175"	"s141"	"s40"	"s56"	"s144"	"s193"	"s114"	"s135"	"s122"	"s84"	"s17"	"s116"	"s126"	"s43"	"s43"	"s166"	"s30"	"s148"	"s29"	"s103"	"s174"	"s78"	"s148"	"s165"	"s62"	"s59"	"s53"	"s30"	"s127"	"s36"	"s128"	"s79"	"s142"	"s99"	"s191"	"s90"	"s179"	"s106"	"s177"	"s24"	"s36"	"s66"	"s97"	"s90"	"s72"	"s187"	"s100"	"s17"	false
"s78"	"s142"	"s149"	"s80"	"s12"	"s4"	"s37"	"s78"	"s145"	"s124"	"s11"	"s136"	"s54"	"s76"	"s193"	"s44"	"s157"	"s177"	"s72"	"s41"	"s106"	"s75"	"s18"	"s49"	"s178"	"s97"	"s24"	"s123"	"s56"	"s177"	"s197"	"s32"	"s61"	"s68"	"s119"	"s6"	"s26"	"s114"	"s123"	"s130"	"s70"	"s186"	"s191"	"s27"	"s82"	"s157"	"s100"	"s110"	"s183"	"s166"	false
"s85"	"s95"	"s105"	"s63"	"s184"	"s91"	"s190"	"s175"	"s174"	"s98"	"s75"	"s148"	"s66"	"s168"	"s164"	"s18"	"s125"	"s191"	"s78"	"s126"	"s43"	"s175"	"s82"	"s175"	"s119"	"s148"	"s54"	"s132"	"s11"	"s55"	"s158"	"s152"	"s133"	"s70"	"s25"	"s48"	"s48"	"s66"	"s134"	"s16"	"s124"	"s175"	"s16"	"s7"	"s164"	"s112"	"s73"	"s50"	"s194"	"s172"	false
"s91"	"s6"	"s169"	"s149"	"s115"	"s185"	"s12"	"s77"	"s108"	"s14"	"s104"	"s64"	"s144"	"s155"	"s188"	"s138"	"s12"	"s44"	"s66"	"s94"	"s35"	"s82"	"s118"	"s195"	"s133"	"s85"	"s109"	"s142"	"s176"	"s139"	"s148"	"s166"	"s151"	"s4"	"s56"	"s154"	"s121"	"s161"	"s154"	"s42"	"s82"	"s84"	"s28"	"s113"	"s37"	"s92"	"s108"	"s21"	"s134"	"s82"	false
"s131"	"s123"	"s0"	"s68"	"s98"	"s119"	"s161"	"s52"	"s23"	"s168"	"s191"	"s17"	"s99"	"s63"	"s192"	"s43"	"s196"	"s91"	"s95"	"s39"	"s39"	"s0"	"s21"	"s82"	"s186"	"s2"	"s69"	"s165"	"s9"	"s39"	"s109"	"s105"	"s102"	"s81"	"s94"	"s33"	"s161"	"s131"	"s42"	"s73"	"s191"	"s3"	"s43"	"s87"	"s44"	"s141"	"s4"	"s167"	"s165"	"s176"	true
"s133"	"s155"	"s12"	"s150"	"s167"	"s39"	"s153"	"s192"	"s142"	"s104"	"s103"	"s116"	"s65"	"s165"	"s126"	"s20"	"s164"	"s156"	"s113"	"s158"	"s10"	"s60"	"s58"	"s7"	"s126"	"s45"	"s40"	"s156"	"s138"	"s50"	"s197"	"s165"	"s14"	"s150"	"s132"	"s199"	"s172"	"s42"	"s49"	"s131"	"s175"	"s83"	"s183"	"s130"	"s105"	"s11"	"s32"	"s164"	"s73"	"s71"	true
"s113"	"s123"	"s101"	"s7"	"s18"	"s85"	"s138"	"s133"	"s138"	"s81"	"s165"	"s111"	"s24"	"s3"	"s6"	"s110"	"s128"	"s160"	"s4"	"s152"	"s83"	"s190"	"s179"	"s169"	"s7"	"s132"	"s24"	"s170"	"s100"	"s95"	"s169"	"s36"	"s75"	"s6"	"s38"	"s190"	"s194"	"s108"	"s93"	"s52"	"s146"	"s198"	"s26"	"s173"	"s168"	"s178"	"s23"	"s18"	"s168"	"s142"	true
"s194"	"s14"	"s135"	"s75"	"s107"	"s43"	"s68"	"s163"	"s41"	"s91"	"s1"	"s118"	"s19"	"s181"	"s182"	"s107"	"s61"	"s1"	"s125"	"s53"	"s172"	"s127"	"s17"	"s193"	"s34"	"s112"	"s30"	"s151"	"s98"	"s32"	"s99"	"s181"	"s74"	"s114"	"s51"	"s125"	"s195"	"s193"	"s133"	"s116"	"s23"	"s144"	"s83"	"s7"	"s35"	"s169"	"s183"	"s90"	"s158"	"s15"	true
"s13"	"s180"	"s97"	"s168"	"s154"	"s131"	"s126"	"s136"	"s98"	"s199"	"s164"	"s103"	"s149"	"s27"	"s20"	"s164"	"s86"	"s59"	"s190"	"s130"	"s155"	"s196"	"s148"	"s16"	"s136"	"s104"	"s146"	"s79"	"s4"	"s0"	"s198"	"s170"	"s98"	"s146"	"s68"	"s153"	"s184"	"s123"	"s90"	"s80"	"s98"	"s66"	"s144"	"s148"	"s169"	"s111"	"s151"	"s115"	"s106"	"s18"	true
"s20"	"s58"	"s192"	"s67"	"s48"	"s134"	"s193"	"s122"	"s21"	"s15"	"s127"	"s175"	"s96"	"s90"	"s86"	"s128"	"s14"	"s50"	"s170"	"s122"	"s40"	"s133"	"s196"	"s10"	"s141"	"s22"	"s43"	"s162"	"s10"	"s44"	"s105"	"s133"	"s65"	"s117"	"s161"	"s151"	"s172"	"s187"	"s169"	"s65"	"s151"	"s107"	"s61"	"s29"	"s65"	"s174"	"s132"	"s79"	"s99"	"s39"	true
"s154"	"s82"	"s5"	"s164"	"s109"	"s163"	"s119"	"s81"	"s176"	"s194"	"s89"	"s190"	"s151"	"s96"	"s15"	"s73"	"s8"	"s129"	"s67"	"s146"	"s80"	"s193"	"s122"	"s169"	"s12"	"s179"	"s64"	"s64"	"s34"	"s52"	"s45"	"s78"	"s57"	"s48"	"s62"	"s169"	"s199"	"s130"	"s3"	"s135"	"s96"	"s24"	"s112"	"s11"	"s53"	"s168"	"s142"	"s157"	"s22"	"s78"	false
"s96"	"s58"	"s40"	"s105"	"s90"	"s59"	"s11"	"s85"	"s116"	"s13"	"s160"	"s3"	"s98"	"s64"	"s71"	"s126"	"s139"	"s116"	"s169"	"s31"	"s66"	"s156"	"s7"	"s141"	"s3"	"s176"	"s76"	"s126"	"s128"	"s106"	"s48"	"s9"	"s100"	"s80"	"s47"	"s117"	"s111"	"s72"	"s165"	"s136"	"s26"	"s169"	"s19"	"s124"	"s191"	"s4"	"s15"	"s133"	"s30"	"s64"	true
"s62"	"s38"	"s179"	"s179"	"s4"	"s71"	"s44"	"s96"	"s133"	"s37"	"s124"	"s95"	"s151"	"s183"	"s124"	"s98"	"s102"	"s41"	"s107"	"s41"	"s152"	"s47"	"s105"	"s111"	"s198"	"s154"	"s190"	"s58"	"s134"	"s196"	"s189"	"s149"	"s43"	"s168"	"s51"	"s142"	"s85"	"s188"	"s39"	"s8"	"s177"	"s104"	"s97"	"s124"	"s164"	"s75"	"s93"	"s196"	"s50"	"s67"	true
"s62"	"s24"	"s165"	"s22"	"s105"	"s58"	"s86"	"s57"	"s132"	"s79"	"s6"	"s98"	"s7"	"s169"	"s154"	"s135"	"s89"	"s109"	"s23"	"s116"	"s66"	"s35"	"s12"	"s119"	"s150"	"s47"	"s172"	"s122"	"s66"	"s174"	"s109"	"s124"	"s174"	"s89"	"s41"	"s139"	"s18"	"s31"	"s129"	"s113"	"s41"	"s127"	"s173"	"s65"	"s161"	"s97"	"s78"	"s145"	"s69"	"s50"	false
"s91"	"s17"	"s91"	"s49"	"s184"	"s106"	"s12"	"s123"	"s186"	"s29"	"s169"	"s20"	"s47"	"s9"	"s4"	"s39"	"s107"	"s128"	"s181"	"s93"	"s25"	"s1"	"s115"	"s199"	"s15"	"s93"	"s93"	"s144"	"s65"	"s15"	"s125"	"s77"	"s144"	"s104"	"s184"	"s156"	"s69"	"s54"	"s104"	"s78"	"s73"	"s26"	"s20"	"s68"	"s22"	"s24"	"s34"	"s191"	"s176"	"s182"	false
"s58"	"s5"	"s52"	"s132"	"s198"	"s137"	"s24"	"s154"	"s18"	"s21"	"s76"	"s53"	"s57"	"s24"	"s8"	"s90"	"s191"	"s139"	"s50"	"s137"	"s164"	"s188"	"s57"	"s192"	"s47"	"s14"	"s23"	"s25"	"s52"	"s131"	"s137"	"s53"	"s72"	"s167"	"s111"	"s81"	"s15"	"s50"	"s116"	"s184"	"s123"	"s174"	"s106"	"s58"	"s115"	"s179"	"s13"	"s120"	"s61"	"s30"	true
"s54"	"s31"	"s133"	"s111"	"s114"	"s47"	"s1"	"s11"	"s37"	"s113"	"s26"	"s120"	"s22"	"s48"	"s23"	"s85"	"s2"	"s18"	"s99"	"s178"	"s67"	"s89"	"s130"	"s158"	"s41"	"s84"	"s33"	"s11"	"s189"	"s91"	"s145"	"s15"	"s48"	"s21"	"s197"	"s47"	"s88"	"s10"	"s32"	"s124"	"s73"	"s107"	"s97"	"s94"	"s46"	"s7"	"s170"	"s189"	"s132"	"s143"	true
"s28"	"s115"	"s32"	"s164"	"s169"	"s31"	"s166"	"s128"	"s105"	"s31"	"s107"	"s134"	"s95"	"s103"	"s81"	"s159"	"s52"	"s75"	"s133"	"s19"	"s196"	"s160"	"s53"	"s126"	"s6"	"s139"	"s116"	"s10"	"s155"	"s194"	"s14"	"s11"	"s73"	"s170"	"s9"	"s116"	"s156"	"s154"	"s87"	"s125"	"s1"	"s101"	"s102"	"s111"	"s5"	"s34"	"s20"	"s113"	"s134"	"s90"	false
"s29"	"s12"	"s25"	"s104"	"s2"	"s100"	"s81"	"s194"	"s148"	"s33"	"s40"	"s157"	"s182"	"s116"	"s97"	"s45"	"s197"	"s163"	"s144"	"s15"	"s112"	"s60"	"s79"	"s28"	"s127"	"s56"	"s144"	"s70"	"s88"	"s33"	"s45"	"s14"	"s139"	"s90"	"s140"	"s19"	"s23"	"s100"	"s109"	"s65"	"s125"	"s135"	"s104"	"s153"	"s58"	"s91"	"s139"	"s84"	"s166"	"s97"	true
"s186"	"s183"	"s0"	"s89"	"s106"	"s90"	"s191"	"s163"	"s165"	"s104"	"s132"	"s168"	"s38"	"s105"	"s116"	"s160"	"s170"	"s128"	"s39"	"s55"	"s109"	"s196"	"s109"	"s94"	"s27"	"s22"	"s118"	"s64"	"s145"	"s123"	"s167"	"s75"	"s153"	"s84"	"s159"	"s180"	"s129"	"s25"	"s30"	"s149"	"s39"	"s123"	"s63"	"s107"	"s152"	"s45"	"s31"	"s43"	"s118"	"s9"	false
"s125"	"s19"	"s133"	"s117"	"s11"	"s111"	"s44"	"s58"	"s138"	"s171"	"s198"	"s101"	"s146"	"s55"	"s150"	"s173"	"s135"	"s44"	"s184"	"s80"	"s127"	"s5"	"s71"	"s31"	"s100"	"s32"	"s20"	"s67"	"s191"	"s42"	"s7"	"s12"	"s58"	"s161"	"s20"	"s92"	"s117"	"s64"	"s99"	"s104"	"s24"	"s132"	"s168"	"s77"	"s5"	"s63"	"s47"	"s131"	"s45"	"s159"	false
"s1"	"s72"	"s74"	"s85"	"s64"	"s103"	"s52"	"s50"	"s57"	"s196"	"s53"	"s90"	"s37"	"s130"	"s92"	"s152"	"s8"	"s30"	"s57"	"s136"	"s95"	"s31"	"s102"	"s194"	"s172"	"s60"	"s99"	"s190"	"s157"	"s27"	"s10"	"s137"	"s137"	"s159"	"s31"	"s182"	"s169"	"s123"	"s13"	"s122"	"s85"	"s96"	"s38"	"s119"	"s77"	"s74"	"s55"	"s21"	"s20"	"s155"	true
"s64"	"s83"	"s80"	"s39"	"s48"	"s186"	"s168"	"s34"	"s41"	"s163"	"s49"	"s29"	"s105"	"s159"	"s195"	"s195"	"s90"	"s51"	"s130"	"s57"	"s10"	"s83"	"s8"	"s0"	"s64"	"s69"	"s119"	"s125"	"s2"	"s51"	"s51"	"s43"	"s154"	"s125"	"s161"	"s12"	"s148"	"s59"	"s40"	"s78"	"s51"	"s97"	"s11"	"s107"	"s112"	"s62"	"s75"	"s20"	"s150"	"s16"	true
"s20"	"s114"	"s57"	"s105"	"s61"	"s93"	"s5"	"s189"	"s68"	"s134"	"s155"	"s98"	"s175"	"s159"	"s186"	"s169"	"s62"	"s112"	"s61"	"s124"	"s126"	"s19"	"s76"	"s50"	"s146"	"s33"	"s103"	"s3"	"s16"	"s182"	"s130"	"s65"	"s86"	"s29"	"s109"	"s87"	"s99"	"s123"	"s111"	"s16"	"s162"	"s44"	"s43"	"s15"	"s74"	"s166"	"s37"	"s100"	"s87"	"s29"	false
"s36"	"s0"	"s155"	"s154"	"s197"	"s157"	"s54"	"s28"	"s60"	"s188"	"s141"	"s159"	"s76"	"s197"	"s94"	"s27"	"s120"	"s56"	"s25"	"s101"	"s35"	"s159"	"s97"	"s123"	"s185"	"s186"	"s162"	"s64"	"s127"	"s7"	"s152"	"s153"	"s72"	"s51"	"s134"	"s193"	"s41"	"s144"	"s133"	"s89"	"s85"	"s29"	"s15"	"s24"	"s77"	"s4"	"s42"	"s177"	"s171"	"s119"	true
"s75"	"s100"	"s21"	"s56"	"s37"	"s131"	"s158"	"s143"	"s73"	"s0"	"s168"	"s149"	"s4"	"s5"	"s104"	"s179"	"s56"	"s64"	"s180"	"s166"	"s138"	"s71"	"s47"	"s155"	"s95"	"s105"	"s156"	"s3"	"s47"	"s30"	"s138"	"s139"	"s166"	"s18"	"s21"	"s21"	"s18"	"s155"	"s136"	"s153"	"s169"	"s27"	"s97"	"s191"	"s59"	"s150"	"s199"	"s174"	"s76"	"s5"	true
"s59"	"s166"	"s34"	"s158"	"s26"	"s9"	"s28"	"s160"	"s193"	"s150"	"s154"	"s91"	"s143"	"s192"	"s38"	"s188"	"s3"	"s54"	"s16"	"s72"	"s111"	"s112"	"s108"	"s192"	"s18"	"s155"	"s135"	"s116"	"s61"	"s99"	"s199"	"s6"	"s3"	"s122"	"s39"	"s134"	"s74"	"s65"	"s102"	"s52"	"s45"	"s188"	"s53"	"s41"	"s90"	"s17"	"s6"	"s95"	"s17"	"s118"	false
"s21"	"s42"	"s100"	"s188"	"s2"	"s86"	"s39"	"s91"	"s185"	"s37"	"s125"	"s66"	"s15"	"s191"	"s23"	"s41"	"s123"	"s103"	"s17"	"s51"	"s82"	"s103"	"s36"	"s162"	"s107"	"s65"	"s138"	"s51"	"s162"	"s112"	"s67"	"s50"	"s135"	"s19"	"s120"	"s167"	"s63"	"s16"	"s90"	"s71"	"s56"	"s193"	"s107"	"s194"	"s189"	"s144"	"s138"	"s58"	"s160"	"s181"	true
"s141"	"s44"	"s1"	"s95"	"s134"	"s26"	"s57"	"s1"	"s146"	"s91"	"s113"	"s131"	"s116"	"s174"	"s194"	"s58"	"s92"	"s130"	"s114"	"s76"	"s39"	"s47"	"s55"	"s6"	"s46"	"s95"	"s4"	"s34"	"s32"	"s61"	"s51"	"s3"	"s3"	"s148"	"s70"	"s20"	"s4"	"s173"	"s130"	"s125"	"s173"	"s198"	"s106"	"s197"	"s151"	"s145"	"s170"	"s42"	"s190"	"s178"	true
"s125"	"s26"	"s178"	"s72"	"s14"	"s197"	"s63"	"s145"	"s97"	"s119"	"s36"	"s76"	"s78"	"s95"	"s166"	"s122"	"s130"	"s10"	"s114"	"s120"	"s84"	"s172"	"s103"	"s193"	"s36"	"s153"	"s137"	"s88"	"s176"	"s164"	"s83"	"s123"	"s42"	"s40"	"s130"	"s27"	"s194"	"s121"	"s87"	"s93"	"s30"	"s101"	"s143"	"s197"	"s33"	"s186"	"s128"	"s124"	"s134"	"s67"	true
"s83"	"s1"	"s51"	"s154"	"s193"	"s15"	"s118"	"s158"	"s146"	"s197"	"s71"	"s3"	"s81"	"s150"	"s89"	"s3"	"s119"	"s30"	"s25"	"s15"	"s199"	"s174"	"s198"	"s199"	"s109"	"s144"	"s39"	"s97"	"s165"	"s112"	"s75"	"s122"	"s92"	"s173"	"s189"	"s120"	"s153"	"s86"	"s89"	"s133"	"s93"	"s117"	"s77"	"s67"	"s38"	"s160"	"s87"	"s31"	"s81"	"s131"	false
"s119"	"s47"	"s75"	"s84"	"s22"	"s69"	"s112"	"s180"	"s85"	"s89"	"s129"	"s77"	"s80"	"s198"	"s33"	"s124"	"s86"	"s3"	"s55"	"s73"	"s71"	"s7"	"s152"	"s96"	"s11"	"s90"	"s141"	"s18"	"s26"	"s8"	"s196"	"s185"	"s125"	"s43"	"s89"	"s136"	"s137"	"s194"	"s82"	"s51"	"s49"	"s129"	"s13"	"s78"	"s26"	"s176"	"s176"	"s8"	"s13"	"s135"	false
"s190"	"s112"	"s7"	"s20"	"s77"	"s131"	"s92"	"s12"	"s89"	"s173"	"s49"	"s30"	"s3"	"s150"	"s166"	"s30"	"s108"	"s45"	"s29"	"s48"	"s68"	"s8"	"s193"	"s8"	"s138"	"s32"	"s99"	"s12"	"s42"	"s146"	"s28"	"s188"	"s5"	"s197"	"s175"	"s68"	"s112"	"s10"	"s62"	"s133"	"s103"	"s8"	"s105"	"s28"	"s59"	"s5"	"s163"	"s144"	"s182"	"s72"	false
"s43"	"s163"	"s111"	"s65"	"s124"	"s156"	"s68"	"s171"	"s168"	"s148"	"s103"	"s48"	"s108"	"s66"	"s97"	"s151"	"s64"	"s83"	"s192"	"s23"	"s101"	"s60"	"s106"	"s68"	"s121"	"s11"	"s41"	"s115"	"s82"	"s60"	"s87"	"s125"	"s70"	"s93"	"s29"	"s25"	"s119"	"s87"	"s93"	"s36"	"s15"	"s95"	"s110"	"s146"	"s60"	"s20"	"s53"	"s112"	"s195"	"s94"	true
"s16"	"s108"	"s95"	"s90"	"s54"	"s100"	"s18"	"s131"	"s56"	"s118"	"s92"	"s196"	"s114"	"s63"	"s11"	"s110"	"s13"	"s52"	"s95"	"s155"	"s151"	"s5"	"s164"	"s39"	"s157"	"s198"	"s45"	"s199"	"s45"	"s55"	"s193"	"s106"	"s75"	"s52"	"s80"	"s28"	"s188"	"s144"	"s40"	"s187"	"s178"	"s128"	"s27"	"s49"	"s72"	"s130"	"s168"	"s43"	"s140"	"s65"	true
"s5"	"s63"	"s85"	"s32"	"s92"	"s7"	"s21"	"s95"	"s122"	"s191"	"s30"	"s173"	"s120"	"s93"	"s158"	"s63"	"s86"	"s151"	"s7"	"s116"	"s91"	"s103"	"s53"	"s198"	"s77"	"s12"	"s161"	"s9"	"s97"	"s113"	"s105"	"s184"	"s3"	"s94"	"s110"	"s199"	"s170"	"s45"	"s118"	"s25"	"s179"	"s168"	"s18"	"s120"	"s144"	"s66"	"s169"	"s178"	"s184"	"s56"	false
"s42"	"s45"	"s126"	"s70"	"s135"	"s145"	"s11"	"s22"	"s167"	"s6"	"s56"	"s139"	"s188"	"s93"	"s26"	"s103"	"s196"	"s60"	"s82"	"s6"	"s72"	"s92"	"s34"	"s142"	"s101"	"s86"	"s37"	"s128"	"s189"	"s35"	"s108"	"s39"	"s3"	"s116"	"s76"	"s147"	"s60"	"s100"	"s29"	"s181"	"s133"	"s169"	"s134"	"s134"	"s98"	"s52"	"s40"	"s102"	"s101"	"s121"	true
"s129"	"s142"	"s161"	"s178"	"s92"	"s62"	"s23"	"s117"	"s163"	"s197"	"s158"	"s193"	"s161"	"s165"	"s135"	"s92"	"s154"	"s183"	"s60"	"s85"	"s138"	"s185"	"s162"	"s138"	"s37"	"s150"	"s123"	"s93"	"s190"	"s24"	"s92"	"s164"	"s23"	"s163"	"s62"	"s71"	"s2"	"s194"	"s25"	"s130"	"s53"	"s82"	"s42"	"s6"	"s56"	"s163"	"s178"	"s150"	"s86"	"s132"	true
"s88"	"s23"	"s165"	"s51"	"s177"	"s13"	"s126"	"s85"	"s157"	"s67"	"s27"	"s77"	"s43"	"s189"	"s125"	"s114"	"s162"	"s71"	"s102"	"s55"	"s129"	"s16"	"s21"	"s76"	"s199"	"s26"	"s46"	"s189"	"s78"	"s20"	"s29"	"s167"	"s35"	"s176"	"s86"	"s134"	"s43"	"s47"	"s64"	"s138"	"s85"	"s154"	"s148"	"s192"	"s16"	"s109"	"s134"	"s19"	"s175"	"s171"	true
"s98"	"s113"	"s88"	"s6"	"s83"	"s106"	"s23"	"s180"	"s185"	"s169"	"s146"	"s53"	"s35"	"s62"	"s150"	"s44"	"s119"	"s120"	"s109"	"s64"	"s147"	"s179"	"s183"	"s180"	"s53"	"s156"	"s159"	"s44"	"s199"	"s178"	"s60"	"s182"	"s55"	"s13"	"s55"	"s99"	"s171"	"s129"	"s123"	"s4"	"s113"	"s27"	"s82"	"s113"	"s38"	"s43"	"s90"	"s47"	"s5"	"s109"	false
"s85"	"s73"	"s99"	"s104"	"s191"	"s27"	"s88"	"s102"	"s196"	"s170"	"s9"	"s15"	"s64"	"s64"	"s102"	"s54"	"s16"	"s28"	"s2"	"s107"	"s137"	"s79"	"s155"	"s96"	"s117"	"s12"	"s58"	"s50"	"s94"	"s132"	"s39"	"s8"	"s161"	"s32"	"s182"	"s103"	"s5"	"s36"	"s1"	"s195"	"s157"	"s155"	"s26"	"s164"	"s7"	"s85"	"s120"	"s10"	"s187"	"s90"	true
"s138"	"s34"	"s116"	"s184"	"s60"	"s195"	"s132"	"s196"	"s159"	"s63"	"s66"	"s184"	"s36"	"s148"	"s122"	"s41"	"s15"	"s47"	"s189"	"s76"	"s5"	"s47"	"s192"	"s31"	"s24"	"s64"	"s49"	"s59"	"s122"	"s58"	"s48"	"s30"	"s164"	"s49"	"s184"	"s26"	"s147"	"s110"	"s118"	"s53"	"s122"	"s102"	"s20"	"s138"	"s175"	"s30"	"s95"	"s106"	"s47"	"s52"	true
"s199"	"s90"	"s194"	"s100"	"s30"	"s158"	"s68"	"s140"	"s164"	"s41"	"s74"	"s129"	"s114"	"s51"	"s30"	"s44"	"s108"	"s92"	"s159"	"s50"	"s175"	"s158"	"s153"	"s194"	"s91"	"s150"	"s126"	"s180"	"s125"	"s22"	"s185"	"s39"	"s5"	"s196"	"s146"	"s4"	"s62"	"s119"	"s33"	"s149"	"s59"	"s2"	"s148"	"s144"	"s162"	"s32"	"s199"	"s191"	"s197"	"s110"	true
"s142"	"s83"	"s26"	"s63"	"s145"	"s192"	"s32"	"s54"	"s55"	"s36"	"s66"	"s19"	"s25"	"s87"	"s40"	"s5"	"s192"	"s75"	"s145"	"s86"	"s113"	"s190"	"s141"	"s144"	"s78"	"s162"	"s47"	"s150"	"s100"	"s102"	"s113"	"s64"	"s80"	"s180"	"s63"	"s170"	"s116"	"s100"	"s15"	"s155"	"s14"	"s131"	"s85"	"s37"	"s44"	"s77"	"s140"	"s67"	"s117"	"s19"	false
"s156"	"s122"	"s177"	"s150"	"s95"	"s74"	"s118"	"s20"	"s169"	"s16"	"s176"	"s191"	"s72"	"s22"	"s192"	"s184"	"s48"	"s55"	"s109"	"s27"	"s132"	"s121"	"s24"	"s73"	"s199"	"s11"	"s46"	"s162"	"s89"	"s105"	"s190"	"s72"	"s123"	"s67"	"s70"	"s151"	"s38"	"s121"	"s179"	"s150"	"s15"	"s85"	"s113"	"s193"	"s88"	"s9"	"s43"	"s143"	"s177"	"s148"	true
"s89"	"s10"	"s70"	"s0"	"s163"	"s36"	"s61"	"s153"	"s105"	"s156"	"s59"	"s26"	"s129"	"s34"	"s56"	"s154"	"s142"	"s133"	"s89"	"s151"	"s141"	"s131"	"s125"	"s157"	"s96"	"s183"	"s43"	"s156"	"s102"	"s13"	"s137"	"s70"	"s164"	"s125"	"s130"	"s146"	"s193"	"s65"	"s142"	"s173"	"s117"	"s75"	"s180"	"s83"	"s14"	"s167"	"s8"	"s188"	"s26"	"s161"	true
"s103"	"s175"	"s35"	"s112"	"s189"	"s24"	"s167"	"s101"	"s185"	"s29"	"s88"	"s153"	"s119"	"s147"	"s115"	"s110"	"s142"	"s61"	"s139"	"s135"	"s54"	"s155"	"s139"	"s114"	"s110"	"s193"	"s47"	"s144"	"s141"	"s59"	"s175"	"s89"	"s41"	"s37"	"s64"	"s91"	"s109"	"s7"	"s197"	"s103"	"s159"	"s114"	"s117"	"s21"	"s26"	"s11"	"s176"	"s172"	"s137"	"s169"	false
