"Col0"	"Col1"	"Col2"	"Col3"	"Col4"	"Col5"	"Col6"	"Col7"	"Col8"	"Col9"	"Col10"	"Col11"	"Col12"	"Col13"	"Col14"	"Col15"	"Col16"	"Col17"	"Col18"	"Col19"	"Col20"	"Col21"	"Col22"	"Col23"	"Col24"	"Col25"	"Col26"	"Col27"	"Col28"	"Col29"	"Col30"	"Col31"	"Col32"	"Col33"	Class
"s1"	"s0"	"s0.94653"	"s0.28713"	"s0.72554"	"s0.67248"	"s0.47564"	"s0.82455"	"s0.01267"	"s0.89109"	"s-0.24871"	"s0.84475"	"s-0.47644"	"s0.56079"	"s-0.75881"	"s0.41743"	"s-0.66455"	"s0.07208"	"s-0.65426"	"s-0.19525"	"s-0.52475"	"s-0.44"	"s-0.30851"	"s-0.55089"	"s-0.04119"	"s-0.64792"	"s0.16085"	"s-0.5642"	"s0.36752"	"s-0.41901"	"s0.46059"	"s-0.22535"	"s0.50376"	"s-0.0598"	true
"s1"	"s0"	"s0.0546"	"s0.01437"	"s-0.02586"	"s0.04598"	"s0.01437"	"s0.04598"	"s-0.07759"	"s0.00862"	"s0.01724"	"s-0.06609"	"s-0.03736"	"s0.0431"	"s-0.08333"	"s-0.04598"	"s-0.09483"	"s0.08046"	"s-0.04023"	"s0.05172"	"s0.02011"	"s0.02299"	"s-0.03736"	"s-0.01149"	"s0.03161"	"s-0.00862"	"s0.00862"	"s0.01724"	"s0.02586"	"s0.01149"	"s0.02586"	"s0.01149"	"s-0.04598"	"s-0.00575"	false
"s1"	"s0"	"s0.72414"	"s-0.01084"	"s0.79704"	"s0.01084"	"s0.8"	"s0.00197"	"s0.79015"	"s0.01084"	"s0.78424"	"s-0.00985"	"s0.8335"	"s0.03251"	"s0.85123"	"s0.01675"	"s0.80099"	"s-0.00788"	"s0.79113"	"s-0.02956"	"s0.75961"	"s0.0335"	"s0.74778"	"s0.05517"	"s0.72611"	"s-0.01478"	"s0.78041"	"s0.00612"	"s0.74089"	"s-0.05025"	"s0.82956"	"s0.02956"	"s0.79015"	"s0.00788"	true
"s1"	"s0"	"s0.03852"	"s0.02568"	"s0.00428"	"s0.0"	"s0.01997"	"s-0.01997"	"s0.0214"	"s-0.04993"	"s-0.0485"	"s-0.01284"	"s0.01427"	"s-0.02282"	"s0.0"	"s-0.03281"	"s-0.04708"	"s-0.02853"	"s-0.01712"	"s0.03566"	"s0.0214"	"s0.00428"	"s0.05136"	"s-0.02282"	"s0.05136"	"s0.01854"	"s0.03994"	"s0.01569"	"s0.01997"	"s0.00713"	"s-0.02568"	"s-0.01854"	"s-0.01427"	"s0.01997"	false
"s1"	"s0"	"s0.4709"	"s0.22751"	"s0.42328"	"s0.33598"	"s0.25661"	"s0.47619"	"s0.01852"	"s0.49471"	"s-0.02116"	"s0.53968"	"s-0.34127"	"s0.31217"	"s-0.4127"	"s0.3254"	"s-0.51587"	"s0.06878"	"s-0.5"	"s-0.1164"	"s-0.14815"	"s-0.1455"	"s-0.14815"	"s-0.38095"	"s-0.2328"	"s0.00265"	"s0.03574"	"s-0.31739"	"s0.15873"	"s-0.21693"	"s0.24868"	"s-0.24339"	"s0.2672"	"s0.04233"	true
"s1"	"s0"	"s0.08696"	"s0.00686"	"s0.13959"	"s-0.04119"	"s0.10526"	"s-0.08238"	"s0.12586"	"s-0.06178"	"s0.23341"	"s-0.01144"	"s0.12357"	"s0.0778"	"s0.14645"	"s-0.13501"	"s0.29062"	"s-0.04805"	"s0.18993"	"s0.07323"	"s0.1167"	"s0.0"	"s0.11213"	"s-0.00229"	"s0.15103"	"s-0.10297"	"s0.08467"	"s0.01373"	"s0.11213"	"s-0.06636"	"s0.09611"	"s-0.07323"	"s0.1167"	"s-0.06865"	false
"s1"	"s0"	"s0.94333"	"s0.38574"	"s0.48263"	"s0.64534"	"s0.21572"	"s0.77514"	"s-0.55941"	"s0.64899"	"s-0.73675"	"s0.42048"	"s-0.76051"	"s0.0"	"s-0.62706"	"s-0.31079"	"s-0.38391"	"s-0.62157"	"s-0.12797"	"s-0.69287"	"s0.49909"	"s-0.6362"	"s0.71481"	"s-0.3766"	"s0.73857"	"s-0.05484"	"s0.60098"	"s0.30384"	"s0.45521"	"s0.60512"	"s0.02742"	"s0.54479"	"s-0.21572"	"s0.50457"	true
"s1"	"s0"	"s0.01975"	"s0.00705"	"s0.0409"	"s-0.00846"	"s0.02116"	"s0.01128"	"s0.01128"	"s0.04372"	"s0.00282"	"s0.00141"	"s0.01975"	"s-0.03103"	"s-0.01975"	"s0.06065"	"s-0.0409"	"s0.0268"	"s-0.02398"	"s-0.00423"	"s0.04372"	"s-0.02539"	"s0.01834"	"s0.0"	"s0.0"	"s-0.01269"	"s0.01834"	"s-0.01128"	"s0.00564"	"s-0.01551"	"s-0.01693"	"s-0.02398"	"s0.00705"	"s0.0"	false
"s1"	"s0"	"s0.85736"	"s7.5E-4"	"s0.81927"	"s-0.05676"	"s0.77521"	"s-0.04182"	"s0.84317"	"s0.09037"	"s0.86258"	"s0.11949"	"s0.88051"	"s-0.06124"	"s0.78342"	"s0.0351"	"s0.83719"	"s-0.06796"	"s0.8357"	"s-0.1419"	"s0.88125"	"s0.01195"	"s0.90515"	"s0.0224"	"s0.79686"	"s-0.01942"	"s0.82383"	"s-0.03678"	"s0.88125"	"s-0.06423"	"s0.73936"	"s-0.01942"	"s0.79089"	"s-0.09186"	true
"s1"	"s0"	"s1.0"	"s-1.0"	"s1.0"	"s1.0"	"s-1.0"	"s1.0"	"s1.0"	"s-1.0"	"s1.0"	"s-1.0"	"s-1.0"	"s-1.0"	"s-1.0"	"s1.0"	"s1.0"	"s1.0"	"s1.0"	"s1.0"	"s-1.0"	"s1.0"	"s1.0"	"s-1.0"	"s1.0"	"s-1.0"	"s1.0"	"s1.0"	"s1.0"	"s1.0"	"s-1.0"	"s1.0"	"s-1.0"	"s1.0"	false
"s1"	"s0"	"s0.85209"	"s0.39252"	"s0.38887"	"s0.76432"	"s0.08858"	"s0.98903"	"s-0.42625"	"s0.88744"	"s-0.76229"	"s0.4998"	"s-0.93092"	"s0.10768"	"s-0.859"	"s-0.31044"	"s-0.6603"	"s-0.55262"	"s-0.1926"	"s-0.86063"	"s0.28444"	"s-0.80496"	"s0.64649"	"s-0.3523"	"s0.77814"	"s-0.23324"	"s0.71698"	"s0.21343"	"s0.3783"	"s0.5831"	"s0.19667"	"s0.66315"	"s-0.11215"	"s0.64933"	true
"s1"	"s0"	"s1.0"	"s1.0"	"s1.0"	"s0.5125"	"s0.625"	"s-1.0"	"s1.0"	"s1.0"	"s0.025"	"s0.03125"	"s1.0"	"s1.0"	"s0.0"	"s0.0"	"s1.0"	"s-1.0"	"s1.0"	"s1.0"	"s1.0"	"s1.0"	"s0.3125"	"s1.0"	"s1.0"	"s1.0"	"s1.0"	"s1.0"	"s1.0"	"s1.0"	"s-0.94375"	"s1.0"	"s0.0"	"s0.0"	false
"s1"	"s0"	"s1.0"	"s0.54902"	"s0.62745"	"s1.0"	"s0.01961"	"s1.0"	"s-0.4902"	"s0.92157"	"s-0.82353"	"s0.58824"	"s-1.0"	"s0.11765"	"s-0.96078"	"s-0.33333"	"s-0.64706"	"s-0.68627"	"s-0.23529"	"s-0.86275"	"s0.35294"	"s-1.0"	"s0.7451"	"s-0.72549"	"s0.92157"	"s-0.21569"	"s0.92874"	"s0.21876"	"s0.72549"	"s0.56863"	"s0.23529"	"s0.90196"	"s-0.11765"	"s0.90196"	true
"s1"	"s0"	"s0.0"	"s0.0"	"s-1.0"	"s-1.0"	"s-1.0"	"s1.0"	"s0.0"	"s0.0"	"s-1.0"	"s1.0"	"s1.0"	"s1.0"	"s1.0"	"s-1.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s-1.0"	"s-1.0"	"s-1.0"	"s1.0"	"s1.0"	"s0.4375"	"s1.0"	"s-1.0"	"s0.0"	"s0.0"	"s-1.0"	"s-1.0"	"s-1.0"	"s1.0"	false
"s1"	"s0"	"s0.44444"	"s0.44444"	"s0.53695"	"s0.90763"	"s-0.22222"	"s1.0"	"s-0.33333"	"s0.88889"	"s-1.0"	"s0.33333"	"s-1.0"	"s-0.11111"	"s-1.0"	"s-0.22222"	"s-0.66667"	"s-0.77778"	"s0.55556"	"s-1.0"	"s-0.22222"	"s-0.77778"	"s0.77778"	"s-0.22222"	"s0.33333"	"s0.0"	"s0.9212"	"s0.45019"	"s0.57454"	"s0.84353"	"s0.22222"	"s1.0"	"s-0.55556"	"s1.0"	true
"s0"	"s0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s1.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	false
"s1"	"s0"	"s1.0"	"s0.0"	"s1.0"	"s0.0"	"s0.5"	"s0.5"	"s0.75"	"s0.0"	"s0.91201"	"s0.12094"	"s0.89067"	"s0.1421"	"s0.86922"	"s0.16228"	"s0.75"	"s0.25"	"s0.75"	"s0.5"	"s0.75"	"s0.0"	"s1.0"	"s-0.25"	"s0.5"	"s0.5"	"s0.73944"	"s0.26388"	"s0.75"	"s0.25"	"s0.69635"	"s0.29074"	"s0.67493"	"s0.30293"	true
"s0"	"s0"	"s-1.0"	"s1.0"	"s1.0"	"s1.0"	"s0.0"	"s0.0"	"s1.0"	"s-1.0"	"s1.0"	"s-1.0"	"s1.0"	"s-1.0"	"s-1.0"	"s-1.0"	"s0.0"	"s0.0"	"s-1.0"	"s-1.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s-1.0"	"s-1.0"	"s1.0"	"s-1.0"	"s1.0"	"s1.0"	"s-1.0"	"s-1.0"	"s0.0"	"s0.0"	false
"s1"	"s0"	"s1.0"	"s0.0"	"s1.0"	"s0.0"	"s0.66667"	"s0.11111"	"s1.0"	"s-0.11111"	"s0.88889"	"s-0.11111"	"s1.0"	"s-0.22222"	"s0.77778"	"s0.0"	"s0.77778"	"s0.0"	"s1.0"	"s-0.11111"	"s0.77778"	"s-0.11111"	"s0.66667"	"s-0.11111"	"s0.66667"	"s0.0"	"s0.90347"	"s-0.05352"	"s1.0"	"s0.11111"	"s0.88889"	"s-0.11111"	"s1.0"	"s0.0"	true
"s0"	"s0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s-1.0"	"s-1.0"	"s0.0"	"s0.0"	"s1.0"	"s0.75"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s-1.0"	"s1.0"	"s0.0"	"s0.0"	"s1.0"	"s-1.0"	"s-1.0"	"s-1.0"	"s1.0"	"s1.0"	"s0.0"	"s0.0"	false
"s1"	"s0"	"s1.0"	"s0.45455"	"s1.0"	"s-0.45455"	"s1.0"	"s0.09091"	"s1.0"	"s-0.09091"	"s1.0"	"s0.0"	"s1.0"	"s-0.27273"	"s1.0"	"s-0.18182"	"s1.0"	"s0.09091"	"s1.0"	"s0.0"	"s1.0"	"s-0.36364"	"s1.0"	"s0.09091"	"s1.0"	"s-0.09091"	"s1.0"	"s-0.04914"	"s1.0"	"s0.45455"	"s1.0"	"s-0.27273"	"s1.0"	"s-0.18182"	true
"s1"	"s0"	"s0.62121"	"s-0.63636"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.3447"	"s0.28788"	"s0.42803"	"s0.39394"	"s-0.07576"	"s0.51894"	"s0.36364"	"s0.31439"	"s-0.53788"	"s0.32955"	"s0.12121"	"s-0.14773"	"s0.01894"	"s-0.53409"	"s-0.57576"	"s0.17803"	"s0.29167"	"s-0.27273"	"s0.25758"	"s-0.57576"	"s0.43182"	"s0.24242"	"s0.18182"	"s-0.02273"	"s0.17045"	"s-0.41667"	false
"s1"	"s0"	"s1.0"	"s0.11765"	"s1.0"	"s0.23529"	"s1.0"	"s0.41176"	"s1.0"	"s0.05882"	"s1.0"	"s0.23529"	"s1.0"	"s0.11765"	"s1.0"	"s0.47059"	"s1.0"	"s-0.05882"	"s1.0"	"s-0.11765"	"s1.0"	"s0.35294"	"s1.0"	"s0.41176"	"s1.0"	"s-0.11765"	"s1.0"	"s0.20225"	"s1.0"	"s0.05882"	"s1.0"	"s0.35294"	"s1.0"	"s0.23529"	true
"s1"	"s0"	"s0.0"	"s0.0"	"s-1.0"	"s-0.62766"	"s1.0"	"s0.51064"	"s0.07979"	"s-0.23404"	"s-1.0"	"s-0.3617"	"s0.12766"	"s-0.59043"	"s1.0"	"s-1.0"	"s0.0"	"s0.0"	"s0.82979"	"s-0.07979"	"s-0.25"	"s1.0"	"s0.17021"	"s-0.70745"	"s0.0"	"s0.0"	"s-0.19149"	"s-0.46809"	"s-0.2234"	"s-0.48936"	"s0.74468"	"s0.90426"	"s-0.67553"	"s0.45745"	false
"s1"	"s0"	"s0.91667"	"s0.29167"	"s0.83333"	"s-0.16667"	"s0.70833"	"s0.25"	"s0.875"	"s-0.08333"	"s0.91667"	"s0.04167"	"s0.83333"	"s0.125"	"s0.70833"	"s0.0"	"s0.875"	"s0.04167"	"s1.0"	"s0.08333"	"s0.66667"	"s-0.08333"	"s0.75"	"s0.16667"	"s0.83333"	"s-0.125"	"s0.83796"	"s0.05503"	"s1.0"	"s0.20833"	"s0.70833"	"s0.0"	"s0.70833"	"s0.04167"	true
"s1"	"s0"	"s0.1859"	"s-0.16667"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.11538"	"s-0.19071"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s-0.05128"	"s-0.06571"	"s0.07853"	"s0.08974"	"s0.17308"	"s-0.10897"	"s0.125"	"s0.09615"	"s0.02564"	"s-0.04808"	"s0.16827"	"s0.19551"	false
"s1"	"s0"	"s1.0"	"s-0.08183"	"s1.0"	"s-0.11326"	"s0.99246"	"s-0.29802"	"s1.0"	"s-0.33075"	"s0.96662"	"s-0.34281"	"s0.85788"	"s-0.47265"	"s0.91904"	"s-0.4817"	"s0.73084"	"s-0.65224"	"s0.68131"	"s-0.63544"	"s0.8245"	"s-0.78316"	"s0.58829"	"s-0.74785"	"s0.67033"	"s-0.96296"	"s0.48757"	"s-0.85669"	"s0.37941"	"s-0.83893"	"s0.24117"	"s-0.88846"	"s0.29221"	"s-0.89621"	true
"s1"	"s0"	"s1.0"	"s1.0"	"s-1.0"	"s1.0"	"s-1.0"	"s-0.82456"	"s0.34649"	"s0.21053"	"s0.46053"	"s0.07018"	"s0.22807"	"s0.05702"	"s0.35088"	"s0.34649"	"s0.72807"	"s-0.03947"	"s0.22807"	"s0.5307"	"s0.0"	"s0.0"	"s-0.29825"	"s-0.16228"	"s1.0"	"s-0.66667"	"s1.0"	"s-1.0"	"s1.0"	"s-0.24561"	"s0.35088"	"s0.20175"	"s0.82895"	"s0.07895"	false
"s1"	"s0"	"s1.0"	"s0.24077"	"s0.99815"	"s0.00369"	"s0.80244"	"s-0.30133"	"s0.89919"	"s-0.23486"	"s0.70643"	"s-0.24077"	"s0.73855"	"s-0.30539"	"s0.71492"	"s-0.36078"	"s0.47194"	"s-0.61189"	"s0.40473"	"s-0.55059"	"s0.61041"	"s-0.39328"	"s0.53176"	"s-0.32681"	"s0.23966"	"s-0.52142"	"s0.29208"	"s-0.4839"	"s0.12777"	"s-0.39143"	"s0.15657"	"s-0.51329"	"s0.18353"	"s-0.46603"	true
"s0"	"s0"	"s-1.0"	"s1.0"	"s1.0"	"s-1.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s1.0"	"s-1.0"	"s1.0"	"s1.0"	"s0.0"	"s0.0"	"s1.0"	"s-1.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s1.0"	"s1.0"	"s-1.0"	"s1.0"	"s1.0"	"s-1.0"	"s-1.0"	"s1.0"	"s-1.0"	"s-1.0"	"s0.0"	"s0.0"	false
"s1"	"s0"	"s0.92247"	"s-0.19448"	"s0.96419"	"s-0.17674"	"s0.87024"	"s-0.22602"	"s0.81702"	"s-0.2707"	"s0.79271"	"s-0.28909"	"s0.70302"	"s-0.49639"	"s0.63338"	"s-0.49967"	"s0.37254"	"s-0.70729"	"s0.2707"	"s-0.72109"	"s0.40506"	"s-0.54172"	"s0.33509"	"s-0.59691"	"s0.1475"	"s-0.63601"	"s0.09312"	"s-0.59589"	"s-0.07162"	"s-0.54928"	"s-0.0184"	"s-0.54074"	"s-0.07457"	"s-0.47898"	true
"s1"	"s0"	"s-1.0"	"s-1.0"	"s-0.50694"	"s1.0"	"s1.0"	"s-1.0"	"s1.0"	"s0.53819"	"s0.0"	"s0.0"	"s0.23958"	"s-1.0"	"s1.0"	"s1.0"	"s0.0"	"s0.0"	"s1.0"	"s1.0"	"s1.0"	"s1.0"	"s0.0"	"s0.0"	"s-0.71528"	"s1.0"	"s0.33333"	"s-1.0"	"s1.0"	"s-1.0"	"s0.69792"	"s-1.0"	"s0.47569"	"s1.0"	false
"s1"	"s0"	"s0.84177"	"s0.4346"	"s0.5"	"s0.7616"	"s0.09916"	"s0.9346"	"s-0.37764"	"s0.88186"	"s-0.72363"	"s0.61181"	"s-0.93882"	"s0.19409"	"s-0.86709"	"s-0.25527"	"s-0.62869"	"s-0.65612"	"s-0.25105"	"s-0.85654"	"s0.16245"	"s-0.86498"	"s0.51477"	"s-0.66878"	"s0.74895"	"s-0.28903"	"s0.77937"	"s0.07933"	"s0.64135"	"s0.42827"	"s0.31435"	"s0.62447"	"s-0.00422"	"s0.69409"	true
"s1"	"s0"	"s1.0"	"s1.0"	"s0.0"	"s0.0"	"s1.0"	"s-1.0"	"s-1.0"	"s-1.0"	"s1.0"	"s1.0"	"s1.0"	"s-1.0"	"s0.0"	"s0.0"	"s1.0"	"s-1.0"	"s1.0"	"s1.0"	"s0.0"	"s0.0"	"s1.0"	"s-1.0"	"s-1.0"	"s-1.0"	"s1.0"	"s1.0"	"s-1.0"	"s1.0"	"s-1.0"	"s1.0"	"s0.0"	"s0.0"	false
"s1"	"s0"	"s1.0"	"s0.63548"	"s1.0"	"s1.0"	"s0.77123"	"s1.0"	"s-0.33333"	"s1.0"	"s-1.0"	"s1.0"	"s0.0"	"s1.0"	"s-1.0"	"s1.0"	"s-1.0"	"s0.0"	"s-1.0"	"s-0.66667"	"s-1.0"	"s-0.92536"	"s-1.0"	"s-0.33333"	"s-0.33333"	"s-1.0"	"s0.19235"	"s-1.0"	"s1.0"	"s-1.0"	"s0.0"	"s-1.0"	"s1.0"	"s-0.66667"	true
"s0"	"s0"	"s-1.0"	"s1.0"	"s-1.0"	"s-1.0"	"s0.0"	"s0.0"	"s-1.0"	"s1.0"	"s1.0"	"s-1.0"	"s-1.0"	"s-1.0"	"s-1.0"	"s1.0"	"s0.0"	"s0.0"	"s-1.0"	"s-1.0"	"s-1.0"	"s1.0"	"s0.0"	"s0.0"	"s1.0"	"s-1.0"	"s1.0"	"s1.0"	"s1.0"	"s-1.0"	"s1.0"	"s1.0"	"s0.0"	"s0.0"	false
"s1"	"s0"	"s1.0"	"s0.06843"	"s1.0"	"s0.14211"	"s1.0"	"s0.22108"	"s1.0"	"s-0.125"	"s1.0"	"s0.39495"	"s1.0"	"s0.48981"	"s1.0"	"s0.58986"	"s-0.375"	"s1.0"	"s1.0"	"s0.0"	"s1.0"	"s0.92001"	"s1.0"	"s1.0"	"s1.0"	"s1.0"	"s1.0"	"s1.0"	"s1.0"	"s0.25"	"s1.0"	"s1.0"	"s1.0"	"s1.0"	true
"s0"	"s0"	"s-1.0"	"s-1.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s1.0"	"s-1.0"	"s0.0"	"s0.0"	"s-1.0"	"s-1.0"	"s0.0"	"s0.0"	"s1.0"	"s1.0"	"s1.0"	"s-1.0"	"s1.0"	"s-1.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	false
"s1"	"s0"	"s0.64947"	"s-0.07896"	"s0.58264"	"s-0.1438"	"s-0.13129"	"s-0.21384"	"s0.29796"	"s0.04403"	"s0.38096"	"s-0.26339"	"s0.28931"	"s-0.31997"	"s0.03459"	"s-0.18947"	"s0.20269"	"s-0.29441"	"s0.15196"	"s-0.29052"	"s0.09513"	"s-0.31525"	"s0.06556"	"s-0.26795"	"s0.03004"	"s-0.25124"	"s-4.6E-4"	"s-0.2321"	"s-0.02612"	"s-0.21129"	"s-0.04717"	"s-0.1895"	"s0.01336"	"s-0.27201"	true
"s1"	"s0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s1.0"	"s-0.33333"	"s0.16667"	"s0.26042"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s-0.19792"	"s-0.21875"	"s-0.16667"	"s0.90625"	"s-1.0"	"s0.5"	"s0.04167"	"s0.75"	"s-0.22917"	"s-1.0"	"s-0.125"	"s-0.27083"	"s-0.19792"	"s-0.9375"	false
"s1"	"s0"	"s1.0"	"s0.05149"	"s0.99363"	"s0.10123"	"s0.96142"	"s0.14756"	"s0.95513"	"s-0.26496"	"s0.66026"	"s0.54701"	"s0.80426"	"s0.25283"	"s0.73781"	"s0.2738"	"s0.66775"	"s0.28714"	"s0.59615"	"s0.29304"	"s0.52494"	"s0.292"	"s0.45582"	"s0.28476"	"s0.39023"	"s0.27226"	"s0.3293"	"s0.25553"	"s0.27381"	"s0.23568"	"s0.22427"	"s0.21378"	"s0.18086"	"s0.19083"	true
"s1"	"s0"	"s1.0"	"s-0.09524"	"s-1.0"	"s-1.0"	"s-1.0"	"s-1.0"	"s1.0"	"s0.31746"	"s0.81349"	"s0.7619"	"s-1.0"	"s-1.0"	"s-1.0"	"s1.0"	"s0.47364"	"s1.0"	"s1.0"	"s1.0"	"s0.68839"	"s-1.0"	"s-1.0"	"s-1.0"	"s0.82937"	"s0.36508"	"s1.0"	"s1.0"	"s1.0"	"s0.50794"	"s-1.0"	"s-0.3254"	"s-1.0"	"s0.72831"	false
"s1"	"s0"	"s0.93669"	"s-0.0019"	"s0.60761"	"s0.43204"	"s0.92314"	"s-0.40129"	"s0.93123"	"s0.16828"	"s0.96197"	"s0.09061"	"s0.99676"	"s0.08172"	"s0.91586"	"s0.05097"	"s0.84628"	"s-0.25324"	"s0.87379"	"s-0.14482"	"s0.84871"	"s0.26133"	"s0.75081"	"s-0.03641"	"s0.84547"	"s-0.02589"	"s0.87293"	"s-0.02302"	"s0.98544"	"s0.09385"	"s0.78317"	"s-0.10194"	"s0.85841"	"s-0.14725"	true
"s1"	"s0"	"s1.0"	"s-1.0"	"s1.0"	"s1.0"	"s1.0"	"s1.0"	"s1.0"	"s-0.5"	"s1.0"	"s1.0"	"s1.0"	"s1.0"	"s1.0"	"s1.0"	"s0.0"	"s0.0"	"s1.0"	"s1.0"	"s1.0"	"s1.0"	"s1.0"	"s-1.0"	"s1.0"	"s1.0"	"s1.0"	"s0.625"	"s1.0"	"s-0.75"	"s-0.75"	"s1.0"	"s1.0"	"s1.0"	false
"s1"	"s0"	"s1.0"	"s0.23058"	"s1.0"	"s-0.78509"	"s1.0"	"s-0.10401"	"s1.0"	"s0.15414"	"s1.0"	"s0.2782"	"s0.9812"	"s-0.06861"	"s1.0"	"s0.0661"	"s0.95802"	"s-0.18954"	"s0.83584"	"s-0.15633"	"s0.974"	"s0.03728"	"s0.99624"	"s0.09242"	"s1.0"	"s-0.01253"	"s0.96238"	"s-0.04597"	"s0.91165"	"s0.03885"	"s1.0"	"s-0.13722"	"s0.96523"	"s-0.11717"	true
"s1"	"s0"	"s0.36876"	"s-1.0"	"s-1.0"	"s-1.0"	"s-0.07661"	"s1.0"	"s1.0"	"s0.95041"	"s0.74597"	"s-0.3871"	"s-1.0"	"s-0.79313"	"s-0.09677"	"s1.0"	"s0.48684"	"s0.46502"	"s0.31755"	"s-0.27461"	"s-0.14343"	"s-0.20188"	"s-0.11976"	"s0.06895"	"s0.03021"	"s0.06639"	"s0.03443"	"s-0.01186"	"s-0.00403"	"s-0.01672"	"s-0.00761"	"s0.00108"	"s1.5E-4"	"s0.00325"	false
"s1"	"s0"	"s0.79847"	"s0.38265"	"s0.80804"	"s-0.16964"	"s1.0"	"s-0.07653"	"s0.98151"	"s-0.07398"	"s0.70217"	"s0.20663"	"s0.99745"	"s0.02105"	"s0.98214"	"s0.02487"	"s1.0"	"s-0.13074"	"s0.95663"	"s0.07717"	"s1.0"	"s0.00191"	"s0.90306"	"s0.30804"	"s1.0"	"s-0.14541"	"s1.0"	"s-0.00394"	"s0.75638"	"s0.07908"	"s1.0"	"s-0.1875"	"s1.0"	"s-0.0574"	true
"s0"	"s0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s1.0"	"s1.0"	"s1.0"	"s1.0"	"s1.0"	"s-1.0"	"s0.0"	"s0.0"	"s1.0"	"s1.0"	"s1.0"	"s-1.0"	"s1.0"	"s1.0"	"s1.0"	"s0.0"	"s1.0"	"s1.0"	"s1.0"	"s-1.0"	"s0.0"	"s0.0"	false
"s1"	"s0"	"s1.0"	"s-0.28428"	"s1.0"	"s-0.25346"	"s0.94623"	"s-0.35094"	"s1.0"	"s-0.30566"	"s0.92736"	"s-0.49057"	"s0.90818"	"s-0.44119"	"s0.75723"	"s-0.58899"	"s0.69748"	"s-0.58019"	"s0.59623"	"s-0.57579"	"s0.68459"	"s-0.70975"	"s0.54465"	"s-0.87327"	"s0.49214"	"s-0.73333"	"s0.35504"	"s-0.76054"	"s0.26352"	"s-0.78239"	"s0.16604"	"s-0.73145"	"s0.13994"	"s-0.7"	true
"s1"	"s0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s-0.85"	"s-1.0"	"s0.0"	"s0.0"	"s1.0"	"s-1.0"	"s0.0"	"s0.0"	"s-1.0"	"s-1.0"	"s-1.0"	"s-1.0"	"s1.0"	"s-1.0"	"s-0.6"	"s-1.0"	"s1.0"	"s1.0"	"s-1.0"	"s-0.2"	"s1.0"	"s-1.0"	"s0.0"	"s1.0"	"s0.0"	"s0.0"	false
"s1"	"s0"	"s1.0"	"s0.09091"	"s0.95455"	"s-0.09091"	"s0.77273"	"s0.0"	"s1.0"	"s0.0"	"s0.95455"	"s0.0"	"s1.0"	"s0.04545"	"s0.90909"	"s-0.04545"	"s1.0"	"s0.0"	"s1.0"	"s0.0"	"s0.86364"	"s0.09091"	"s0.77273"	"s0.09091"	"s0.90909"	"s0.04545"	"s0.91541"	"s0.02897"	"s0.95455"	"s0.09091"	"s0.86364"	"s-0.09091"	"s0.86364"	"s0.04545"	true
"s0"	"s0"	"s0.0"	"s0.0"	"s-1.0"	"s1.0"	"s1.0"	"s1.0"	"s-1.0"	"s-1.0"	"s0.0"	"s0.0"	"s-1.0"	"s-1.0"	"s-1.0"	"s-0.3125"	"s-1.0"	"s-1.0"	"s1.0"	"s-1.0"	"s1.0"	"s-1.0"	"s0.0"	"s0.0"	"s1.0"	"s-1.0"	"s-1.0"	"s-1.0"	"s0.0"	"s0.0"	"s1.0"	"s-1.0"	"s0.0"	"s0.0"	false
