cap-shape	cap-surface	cap-color	bruises?	odor	gill-attachment	gill-spacing	gill-size	gill-color	stalk-shape	stalk-root	stalk-surface-above-ring	stalk-surface-below-ring		stalk-color-above-ring	veil-type	veil-color	ring-number	ring-type	spore-print-color	population	habitat	Class
"sk"	"sy"	"sb"	"st"	"sn"	"sf"	"sc"	"sb"	"sw"	"se"	"s?"	"ss"	"ss"	"se"	"sw"	"sp"	"sw"	"st"	"se"	"sw"	"sc"	"sw"	true
"sx"	"ss"	"sw"	"st"	"sf"	"sf"	"sc"	"sb"	"sw"	"st"	"sb"	"ss"	"ss"	"sw"	"sw"	"sp"	"sw"	"so"	"sp"	"sh"	"sv"	"su"	true
"sx"	"sy"	"sn"	"sf"	"sy"	"sf"	"sc"	"sn"	"sb"	"st"	"s?"	"ss"	"ss"	"sw"	"sp"	"sp"	"sw"	"so"	"se"	"sw"	"sv"	"sd"	false
"sk"	"sy"	"sn"	"st"	"sn"	"sf"	"sc"	"sb"	"sw"	"se"	"s?"	"ss"	"ss"	"se"	"sw"	"sp"	"sw"	"st"	"se"	"sw"	"sc"	"sw"	true
"sf"	"sy"	"sy"	"sf"	"sf"	"sf"	"sc"	"sb"	"sg"	"se"	"sb"	"sk"	"sk"	"sn"	"sp"	"sp"	"sw"	"so"	"sl"	"sh"	"sy"	"sd"	true
"sx"	"sy"	"sp"	"st"	"sn"	"sf"	"sc"	"sb"	"sw"	"se"	"s?"	"ss"	"ss"	"se"	"se"	"sp"	"sw"	"st"	"se"	"sw"	"sc"	"sw"	true
"sf"	"ss"	"sg"	"st"	"sf"	"sf"	"sc"	"sb"	"sp"	"st"	"sb"	"sf"	"sf"	"sw"	"sw"	"sp"	"sw"	"so"	"sp"	"sh"	"ss"	"su"	true
"sx"	"ss"	"sp"	"st"	"sn"	"sf"	"sc"	"sb"	"se"	"se"	"s?"	"ss"	"ss"	"sw"	"se"	"sp"	"sw"	"st"	"se"	"sw"	"sc"	"sw"	true
"sb"	"sy"	"sn"	"sf"	"sn"	"sf"	"sc"	"sn"	"sw"	"se"	"s?"	"sk"	"sy"	"sw"	"sn"	"sp"	"sw"	"so"	"se"	"sw"	"sv"	"sd"	true
"sf"	"ss"	"sb"	"st"	"sf"	"sf"	"sc"	"sb"	"sh"	"st"	"sb"	"sf"	"sf"	"sw"	"sw"	"sp"	"sw"	"so"	"sp"	"sh"	"sv"	"sg"	true
"sx"	"sy"	"sn"	"sf"	"sf"	"sf"	"sc"	"sn"	"sb"	"st"	"s?"	"sk"	"ss"	"sp"	"sw"	"sp"	"sw"	"so"	"se"	"sw"	"sv"	"sp"	true
"sx"	"sy"	"sn"	"sf"	"sf"	"sf"	"sc"	"sn"	"sb"	"st"	"s?"	"sk"	"sk"	"sw"	"sw"	"sp"	"sw"	"so"	"se"	"sw"	"sv"	"sd"	true
"sx"	"ss"	"sb"	"st"	"sf"	"sf"	"sc"	"sb"	"sw"	"st"	"sb"	"ss"	"ss"	"sw"	"sw"	"sp"	"sw"	"so"	"sp"	"sh"	"ss"	"su"	true
"sx"	"sy"	"sn"	"sf"	"sf"	"sf"	"sc"	"sn"	"sb"	"st"	"s?"	"ss"	"ss"	"sw"	"sp"	"sp"	"sw"	"so"	"se"	"sw"	"sv"	"sl"	true
"sk"	"sy"	"sp"	"st"	"sn"	"sf"	"sc"	"sb"	"sw"	"se"	"s?"	"ss"	"ss"	"sw"	"se"	"sp"	"sw"	"st"	"se"	"sw"	"sc"	"sw"	true
"sk"	"sf"	"sc"	"sf"	"sn"	"sf"	"sw"	"sn"	"sw"	"se"	"sb"	"sf"	"sf"	"sw"	"sn"	"sp"	"sw"	"so"	"se"	"sw"	"sv"	"sl"	true
"sx"	"sy"	"sy"	"sf"	"sf"	"sf"	"sc"	"sb"	"sh"	"se"	"sb"	"sk"	"sk"	"sb"	"sn"	"sp"	"sw"	"so"	"sl"	"sh"	"sv"	"sg"	true
"sx"	"ss"	"sn"	"st"	"sn"	"sf"	"sc"	"sb"	"sw"	"se"	"s?"	"ss"	"ss"	"se"	"sw"	"sp"	"sw"	"st"	"se"	"sw"	"sc"	"sw"	true
"sf"	"sf"	"sg"	"sf"	"sf"	"sf"	"sc"	"sb"	"sp"	"se"	"sb"	"sk"	"sk"	"sb"	"sp"	"sp"	"sw"	"so"	"sl"	"sh"	"sy"	"sp"	true
"sf"	"sy"	"sy"	"sf"	"sf"	"sf"	"sc"	"sb"	"sp"	"se"	"sb"	"sk"	"sk"	"sn"	"sb"	"sp"	"sw"	"so"	"sl"	"sh"	"sv"	"sd"	true
"sf"	"ss"	"sg"	"st"	"sf"	"sf"	"sc"	"sb"	"sw"	"st"	"sb"	"ss"	"sf"	"sw"	"sw"	"sp"	"sw"	"so"	"sp"	"sh"	"sv"	"su"	true
"sk"	"sy"	"sw"	"st"	"sn"	"sf"	"sw"	"sn"	"sw"	"se"	"sb"	"ss"	"ss"	"sw"	"sw"	"sp"	"sw"	"so"	"sp"	"sw"	"sc"	"sl"	true
"sk"	"sf"	"sn"	"sf"	"sn"	"sf"	"sw"	"sn"	"sw"	"se"	"sb"	"sf"	"sf"	"sw"	"sn"	"sp"	"sw"	"so"	"se"	"sw"	"sv"	"sl"	true
"sk"	"sf"	"sy"	"sf"	"sn"	"sf"	"sc"	"sn"	"sw"	"se"	"s?"	"sk"	"sy"	"sw"	"sy"	"sp"	"sw"	"so"	"se"	"sw"	"sv"	"sd"	true
"sf"	"ss"	"sw"	"st"	"sf"	"sf"	"sc"	"sb"	"sw"	"st"	"sb"	"sf"	"sf"	"sw"	"sw"	"sp"	"sw"	"so"	"sp"	"sh"	"ss"	"sg"	true
"sf"	"sy"	"sy"	"sf"	"sn"	"sf"	"sc"	"sn"	"sw"	"se"	"s?"	"sk"	"sy"	"sw"	"sy"	"sp"	"sw"	"so"	"se"	"sw"	"sv"	"sd"	true
"sf"	"sy"	"sy"	"sf"	"sf"	"sf"	"sc"	"sb"	"sg"	"se"	"sb"	"sk"	"sk"	"sp"	"sp"	"sp"	"sw"	"so"	"sl"	"sh"	"sv"	"sd"	true
"sk"	"ss"	"sb"	"st"	"sn"	"sf"	"sc"	"sb"	"se"	"se"	"s?"	"ss"	"ss"	"sw"	"se"	"sp"	"sw"	"st"	"se"	"sw"	"sc"	"sw"	true
"sf"	"sy"	"sy"	"sf"	"sf"	"sf"	"sc"	"sb"	"sp"	"se"	"sb"	"sk"	"sk"	"sp"	"sp"	"sp"	"sw"	"so"	"sl"	"sh"	"sv"	"sp"	true
"sx"	"sy"	"sn"	"sf"	"sy"	"sf"	"sc"	"sn"	"sb"	"st"	"s?"	"ss"	"ss"	"sw"	"sw"	"sp"	"sw"	"so"	"se"	"sw"	"sv"	"sp"	true
"sx"	"sy"	"sy"	"sf"	"sf"	"sf"	"sc"	"sb"	"sh"	"se"	"sb"	"sk"	"sk"	"sp"	"sb"	"sp"	"sw"	"so"	"sl"	"sh"	"sy"	"sd"	true
"sx"	"sy"	"sy"	"sf"	"sf"	"sf"	"sc"	"sb"	"sp"	"se"	"sb"	"sk"	"sk"	"sp"	"sp"	"sp"	"sw"	"so"	"sl"	"sh"	"sv"	"sp"	true
"sb"	"sy"	"sw"	"st"	"sn"	"sf"	"sc"	"sb"	"sw"	"se"	"sb"	"ss"	"ss"	"sw"	"sw"	"sp"	"sw"	"st"	"sp"	"sr"	"sv"	"sg"	true
"sf"	"sy"	"sy"	"sf"	"sf"	"sf"	"sc"	"sb"	"sg"	"se"	"sb"	"sk"	"sk"	"sp"	"sb"	"sp"	"sw"	"so"	"sl"	"sh"	"sy"	"sg"	true
"sx"	"ss"	"sw"	"st"	"sf"	"sf"	"sc"	"sb"	"sp"	"st"	"sb"	"ss"	"sf"	"sw"	"sw"	"sp"	"sw"	"so"	"sp"	"sh"	"sv"	"sg"	true
"sx"	"ss"	"sb"	"st"	"sf"	"sf"	"sc"	"sb"	"sw"	"st"	"sb"	"ss"	"ss"	"sw"	"sw"	"sp"	"sw"	"so"	"sp"	"sh"	"sv"	"sg"	true
"sk"	"sy"	"sb"	"st"	"sn"	"sf"	"sc"	"sb"	"sw"	"se"	"s?"	"ss"	"ss"	"sw"	"se"	"sp"	"sw"	"st"	"se"	"sw"	"sc"	"sw"	true
"sf"	"sy"	"sy"	"sf"	"sf"	"sf"	"sc"	"sb"	"sg"	"se"	"sb"	"sk"	"sk"	"sb"	"sn"	"sp"	"sw"	"so"	"sl"	"sh"	"sv"	"sp"	true
"sx"	"ss"	"sb"	"st"	"sf"	"sf"	"sc"	"sb"	"sp"	"st"	"sb"	"sf"	"sf"	"sw"	"sw"	"sp"	"sw"	"so"	"sp"	"sh"	"ss"	"sg"	true
"sb"	"sy"	"sb"	"st"	"sn"	"sf"	"sc"	"sb"	"sw"	"se"	"sb"	"ss"	"ss"	"sw"	"sw"	"sp"	"sw"	"st"	"sp"	"sr"	"sv"	"sm"	true
"sx"	"ss"	"sw"	"st"	"sf"	"sf"	"sc"	"sb"	"sw"	"st"	"sb"	"ss"	"sf"	"sw"	"sw"	"sp"	"sw"	"so"	"sp"	"sh"	"sv"	"sg"	true
"sk"	"ss"	"sn"	"st"	"sn"	"sf"	"sc"	"sb"	"sw"	"se"	"s?"	"ss"	"ss"	"sw"	"se"	"sp"	"sw"	"st"	"se"	"sw"	"sc"	"sw"	true
"sf"	"ss"	"sg"	"st"	"sf"	"sf"	"sc"	"sb"	"sw"	"st"	"sb"	"sf"	"ss"	"sw"	"sw"	"sp"	"sw"	"so"	"sp"	"sh"	"ss"	"su"	true
"sx"	"sf"	"sy"	"sf"	"sn"	"sf"	"sc"	"sn"	"sw"	"se"	"s?"	"sk"	"sy"	"sw"	"sy"	"sp"	"sw"	"so"	"se"	"sw"	"sv"	"sd"	true
"sf"	"ss"	"sg"	"st"	"sf"	"sf"	"sc"	"sb"	"sp"	"st"	"sb"	"ss"	"ss"	"sw"	"sw"	"sp"	"sw"	"so"	"sp"	"sh"	"sv"	"sg"	true
"sf"	"sy"	"sy"	"sf"	"sf"	"sf"	"sc"	"sb"	"sg"	"se"	"sb"	"sk"	"sk"	"sp"	"sn"	"sp"	"sw"	"so"	"sl"	"sh"	"sy"	"sd"	true
"sk"	"sy"	"sn"	"sf"	"sn"	"sf"	"sc"	"sn"	"sw"	"se"	"s?"	"sk"	"sy"	"sw"	"sy"	"sp"	"sw"	"so"	"se"	"sw"	"sv"	"sd"	true
"sf"	"ss"	"sb"	"st"	"sf"	"sf"	"sc"	"sb"	"sp"	"st"	"sb"	"ss"	"sf"	"sw"	"sw"	"sp"	"sw"	"so"	"sp"	"sh"	"ss"	"su"	true
"sf"	"ss"	"se"	"st"	"sn"	"sf"	"sc"	"sb"	"sw"	"se"	"s?"	"ss"	"ss"	"sw"	"sw"	"sp"	"sw"	"st"	"se"	"sw"	"sc"	"sw"	true
"sx"	"sy"	"sn"	"sf"	"sf"	"sf"	"sc"	"sn"	"sb"	"st"	"s?"	"ss"	"ss"	"sp"	"sp"	"sp"	"sw"	"so"	"se"	"sw"	"sv"	"sd"	true
"sx"	"sy"	"sn"	"sf"	"sy"	"sf"	"sc"	"sn"	"sb"	"st"	"s?"	"ss"	"ss"	"sw"	"sw"	"sp"	"sw"	"so"	"se"	"sw"	"sv"	"sd"	true
"sx"	"sy"	"sn"	"sf"	"sy"	"sf"	"sc"	"sn"	"sb"	"st"	"s?"	"ss"	"ss"	"sw"	"sw"	"sp"	"sw"	"so"	"se"	"sw"	"sv"	"sl"	true
"sx"	"ss"	"sw"	"st"	"sf"	"sf"	"sc"	"sb"	"sh"	"st"	"sb"	"sf"	"ss"	"sw"	"sw"	"sp"	"sw"	"so"	"sp"	"sh"	"sv"	"su"	true
"sk"	"ss"	"sn"	"st"	"sn"	"sf"	"sc"	"sb"	"se"	"se"	"s?"	"ss"	"ss"	"se"	"se"	"sp"	"sw"	"st"	"se"	"sw"	"sc"	"sw"	true
"sf"	"sy"	"sg"	"sf"	"sf"	"sf"	"sc"	"sb"	"sp"	"se"	"sb"	"sk"	"sk"	"sn"	"sp"	"sp"	"sw"	"so"	"sl"	"sh"	"sy"	"sg"	true
"sx"	"ss"	"sb"	"st"	"sn"	"sf"	"sc"	"sb"	"se"	"se"	"s?"	"ss"	"ss"	"sw"	"se"	"sp"	"sw"	"st"	"se"	"sw"	"sc"	"sw"	true
"sf"	"ss"	"sw"	"st"	"sf"	"sf"	"sc"	"sb"	"sw"	"st"	"sb"	"sf"	"ss"	"sw"	"sw"	"sp"	"sw"	"so"	"sp"	"sh"	"ss"	"su"	true
"sk"	"sf"	"sn"	"sf"	"sn"	"sf"	"sw"	"sn"	"sw"	"se"	"sb"	"ss"	"ss"	"sw"	"sn"	"sp"	"sw"	"so"	"se"	"sw"	"sv"	"sl"	true
"sx"	"sy"	"sn"	"sf"	"ss"	"sf"	"sc"	"sn"	"sb"	"st"	"s?"	"sk"	"ss"	"sw"	"sw"	"sp"	"sw"	"so"	"se"	"sw"	"sv"	"sl"	false
"sf"	"ss"	"sw"	"st"	"sf"	"sf"	"sc"	"sb"	"sh"	"st"	"sb"	"sf"	"ss"	"sw"	"sw"	"sp"	"sw"	"so"	"sp"	"sh"	"sv"	"sg"	true
"sx"	"ss"	"sg"	"st"	"sf"	"sf"	"sc"	"sb"	"sh"	"st"	"sb"	"ss"	"ss"	"sw"	"sw"	"sp"	"sw"	"so"	"sp"	"sh"	"sv"	"su"	true
"sk"	"sy"	"sy"	"sf"	"sn"	"sf"	"sc"	"sn"	"sw"	"se"	"s?"	"sk"	"sy"	"sw"	"sy"	"sp"	"sw"	"so"	"se"	"sw"	"sv"	"sd"	true
"sf"	"ss"	"sw"	"st"	"sn"	"sf"	"sc"	"sb"	"sw"	"se"	"sb"	"ss"	"ss"	"sw"	"sw"	"sp"	"sw"	"st"	"sp"	"sr"	"sv"	"sm"	true
"sf"	"sf"	"sy"	"sf"	"sf"	"sf"	"sc"	"sb"	"sg"	"se"	"sb"	"sk"	"sk"	"sn"	"sb"	"sp"	"sw"	"so"	"sl"	"sh"	"sy"	"sp"	true
"sk"	"sy"	"sp"	"st"	"sn"	"sf"	"sc"	"sb"	"sw"	"se"	"s?"	"ss"	"ss"	"se"	"sw"	"sp"	"sw"	"st"	"se"	"sw"	"sc"	"sw"	true
"sf"	"sy"	"sw"	"st"	"sn"	"sf"	"sw"	"sn"	"sw"	"se"	"sb"	"ss"	"ss"	"sw"	"sw"	"sp"	"sw"	"so"	"sp"	"sw"	"sc"	"sl"	true
"sf"	"ss"	"sb"	"st"	"sf"	"sf"	"sc"	"sb"	"sp"	"st"	"sb"	"sf"	"ss"	"sw"	"sw"	"sp"	"sw"	"so"	"sp"	"sh"	"sv"	"su"	true
"sf"	"sy"	"sw"	"sf"	"sn"	"sf"	"sc"	"sn"	"su"	"se"	"s?"	"ss"	"sf"	"sw"	"sw"	"sp"	"sw"	"so"	"sf"	"sh"	"sy"	"sd"	true
"sx"	"sy"	"sr"	"sf"	"sn"	"sf"	"sc"	"sn"	"sw"	"se"	"s?"	"ss"	"sf"	"sw"	"sw"	"sp"	"sw"	"so"	"sf"	"sh"	"sv"	"sd"	true
"sx"	"ss"	"sb"	"st"	"sn"	"sf"	"sc"	"sb"	"sw"	"se"	"s?"	"ss"	"ss"	"sw"	"se"	"sp"	"sw"	"st"	"se"	"sw"	"sc"	"sw"	true
"sf"	"ss"	"sg"	"st"	"sf"	"sf"	"sc"	"sb"	"sh"	"st"	"sb"	"ss"	"ss"	"sw"	"sw"	"sp"	"sw"	"so"	"sp"	"sh"	"sv"	"sg"	false
"sx"	"sy"	"se"	"sf"	"sy"	"sf"	"sc"	"sn"	"sb"	"st"	"s?"	"ss"	"sk"	"sp"	"sw"	"sp"	"sw"	"so"	"se"	"sw"	"sv"	"sd"	false
"sf"	"sy"	"sy"	"sf"	"sf"	"sf"	"sc"	"sb"	"sg"	"se"	"sb"	"sk"	"sk"	"sn"	"sb"	"sp"	"sw"	"so"	"sl"	"sh"	"sy"	"sp"	true
"sf"	"ss"	"sg"	"st"	"sf"	"sf"	"sc"	"sb"	"sw"	"st"	"sb"	"ss"	"ss"	"sw"	"sw"	"sp"	"sw"	"so"	"sp"	"sh"	"ss"	"sg"	true
"sf"	"ss"	"sb"	"st"	"sf"	"sf"	"sc"	"sb"	"sh"	"st"	"sb"	"ss"	"ss"	"sw"	"sw"	"sp"	"sw"	"so"	"sp"	"sh"	"ss"	"sg"	true
"sf"	"ss"	"se"	"st"	"sn"	"sf"	"sc"	"sb"	"se"	"se"	"s?"	"ss"	"ss"	"se"	"sw"	"sp"	"sw"	"st"	"se"	"sw"	"sc"	"sw"	true
"sx"	"sy"	"se"	"sf"	"sy"	"sf"	"sc"	"sn"	"sb"	"st"	"s?"	"sk"	"sk"	"sw"	"sp"	"sp"	"sw"	"so"	"se"	"sw"	"sv"	"sd"	true
"sf"	"sf"	"sg"	"sf"	"sf"	"sf"	"sc"	"sb"	"sp"	"se"	"sb"	"sk"	"sk"	"sb"	"sb"	"sp"	"sw"	"so"	"sl"	"sh"	"sy"	"sg"	true
"sf"	"sy"	"sy"	"sf"	"sf"	"sf"	"sc"	"sb"	"sg"	"se"	"sb"	"sk"	"sk"	"sb"	"sb"	"sp"	"sw"	"so"	"sl"	"sh"	"sy"	"sd"	true
"sx"	"ss"	"sn"	"st"	"sn"	"sf"	"sc"	"sb"	"se"	"se"	"s?"	"ss"	"ss"	"se"	"sw"	"sp"	"sw"	"st"	"se"	"sw"	"sc"	"sw"	true
"sf"	"ss"	"sg"	"st"	"sf"	"sf"	"sc"	"sb"	"sp"	"st"	"sb"	"sf"	"sf"	"sw"	"sw"	"sp"	"sw"	"so"	"sp"	"sh"	"ss"	"sg"	true
"sx"	"sy"	"sn"	"sf"	"ss"	"sf"	"sc"	"sn"	"sb"	"st"	"s?"	"ss"	"ss"	"sp"	"sw"	"sp"	"sw"	"so"	"se"	"sw"	"sv"	"sl"	true
"sf"	"ss"	"sw"	"st"	"sf"	"sf"	"sc"	"sb"	"sp"	"st"	"sb"	"ss"	"ss"	"sw"	"sw"	"sp"	"sw"	"so"	"sp"	"sh"	"ss"	"sg"	true
"sx"	"sf"	"sc"	"sf"	"sn"	"sf"	"sw"	"sn"	"sw"	"se"	"sb"	"ss"	"ss"	"sw"	"sn"	"sp"	"sw"	"so"	"se"	"sw"	"sv"	"sl"	true
"sf"	"ss"	"sg"	"st"	"sf"	"sf"	"sc"	"sb"	"sw"	"st"	"sb"	"sf"	"ss"	"sw"	"sw"	"sp"	"sw"	"so"	"sp"	"sh"	"sv"	"sg"	true
"sf"	"sf"	"sg"	"sf"	"sf"	"sf"	"sc"	"sb"	"sp"	"se"	"sb"	"sk"	"sk"	"sn"	"sp"	"sp"	"sw"	"so"	"sl"	"sh"	"sv"	"sp"	true
"sx"	"sy"	"sr"	"sf"	"sn"	"sf"	"sc"	"sn"	"sw"	"se"	"s?"	"ss"	"sf"	"sw"	"sw"	"sp"	"sw"	"so"	"sf"	"sh"	"sy"	"sd"	true
"sx"	"sf"	"sy"	"sf"	"sf"	"sf"	"sc"	"sb"	"sg"	"se"	"sb"	"sk"	"sk"	"sp"	"sb"	"sp"	"sw"	"so"	"sl"	"sh"	"sv"	"sp"	true
"sx"	"sy"	"sn"	"sf"	"sf"	"sf"	"sc"	"sn"	"sb"	"st"	"s?"	"ss"	"sk"	"sp"	"sp"	"sp"	"sw"	"so"	"se"	"sw"	"sv"	"sl"	false
"sx"	"sy"	"sn"	"sf"	"ss"	"sf"	"sc"	"sn"	"sb"	"st"	"s?"	"ss"	"ss"	"sw"	"sw"	"sp"	"sw"	"so"	"se"	"sw"	"sv"	"sl"	true
"sf"	"sy"	"se"	"st"	"sn"	"sf"	"sc"	"sb"	"sw"	"se"	"s?"	"ss"	"ss"	"se"	"sw"	"sp"	"sw"	"st"	"se"	"sw"	"sc"	"sw"	false
"sx"	"ss"	"sg"	"st"	"sf"	"sf"	"sc"	"sb"	"sw"	"st"	"sb"	"ss"	"sf"	"sw"	"sw"	"sp"	"sw"	"so"	"sp"	"sh"	"sv"	"su"	true
"sk"	"sy"	"sn"	"st"	"sn"	"sf"	"sc"	"sb"	"sw"	"se"	"s?"	"ss"	"ss"	"sw"	"se"	"sp"	"sw"	"st"	"se"	"sw"	"sc"	"sw"	true
"sf"	"sy"	"se"	"st"	"sn"	"sf"	"sc"	"sb"	"se"	"se"	"s?"	"ss"	"ss"	"sw"	"sw"	"sp"	"sw"	"st"	"se"	"sw"	"sc"	"sw"	true
"sx"	"sy"	"sn"	"sf"	"sf"	"sf"	"sc"	"sn"	"sb"	"st"	"s?"	"ss"	"sk"	"sp"	"sp"	"sp"	"sw"	"so"	"se"	"sw"	"sv"	"sp"	true
"sb"	"sy"	"sn"	"sf"	"sn"	"sf"	"sc"	"sn"	"sw"	"se"	"s?"	"sk"	"sy"	"sw"	"sy"	"sp"	"sw"	"so"	"se"	"sw"	"sv"	"sd"	true
"sx"	"sy"	"sn"	"sf"	"ss"	"sf"	"sc"	"sn"	"sb"	"st"	"s?"	"ss"	"ss"	"sw"	"sp"	"sp"	"sw"	"so"	"se"	"sw"	"sv"	"sp"	true
"sf"	"sy"	"sb"	"st"	"sn"	"sf"	"sc"	"sb"	"se"	"se"	"s?"	"ss"	"ss"	"sw"	"se"	"sp"	"sw"	"st"	"se"	"sw"	"sc"	"sw"	false
"sx"	"ss"	"sw"	"st"	"sf"	"sf"	"sc"	"sb"	"sh"	"st"	"sb"	"sf"	"ss"	"sw"	"sw"	"sp"	"sw"	"so"	"sp"	"sh"	"sv"	"sg"	false
"sf"	"sy"	"sy"	"sf"	"sf"	"sf"	"sc"	"sb"	"sp"	"se"	"sb"	"sk"	"sk"	"sp"	"sb"	"sp"	"sw"	"so"	"sl"	"sh"	"sv"	"sg"	true
"sf"	"sy"	"sn"	"st"	"sn"	"sf"	"sc"	"sb"	"sw"	"se"	"s?"	"ss"	"ss"	"sw"	"sw"	"sp"	"sw"	"st"	"se"	"sw"	"sc"	"sw"	true
"sb"	"sy"	"sw"	"st"	"sn"	"sf"	"sc"	"sb"	"sg"	"se"	"sb"	"ss"	"ss"	"sw"	"sw"	"sp"	"sw"	"st"	"sp"	"sr"	"sv"	"sm"	false
"sx"	"sy"	"sn"	"sf"	"sn"	"sf"	"sw"	"sn"	"sw"	"se"	"sb"	"ss"	"sf"	"sw"	"sn"	"sp"	"sw"	"so"	"se"	"sw"	"sv"	"sl"	true
"sf"	"sy"	"sy"	"sf"	"sf"	"sf"	"sc"	"sb"	"sg"	"se"	"sb"	"sk"	"sk"	"sn"	"sp"	"sp"	"sw"	"so"	"sl"	"sh"	"sv"	"sp"	true
"sx"	"ss"	"sb"	"st"	"sf"	"sf"	"sc"	"sb"	"sh"	"st"	"sb"	"sf"	"ss"	"sw"	"sw"	"sp"	"sw"	"so"	"sp"	"sh"	"ss"	"sg"	true
"sx"	"sy"	"sn"	"sf"	"ss"	"sf"	"sc"	"sn"	"sb"	"st"	"s?"	"ss"	"ss"	"sw"	"sp"	"sp"	"sw"	"so"	"se"	"sw"	"sv"	"sl"	true
"sx"	"ss"	"sg"	"st"	"sf"	"sf"	"sc"	"sb"	"sh"	"st"	"sb"	"ss"	"ss"	"sw"	"sw"	"sp"	"sw"	"so"	"sp"	"sh"	"ss"	"su"	true
"sf"	"ss"	"sg"	"st"	"sf"	"sf"	"sc"	"sb"	"sw"	"st"	"sb"	"ss"	"sf"	"sw"	"sw"	"sp"	"sw"	"so"	"sp"	"sh"	"ss"	"su"	true
"sx"	"sy"	"sn"	"sf"	"sf"	"sf"	"sc"	"sn"	"sb"	"st"	"s?"	"sk"	"ss"	"sw"	"sw"	"sp"	"sw"	"so"	"se"	"sw"	"sv"	"sp"	true
"sf"	"sy"	"sw"	"sf"	"sn"	"sf"	"sc"	"sn"	"sp"	"se"	"s?"	"ss"	"sf"	"sw"	"sw"	"sp"	"sw"	"so"	"sf"	"sh"	"sv"	"sd"	false
"sx"	"sy"	"sn"	"sf"	"ss"	"sf"	"sc"	"sn"	"sb"	"st"	"s?"	"sk"	"ss"	"sp"	"sw"	"sp"	"sw"	"so"	"se"	"sw"	"sv"	"sl"	true
"sf"	"sf"	"sg"	"sf"	"sf"	"sf"	"sc"	"sb"	"sg"	"se"	"sb"	"sk"	"sk"	"sn"	"sb"	"sp"	"sw"	"so"	"sl"	"sh"	"sv"	"sg"	true
"sx"	"sy"	"se"	"sf"	"sy"	"sf"	"sc"	"sn"	"sb"	"st"	"s?"	"sk"	"ss"	"sp"	"sp"	"sp"	"sw"	"so"	"se"	"sw"	"sv"	"sl"	true
"sx"	"ss"	"sw"	"st"	"sf"	"sf"	"sc"	"sb"	"sw"	"st"	"sb"	"ss"	"ss"	"sw"	"sw"	"sp"	"sw"	"so"	"sp"	"sh"	"sv"	"sg"	true
"sf"	"sy"	"sg"	"sf"	"sf"	"sf"	"sc"	"sb"	"sp"	"se"	"sb"	"sk"	"sk"	"sn"	"sb"	"sp"	"sw"	"so"	"sl"	"sh"	"sv"	"sd"	true
"sx"	"ss"	"sw"	"st"	"sf"	"sf"	"sc"	"sb"	"sh"	"st"	"sb"	"ss"	"sf"	"sw"	"sw"	"sp"	"sw"	"so"	"sp"	"sh"	"ss"	"su"	false
"sk"	"sy"	"sy"	"sf"	"sn"	"sf"	"sc"	"sn"	"sw"	"se"	"s?"	"sk"	"sy"	"sw"	"sn"	"sp"	"sw"	"so"	"se"	"sw"	"sv"	"sd"	true
"sf"	"ss"	"sw"	"st"	"sf"	"sf"	"sc"	"sb"	"sw"	"st"	"sb"	"ss"	"sf"	"sw"	"sw"	"sp"	"sw"	"so"	"sp"	"sh"	"sv"	"su"	true
"sf"	"ss"	"sg"	"st"	"sf"	"sf"	"sc"	"sb"	"sh"	"st"	"sb"	"sf"	"sf"	"sw"	"sw"	"sp"	"sw"	"so"	"sp"	"sh"	"sv"	"su"	true
"sx"	"sy"	"sc"	"sf"	"sn"	"sf"	"sw"	"sn"	"sw"	"se"	"sb"	"sf"	"ss"	"sw"	"sn"	"sp"	"sw"	"so"	"se"	"sw"	"sv"	"sl"	true
"sx"	"ss"	"sw"	"st"	"sf"	"sf"	"sc"	"sb"	"sh"	"st"	"sb"	"ss"	"ss"	"sw"	"sw"	"sp"	"sw"	"so"	"sp"	"sh"	"sv"	"su"	true
"sx"	"sy"	"sn"	"sf"	"ss"	"sf"	"sc"	"sn"	"sb"	"st"	"s?"	"sk"	"sk"	"sw"	"sp"	"sp"	"sw"	"so"	"se"	"sw"	"sv"	"sp"	true
"sf"	"sy"	"sp"	"st"	"sn"	"sf"	"sc"	"sb"	"sr"	"se"	"sb"	"ss"	"ss"	"sw"	"sw"	"sp"	"sw"	"st"	"sp"	"sr"	"sv"	"sg"	true
"sf"	"sy"	"sy"	"sf"	"sf"	"sf"	"sc"	"sb"	"sp"	"se"	"sb"	"sk"	"sk"	"sp"	"sb"	"sp"	"sw"	"so"	"sl"	"sh"	"sy"	"sp"	true
"sx"	"ss"	"sp"	"st"	"sn"	"sf"	"sc"	"sb"	"se"	"se"	"s?"	"ss"	"ss"	"se"	"se"	"sp"	"sw"	"st"	"se"	"sw"	"sc"	"sw"	true
"sf"	"sy"	"sb"	"st"	"sn"	"sf"	"sc"	"sb"	"sr"	"se"	"sb"	"ss"	"ss"	"sw"	"sw"	"sp"	"sw"	"st"	"sp"	"sr"	"sv"	"sg"	true
"sx"	"sf"	"sy"	"sf"	"sn"	"sf"	"sc"	"sn"	"sw"	"se"	"s?"	"sk"	"sy"	"sw"	"sn"	"sp"	"sw"	"so"	"se"	"sw"	"sv"	"sd"	true
