%
% ARFF data file, generated by KNIME
%
% Date: Thu Jun 22 13:05:14 CEST 2017
% User: guillaume
%

@RELATION DataTable
@ATTRIBUTE cap-shape	{x,b,s,f,k,c}
@ATTRIBUTE cap-surface	{s,y,f,g}
@ATTRIBUTE cap-color	{n,y,w,g,e,p,b,u,c,r}
@ATTRIBUTE bruises?	{t,f}
@ATTRIBUTE odor	{p,a,l,n,f,c,y,s}
@ATTRIBUTE gill-attachment	{f}
@ATTRIBUTE gill-spacing	{c,w}
@ATTRIBUTE gill-size	{n,b}
@ATTRIBUTE gill-color	{k,n,g,p,w,h,u,e,b,r}
@ATTRIBUTE stalk-shape	{e,t}
@ATTRIBUTE stalk-root	{e,c,b,r}
@ATTRIBUTE stalk-surface-above-ring	{s,f,k}
@ATTRIBUTE stalk-surface-below-ring	{s,f,y,k}
@ATTRIBUTE Col13	{w,g,p,n,b,e}
@ATTRIBUTE stalk-color-above-ring	{w,p,g,b,n,e,y}
@ATTRIBUTE veil-type	{p}
@ATTRIBUTE veil-color	{w}
@ATTRIBUTE ring-number	{o,t}
@ATTRIBUTE ring-type	{p,e,l,f}
@ATTRIBUTE spore-print-color	{k,n,u,h,w,r}
@ATTRIBUTE population	{s,n,a,v,y,c}
@ATTRIBUTE habitat	{u,g,m,d,p,w,l}
@ATTRIBUTE Class	{cortana,false}

@DATA
f,f,y,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,g,cortana
f,y,y,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,v,p,cortana
f,f,y,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,y,d,cortana
x,y,g,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,p,cortana
f,f,g,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,g,cortana
x,y,g,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,p,cortana
x,f,p,f,c,f,c,n,p,e,b,s,s,w,w,p,w,o,p,k,s,d,cortana
x,y,y,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,d,cortana
x,f,y,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,g,cortana
f,f,y,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,g,cortana
x,y,g,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,g,cortana
f,f,g,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,g,cortana
x,y,g,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,v,d,cortana
x,f,y,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,g,false
x,f,y,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,v,p,cortana
x,y,g,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,d,cortana
x,y,y,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,v,d,cortana
f,y,g,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,p,cortana
f,y,g,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,d,cortana
x,f,y,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,p,cortana
k,y,n,f,n,f,w,n,w,e,b,f,f,w,n,p,w,o,e,w,v,l,cortana
f,f,g,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,y,p,cortana
x,y,y,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,y,g,cortana
f,f,y,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,y,g,cortana
x,y,g,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,v,d,cortana
x,f,g,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,p,cortana
f,f,y,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,v,g,cortana
f,s,p,t,n,f,c,b,e,e,?,s,s,w,w,p,w,t,e,w,c,w,cortana
f,f,y,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,p,cortana
x,f,y,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,d,cortana
x,y,g,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,d,cortana
f,y,g,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,p,cortana
x,f,y,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,v,d,cortana
f,y,g,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,g,cortana
f,y,g,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,v,g,cortana
k,s,p,t,n,f,c,b,e,e,?,s,s,w,e,p,w,t,e,w,c,w,cortana
x,f,y,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,d,cortana
f,f,y,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,p,cortana
f,f,g,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,p,cortana
f,f,g,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,g,cortana
x,f,y,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,y,p,false
f,f,g,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,p,cortana
x,y,g,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,g,cortana
f,y,y,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,g,cortana
f,f,g,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,d,cortana
x,f,y,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,v,d,cortana
f,f,g,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,v,g,cortana
f,f,g,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,d,cortana
f,f,y,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,g,cortana
f,y,g,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,n,y,d,cortana
f,y,g,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,d,cortana
f,y,g,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,v,d,cortana
f,y,g,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,g,cortana
x,y,y,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,v,g,cortana
x,y,g,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,y,g,cortana
x,y,y,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,y,p,cortana
f,f,y,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,y,d,cortana
x,f,y,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,g,cortana
x,y,y,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,p,cortana
f,f,g,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,g,cortana
x,f,y,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,d,cortana
f,f,g,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,v,g,cortana
f,y,g,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,d,cortana
f,f,g,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,g,cortana
f,y,y,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,g,cortana
f,f,g,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,g,cortana
x,f,y,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,p,cortana
f,y,g,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,g,cortana
f,y,g,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,y,g,cortana
f,y,g,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,p,cortana
x,y,r,f,n,f,c,n,p,e,?,s,f,w,w,p,w,o,f,h,v,d,cortana
f,y,y,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,g,cortana
x,f,y,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,d,cortana
x,y,n,f,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,false
f,y,y,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,v,d,cortana
k,y,n,f,n,f,c,n,w,e,?,k,y,w,n,p,w,o,e,w,v,d,cortana
f,f,y,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,d,cortana
x,y,g,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,v,d,cortana
x,y,g,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,g,cortana
f,y,g,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,y,g,cortana
x,f,y,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,v,d,cortana
x,f,g,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,v,d,cortana
x,y,g,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,v,d,cortana
x,y,g,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,y,g,cortana
x,y,g,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,g,cortana
f,y,e,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,k,y,d,cortana
f,f,y,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,p,cortana
x,y,y,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,g,cortana
f,f,y,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,v,g,cortana
x,f,y,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,p,cortana
f,f,g,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,y,g,cortana
f,f,g,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,g,cortana
x,y,y,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,g,cortana
f,s,b,t,f,f,c,b,w,t,b,s,s,w,w,p,w,o,p,h,s,u,cortana
x,y,g,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,v,g,cortana
x,y,y,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,v,p,cortana
f,f,g,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,v,p,cortana
f,y,g,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,d,cortana
f,f,y,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,v,d,cortana
f,y,g,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,g,cortana
x,y,g,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,v,g,cortana
x,s,e,t,n,f,c,b,e,e,?,s,s,w,e,p,w,t,e,w,c,w,cortana
f,f,g,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,v,d,cortana
f,f,y,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,y,d,cortana
f,y,g,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,d,cortana
x,y,y,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,p,cortana
f,y,g,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,v,d,false
x,f,y,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,y,g,cortana
b,y,w,t,n,f,w,n,w,e,b,s,s,w,w,p,w,o,p,w,c,l,cortana
f,s,b,t,f,f,c,b,h,t,b,s,s,w,w,p,w,o,p,h,v,u,false
x,y,y,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,p,cortana
f,y,g,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,d,cortana
f,y,g,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,v,p,cortana
f,y,y,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,p,cortana
f,f,g,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,d,cortana
x,y,y,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,d,cortana
x,f,y,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,g,cortana
f,f,g,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,g,cortana
x,s,w,t,f,f,c,b,w,t,b,f,f,w,w,p,w,o,p,h,s,u,cortana
f,y,g,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,n,v,d,cortana
x,y,n,f,y,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d,cortana
f,y,g,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,y,d,cortana
f,f,g,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,g,cortana
f,y,e,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,k,v,d,cortana
x,y,b,t,n,f,c,b,e,e,?,s,s,w,e,p,w,t,e,w,c,w,cortana
x,y,y,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,g,cortana
x,y,y,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,d,cortana
x,y,y,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,v,p,cortana
x,y,y,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,y,g,cortana
f,f,y,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,g,cortana
f,y,g,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,y,g,cortana
x,f,g,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,y,g,cortana
f,y,y,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,g,cortana
x,y,g,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,g,cortana
x,y,y,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,g,cortana
f,y,g,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,p,cortana
f,y,y,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,y,g,cortana
x,y,g,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,y,d,cortana
f,y,g,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,d,false
f,y,g,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,y,p,cortana
x,y,u,f,n,f,c,n,h,e,?,s,f,w,w,p,w,o,f,h,y,d,cortana
x,f,g,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,v,g,cortana
f,f,y,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,v,g,cortana
f,f,y,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,g,cortana
x,f,y,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,v,g,cortana
f,f,y,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,v,g,false
f,f,g,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,g,cortana
f,y,g,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,y,d,cortana
f,f,g,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,v,g,cortana
f,f,y,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,d,cortana
f,y,y,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,v,p,cortana
f,f,g,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,p,false
f,y,g,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,y,g,cortana
f,f,y,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,y,d,cortana
f,f,e,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,n,y,d,cortana
f,s,b,t,f,f,c,b,h,t,b,s,f,w,w,p,w,o,p,h,v,u,cortana
f,y,g,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,d,cortana
f,f,g,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,p,cortana
x,y,y,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,g,cortana
f,f,y,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,p,cortana
f,y,y,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,v,d,cortana
f,y,n,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,k,v,d,cortana
f,y,y,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,g,cortana
x,s,b,t,n,f,c,b,e,e,?,s,s,w,w,p,w,t,e,w,c,w,cortana
x,y,y,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,y,g,cortana
x,f,y,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,d,cortana
x,y,y,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,g,cortana
f,y,g,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,v,p,cortana
f,f,e,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,k,y,d,cortana
f,f,y,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,d,cortana
f,f,y,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,v,g,false
x,y,y,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,v,d,cortana
x,f,y,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,g,cortana
x,y,n,f,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d,cortana
f,f,y,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,v,p,cortana
x,y,y,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,v,g,cortana
f,f,y,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,v,p,cortana
f,f,y,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,v,d,false
f,y,g,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,p,cortana
f,y,g,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,v,g,cortana
f,y,g,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,v,d,cortana
f,f,g,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,g,cortana
x,s,g,f,c,f,c,n,p,e,b,s,s,w,w,p,w,o,p,k,v,d,cortana
x,y,y,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,g,cortana
f,s,g,t,f,f,c,b,h,t,b,f,f,w,w,p,w,o,p,h,s,u,cortana
x,y,g,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,g,cortana
x,y,y,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,p,cortana
x,y,y,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,y,d,cortana
f,y,g,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,k,y,d,cortana
f,f,g,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,d,cortana
f,y,y,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,v,g,cortana
f,y,g,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,y,p,cortana
x,y,y,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,y,g,cortana
x,y,g,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,d,cortana
x,f,y,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,p,cortana
f,y,n,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,n,v,d,cortana
x,y,g,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,g,cortana
f,f,y,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,v,g,cortana
x,y,g,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,p,cortana
x,y,y,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,y,g,cortana
f,f,g,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,y,p,cortana
f,f,g,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,g,cortana
x,y,y,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,g,cortana
k,y,b,t,n,f,c,b,e,e,?,s,s,e,e,p,w,t,e,w,c,w,cortana
x,y,y,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,y,p,false
x,y,n,f,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d,cortana
f,y,g,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,y,p,cortana
x,y,g,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,p,cortana
f,y,y,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,v,g,cortana
f,y,g,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,v,d,cortana
f,f,g,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,g,cortana
f,y,y,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,g,cortana
x,f,y,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,y,d,cortana
x,s,w,t,f,f,c,b,p,t,b,f,f,w,w,p,w,o,p,h,v,u,cortana
x,y,y,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,v,g,cortana
f,f,y,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,p,false
x,f,y,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,g,cortana
x,y,y,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,v,p,cortana
f,y,y,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,v,g,cortana
x,y,y,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,y,g,cortana
x,y,y,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,v,p,cortana
f,y,g,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,p,cortana
f,f,y,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,y,p,cortana
f,f,g,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,v,p,cortana
f,y,n,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,k,y,d,cortana
x,y,y,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,v,d,cortana
x,y,g,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,v,p,cortana
f,y,g,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,v,g,cortana
f,y,g,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,v,g,cortana
x,y,y,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,d,cortana
f,f,g,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,v,p,cortana
x,y,g,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,v,d,cortana
x,y,y,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,v,d,cortana
x,f,y,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,d,cortana
f,f,y,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,d,cortana
f,f,c,f,n,f,w,n,w,e,b,s,f,w,n,p,w,o,e,w,v,l,cortana
f,y,g,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,g,cortana
x,y,g,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,p,cortana
f,f,y,f,n,f,c,n,w,e,?,k,y,w,y,p,w,o,e,w,v,d,cortana
f,f,y,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,p,cortana
x,s,g,t,f,f,c,b,p,t,b,f,s,w,w,p,w,o,p,h,v,g,cortana
f,s,n,t,n,f,c,b,e,e,?,s,s,w,w,p,w,t,e,w,c,w,cortana
x,y,n,f,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p,cortana
x,s,g,f,c,f,w,n,u,e,b,s,s,w,w,p,w,o,p,k,v,d,cortana
x,f,y,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,d,cortana
f,y,g,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,v,g,cortana
f,y,g,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,y,d,cortana
x,y,y,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,g,cortana
x,y,y,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,g,cortana
x,y,g,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,y,d,cortana
f,y,g,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,d,cortana
f,y,g,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,g,cortana
f,f,y,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,g,cortana
x,f,y,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,d,cortana
f,f,y,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,v,p,cortana
f,f,g,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,p,cortana
f,f,y,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,p,cortana
f,y,y,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,d,cortana
f,f,y,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,v,p,cortana
f,f,y,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,v,d,cortana
x,y,g,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,v,g,cortana
x,y,g,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,g,cortana
x,y,g,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,d,cortana
x,s,b,t,n,f,c,b,w,e,?,s,s,e,w,p,w,t,e,w,c,w,cortana
f,f,g,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,d,cortana
x,f,y,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,v,d,cortana
x,y,n,f,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,cortana
x,y,g,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,d,cortana
f,y,g,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,v,p,cortana
f,y,g,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,d,cortana
f,f,y,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,g,cortana
x,y,y,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,v,d,cortana
x,f,y,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,g,cortana
f,f,g,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,p,false
x,y,g,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,v,p,cortana
f,f,y,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,y,g,cortana
x,f,y,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,y,g,cortana
