cap-shape	cap-surface	cap-color	bruises?	odor	gill-attachment	gill-spacing	gill-size	gill-color	stalk-shape	stalk-root	stalk-surface-above-ring	stalk-surface-below-ring		stalk-color-above-ring	veil-type	veil-color	ring-number	ring-type	spore-print-color	population	habitat	class
x	y	g	f	f	f	c	b	p	e	b	k	k	b	b	p	w	o	l	h	v	g	true
x	y	g	f	f	f	c	b	g	e	b	k	k	b	n	p	w	o	l	h	v	d	true
x	s	b	t	n	f	c	b	w	e	?	s	s	e	w	p	w	t	e	w	c	w	true
f	f	g	f	f	f	c	b	g	e	b	k	k	p	n	p	w	o	l	h	v	d	true
x	f	y	f	f	f	c	b	g	e	b	k	k	p	b	p	w	o	l	h	v	d	true
x	y	n	f	s	f	c	n	b	t	?	s	s	p	p	p	w	o	e	w	v	l	true
x	y	g	f	f	f	c	b	g	e	b	k	k	b	b	p	w	o	l	h	y	d	true
f	y	g	f	f	f	c	b	h	e	b	k	k	n	b	p	w	o	l	h	v	p	true
f	y	g	f	f	f	c	b	p	e	b	k	k	p	n	p	w	o	l	h	y	d	true
f	f	y	f	f	f	c	b	g	e	b	k	k	b	p	p	w	o	l	h	y	g	true
x	y	y	f	f	f	c	b	g	e	b	k	k	n	n	p	w	o	l	h	v	d	true
x	f	y	f	f	f	c	b	h	e	b	k	k	p	b	p	w	o	l	h	v	g	true
f	f	g	f	f	f	c	b	h	e	b	k	k	n	n	p	w	o	l	h	y	p	false
x	y	g	f	f	f	c	b	g	e	b	k	k	n	p	p	w	o	l	h	v	p	true
f	f	y	f	f	f	c	b	h	e	b	k	k	b	b	p	w	o	l	h	y	g	true
x	f	y	f	f	f	c	b	p	e	b	k	k	n	p	p	w	o	l	h	y	g	true
x	y	u	f	n	f	c	n	h	e	?	s	f	w	w	p	w	o	f	h	v	d	true
f	y	b	t	n	f	c	b	e	e	?	s	s	e	e	p	w	t	e	w	c	w	true
f	y	y	f	f	f	c	b	h	e	b	k	k	b	p	p	w	o	l	h	y	d	true
x	y	y	f	f	f	c	b	g	e	b	k	k	n	p	p	w	o	l	h	y	p	true
x	y	g	f	f	f	c	b	g	e	b	k	k	p	b	p	w	o	l	h	v	g	true
f	f	g	f	f	f	c	b	p	e	b	k	k	p	n	p	w	o	l	h	y	d	true
f	y	g	f	f	f	c	b	h	e	b	k	k	n	n	p	w	o	l	h	v	g	true
f	f	g	f	f	f	c	b	h	e	b	k	k	b	b	p	w	o	l	h	y	g	true
f	y	g	f	f	f	c	b	p	e	b	k	k	n	n	p	w	o	l	h	v	g	true
x	f	y	f	f	f	c	b	g	e	b	k	k	p	n	p	w	o	l	h	y	g	false
f	f	y	f	f	f	c	b	h	e	b	k	k	p	p	p	w	o	l	h	v	d	true
f	f	g	f	f	f	c	b	p	e	b	k	k	p	p	p	w	o	l	h	v	d	true
f	y	y	f	f	f	c	b	h	e	b	k	k	n	b	p	w	o	l	h	v	g	true
f	y	y	f	f	f	c	b	h	e	b	k	k	n	p	p	w	o	l	h	y	g	true
f	f	g	f	f	f	c	b	h	e	b	k	k	n	p	p	w	o	l	h	v	g	true
f	s	b	t	f	f	c	b	w	t	b	s	f	w	w	p	w	o	p	h	v	g	true
f	s	w	t	n	f	c	b	g	e	b	s	s	w	w	p	w	t	p	r	v	m	true
x	y	y	f	f	f	c	b	p	e	b	k	k	p	n	p	w	o	l	h	y	p	true
f	f	y	f	f	f	c	b	p	e	b	k	k	b	b	p	w	o	l	h	v	p	true
f	y	g	f	f	f	c	b	g	e	b	k	k	p	p	p	w	o	l	h	v	g	true
x	y	y	f	f	f	c	b	h	e	b	k	k	n	p	p	w	o	l	h	v	d	true
x	f	y	f	f	f	c	b	g	e	b	k	k	p	n	p	w	o	l	h	v	p	true
x	f	y	f	f	f	c	b	g	e	b	k	k	p	b	p	w	o	l	h	y	d	true
f	f	g	t	n	f	c	b	u	t	b	s	s	g	g	p	w	o	p	n	v	d	true
x	y	u	f	n	f	c	n	u	e	?	s	f	w	w	p	w	o	f	h	v	d	true
x	y	g	f	f	f	c	b	h	e	b	k	k	p	p	p	w	o	l	h	y	d	true
f	f	y	f	f	f	c	b	p	e	b	k	k	n	b	p	w	o	l	h	v	g	true
x	y	y	f	f	f	c	b	p	e	b	k	k	n	b	p	w	o	l	h	v	d	true
f	y	g	f	f	f	c	b	p	e	b	k	k	n	p	p	w	o	l	h	v	d	true
x	y	y	f	f	f	c	b	h	e	b	k	k	n	p	p	w	o	l	h	y	p	true
x	f	y	f	f	f	c	b	p	e	b	k	k	b	p	p	w	o	l	h	v	d	true
x	y	y	f	f	f	c	b	g	e	b	k	k	b	n	p	w	o	l	h	y	p	true
f	f	y	f	f	f	c	b	h	e	b	k	k	n	n	p	w	o	l	h	v	g	true
x	y	g	f	f	f	c	b	g	e	b	k	k	p	n	p	w	o	l	h	y	p	true
f	y	g	f	f	f	c	b	p	e	b	k	k	n	n	p	w	o	l	h	y	g	true
f	y	g	f	f	f	c	b	g	e	b	k	k	p	n	p	w	o	l	h	v	p	true
x	f	y	f	f	f	c	b	g	e	b	k	k	p	p	p	w	o	l	h	y	p	true
f	f	e	t	n	f	c	b	w	t	b	s	s	w	g	p	w	o	p	n	v	d	true
x	y	y	f	f	f	c	b	h	e	b	k	k	p	p	p	w	o	l	h	y	d	true
f	f	g	f	f	f	c	b	g	e	b	k	k	n	b	p	w	o	l	h	v	d	true
x	y	g	f	f	f	c	b	g	e	b	k	k	b	n	p	w	o	l	h	y	p	true
f	y	g	f	f	f	c	b	g	e	b	k	k	b	p	p	w	o	l	h	v	p	true
f	f	g	f	f	f	c	b	p	e	b	k	k	b	n	p	w	o	l	h	y	p	true
f	f	g	f	f	f	c	b	p	e	b	k	k	n	b	p	w	o	l	h	y	d	true
f	f	g	f	f	f	c	b	p	e	b	k	k	n	p	p	w	o	l	h	v	g	true
f	y	g	f	f	f	c	b	h	e	b	k	k	p	n	p	w	o	l	h	y	d	true
f	f	y	f	f	f	c	b	h	e	b	k	k	p	b	p	w	o	l	h	v	d	true
x	f	y	f	f	f	c	b	h	e	b	k	k	p	p	p	w	o	l	h	y	d	true
x	y	g	f	f	f	c	b	p	e	b	k	k	n	n	p	w	o	l	h	v	p	true
x	y	g	f	f	f	c	b	p	e	b	k	k	b	n	p	w	o	l	h	y	p	true
x	f	w	f	c	f	c	n	g	e	b	s	s	w	w	p	w	o	p	n	v	d	true
f	f	g	f	f	f	c	b	p	e	b	k	k	b	p	p	w	o	l	h	y	d	true
x	f	y	f	f	f	c	b	h	e	b	k	k	p	p	p	w	o	l	h	v	p	true
f	y	g	f	f	f	c	b	p	e	b	k	k	p	p	p	w	o	l	h	v	d	true
x	f	y	f	f	f	c	b	p	e	b	k	k	p	n	p	w	o	l	h	v	g	true
f	y	g	f	f	f	c	b	h	e	b	k	k	p	n	p	w	o	l	h	v	d	true
f	y	g	f	f	f	c	b	g	e	b	k	k	n	b	p	w	o	l	h	v	d	true
f	f	y	f	f	f	c	b	g	e	b	k	k	b	n	p	w	o	l	h	y	p	true
x	y	g	f	f	f	c	b	g	e	b	k	k	b	p	p	w	o	l	h	v	g	true
f	y	y	f	f	f	c	b	p	e	b	k	k	n	b	p	w	o	l	h	v	g	true
f	f	y	f	f	f	c	b	h	e	b	k	k	n	p	p	w	o	l	h	y	p	true
x	f	y	f	f	f	c	b	h	e	b	k	k	b	p	p	w	o	l	h	v	d	true
f	f	y	f	f	f	c	b	g	e	b	k	k	n	b	p	w	o	l	h	v	g	true
x	y	y	f	f	f	c	b	p	e	b	k	k	b	n	p	w	o	l	h	y	p	true
f	f	y	f	f	f	c	b	g	e	b	k	k	b	b	p	w	o	l	h	y	d	true
x	f	y	f	f	f	c	b	p	e	b	k	k	b	b	p	w	o	l	h	v	g	true
f	y	g	f	f	f	c	b	h	e	b	k	k	n	n	p	w	o	l	h	y	d	true
f	f	g	f	f	f	c	b	p	e	b	k	k	p	b	p	w	o	l	h	y	d	false
f	f	y	f	f	f	c	b	g	e	b	k	k	p	n	p	w	o	l	h	v	g	true
f	f	g	f	f	f	c	b	p	e	b	k	k	b	b	p	w	o	l	h	v	d	true
f	f	g	f	f	f	c	b	h	e	b	k	k	p	n	p	w	o	l	h	y	g	true
f	f	y	f	f	f	c	b	g	e	b	k	k	p	n	p	w	o	l	h	v	d	false
x	y	y	f	f	f	c	b	g	e	b	k	k	p	p	p	w	o	l	h	y	d	true
x	y	y	f	f	f	c	b	p	e	b	k	k	b	p	p	w	o	l	h	v	d	true
f	f	y	f	f	f	c	b	h	e	b	k	k	n	n	p	w	o	l	h	y	d	true
x	y	y	f	f	f	c	b	h	e	b	k	k	b	b	p	w	o	l	h	v	d	true
x	y	y	f	f	f	c	b	g	e	b	k	k	b	p	p	w	o	l	h	v	g	true
x	y	n	f	y	f	c	n	b	t	?	s	s	p	w	p	w	o	e	w	v	d	true
f	y	b	t	n	f	c	b	w	e	?	s	s	w	w	p	w	t	e	w	c	w	true
x	f	y	f	f	f	c	b	h	e	b	k	k	b	p	p	w	o	l	h	v	g	true
x	y	y	f	f	f	c	b	h	e	b	k	k	b	b	p	w	o	l	h	y	d	true
f	y	g	f	f	f	c	b	p	e	b	k	k	n	b	p	w	o	l	h	y	d	true
x	y	y	f	f	f	c	b	p	e	b	k	k	n	p	p	w	o	l	h	y	d	true
f	y	g	f	f	f	c	b	p	e	b	k	k	p	b	p	w	o	l	h	v	p	true
f	y	g	f	f	f	c	b	p	e	b	k	k	p	b	p	w	o	l	h	y	d	true
f	f	g	f	f	f	c	b	p	e	b	k	k	p	b	p	w	o	l	h	v	p	true
x	f	y	f	f	f	c	b	p	e	b	k	k	p	n	p	w	o	l	h	v	p	true
f	f	y	f	f	f	c	b	p	e	b	k	k	b	n	p	w	o	l	h	y	g	true
f	f	y	f	f	f	c	b	g	e	b	k	k	p	p	p	w	o	l	h	y	d	false
f	y	g	f	f	f	c	b	h	e	b	k	k	p	b	p	w	o	l	h	v	p	true
f	y	g	f	f	f	c	b	h	e	b	k	k	n	b	p	w	o	l	h	y	g	true
f	f	g	f	f	f	c	b	g	e	b	k	k	n	b	p	w	o	l	h	y	g	true
f	y	g	f	f	f	c	b	g	e	b	k	k	b	n	p	w	o	l	h	v	d	true
f	f	g	f	f	f	c	b	h	e	b	k	k	p	b	p	w	o	l	h	v	d	true
f	y	g	f	f	f	c	b	g	e	b	k	k	p	b	p	w	o	l	h	v	p	true
x	f	g	f	c	f	c	n	u	e	b	s	s	w	w	p	w	o	p	k	s	d	true
f	s	b	t	f	f	c	b	w	t	b	f	f	w	w	p	w	o	p	h	v	g	true
f	f	e	t	n	f	c	b	w	t	b	s	s	g	w	p	w	o	p	k	v	d	true
x	y	y	f	f	f	c	b	g	e	b	k	k	p	n	p	w	o	l	h	v	p	true
x	y	g	f	f	f	c	b	p	e	b	k	k	p	n	p	w	o	l	h	y	d	true
f	y	g	f	f	f	c	b	g	e	b	k	k	n	b	p	w	o	l	h	v	g	true
f	f	g	t	n	f	c	b	u	t	b	s	s	p	w	p	w	o	p	k	v	d	true
x	y	y	f	f	f	c	b	p	e	b	k	k	b	p	p	w	o	l	h	y	d	true
x	y	y	f	f	f	c	b	p	e	b	k	k	p	b	p	w	o	l	h	v	p	true
f	f	y	f	f	f	c	b	p	e	b	k	k	n	p	p	w	o	l	h	y	p	true
x	f	y	f	f	f	c	b	h	e	b	k	k	b	p	p	w	o	l	h	v	p	true
x	f	y	f	f	f	c	b	h	e	b	k	k	b	b	p	w	o	l	h	y	d	true
x	y	g	f	f	f	c	b	h	e	b	k	k	n	p	p	w	o	l	h	v	g	true
f	s	w	t	f	f	c	b	w	t	b	s	f	w	w	p	w	o	p	h	s	u	true
x	y	g	f	f	f	c	b	p	e	b	k	k	p	n	p	w	o	l	h	v	d	true
x	f	y	f	f	f	c	b	g	e	b	k	k	b	n	p	w	o	l	h	v	g	true
f	y	g	f	f	f	c	b	g	e	b	k	k	p	p	p	w	o	l	h	y	p	true
x	y	g	f	f	f	c	b	p	e	b	k	k	p	p	p	w	o	l	h	v	p	true
x	f	y	f	f	f	c	b	p	e	b	k	k	n	b	p	w	o	l	h	v	d	true
f	y	u	f	n	f	c	n	h	e	?	s	f	w	w	p	w	o	f	h	v	d	true
f	f	y	f	f	f	c	b	h	e	b	k	k	b	b	p	w	o	l	h	y	d	true
f	y	g	f	f	f	c	b	p	e	b	k	k	b	b	p	w	o	l	h	v	g	true
x	y	y	f	f	f	c	b	h	e	b	k	k	b	p	p	w	o	l	h	y	g	true
f	f	g	f	f	f	c	b	g	e	b	k	k	b	n	p	w	o	l	h	y	g	true
f	y	n	t	n	f	c	b	n	t	b	s	s	p	p	p	w	o	p	n	y	d	true
x	f	y	f	f	f	c	b	h	e	b	k	k	p	n	p	w	o	l	h	v	p	true
f	f	g	f	f	f	c	b	h	e	b	k	k	n	p	p	w	o	l	h	y	d	true
x	y	g	f	f	f	c	b	h	e	b	k	k	n	b	p	w	o	l	h	y	p	true
f	f	y	f	f	f	c	b	p	e	b	k	k	n	n	p	w	o	l	h	y	g	true
x	f	y	f	f	f	c	b	h	e	b	k	k	b	b	p	w	o	l	h	v	d	true
x	y	y	f	f	f	c	b	g	e	b	k	k	b	n	p	w	o	l	h	v	p	true
x	f	y	f	f	f	c	b	g	e	b	k	k	b	n	p	w	o	l	h	v	p	true
f	y	g	f	f	f	c	b	g	e	b	k	k	n	p	p	w	o	l	h	v	g	true
x	s	w	t	f	f	c	b	h	t	b	f	f	w	w	p	w	o	p	h	s	u	true
f	y	e	t	n	f	c	b	w	e	?	s	s	w	w	p	w	t	e	w	c	w	false
x	y	u	f	n	f	c	n	w	e	?	s	f	w	w	p	w	o	f	h	y	d	true
x	y	y	f	f	f	c	b	p	e	b	k	k	b	n	p	w	o	l	h	v	g	true
x	y	g	f	f	f	c	b	p	e	b	k	k	n	p	p	w	o	l	h	y	d	true
x	f	y	f	f	f	c	b	p	e	b	k	k	p	p	p	w	o	l	h	y	p	true
f	f	g	f	f	f	c	b	h	e	b	k	k	p	n	p	w	o	l	h	y	d	true
x	y	g	f	f	f	c	b	g	e	b	k	k	p	b	p	w	o	l	h	y	p	true
f	f	g	f	f	f	c	b	h	e	b	k	k	b	n	p	w	o	l	h	y	g	true
f	f	y	f	f	f	c	b	p	e	b	k	k	p	n	p	w	o	l	h	y	g	true
x	y	g	f	f	f	c	b	h	e	b	k	k	p	p	p	w	o	l	h	y	p	true
f	y	g	f	f	f	c	b	g	e	b	k	k	n	b	p	w	o	l	h	y	p	true
f	s	p	t	n	f	c	b	w	e	?	s	s	w	e	p	w	t	e	w	c	w	true
f	f	g	f	f	f	c	b	h	e	b	k	k	p	n	p	w	o	l	h	y	p	true
x	y	y	f	f	f	c	b	g	e	b	k	k	b	p	p	w	o	l	h	y	p	true
x	y	g	f	f	f	c	b	g	e	b	k	k	n	b	p	w	o	l	h	y	p	true
f	f	y	f	f	f	c	b	g	e	b	k	k	b	n	p	w	o	l	h	v	g	true
x	f	y	f	f	f	c	b	p	e	b	k	k	p	n	p	w	o	l	h	y	d	true
f	y	g	f	f	f	c	b	g	e	b	k	k	n	b	p	w	o	l	h	y	d	true
f	y	y	f	f	f	c	b	g	e	b	k	k	n	p	p	w	o	l	h	y	p	true
x	y	g	f	f	f	c	b	p	e	b	k	k	b	p	p	w	o	l	h	y	g	true
x	y	g	f	f	f	c	b	g	e	b	k	k	b	n	p	w	o	l	h	y	d	true
f	f	y	f	f	f	c	b	g	e	b	k	k	n	p	p	w	o	l	h	y	p	true
f	f	g	f	f	f	c	b	p	e	b	k	k	b	n	p	w	o	l	h	y	d	false
x	y	g	f	f	f	c	b	h	e	b	k	k	b	n	p	w	o	l	h	y	p	true
f	f	y	f	f	f	c	b	p	e	b	k	k	p	p	p	w	o	l	h	v	p	true
f	y	g	f	f	f	c	b	h	e	b	k	k	n	p	p	w	o	l	h	v	d	true
x	y	g	f	f	f	c	b	p	e	b	k	k	n	p	p	w	o	l	h	y	g	true
f	f	g	f	f	f	c	b	h	e	b	k	k	b	b	p	w	o	l	h	v	d	true
x	y	g	f	f	f	c	b	h	e	b	k	k	n	p	p	w	o	l	h	y	g	true
f	f	g	f	f	f	c	b	p	e	b	k	k	p	n	p	w	o	l	h	v	d	true
x	y	y	f	f	f	c	b	g	e	b	k	k	b	b	p	w	o	l	h	y	p	true
x	f	y	f	f	f	c	b	p	e	b	k	k	p	p	p	w	o	l	h	y	g	true
x	y	g	f	f	f	c	b	h	e	b	k	k	b	p	p	w	o	l	h	v	p	true
f	f	y	f	f	f	c	b	h	e	b	k	k	n	p	p	w	o	l	h	v	p	true
f	y	n	t	n	f	c	b	n	t	b	s	s	w	g	p	w	o	p	n	y	d	false
f	f	g	f	f	f	c	b	h	e	b	k	k	p	b	p	w	o	l	h	y	d	true
x	y	y	f	f	f	c	b	h	e	b	k	k	n	n	p	w	o	l	h	y	p	false
x	s	g	t	f	f	c	b	h	t	b	f	f	w	w	p	w	o	p	h	s	g	true
f	y	y	f	f	f	c	b	h	e	b	k	k	n	n	p	w	o	l	h	v	p	true
x	y	y	f	f	f	c	b	p	e	b	k	k	n	p	p	w	o	l	h	v	p	true
x	f	w	f	c	f	c	n	g	e	b	s	s	w	w	p	w	o	p	k	s	d	true
x	f	y	f	f	f	c	b	g	e	b	k	k	n	p	p	w	o	l	h	y	d	true
f	s	b	t	f	f	c	b	h	t	b	f	s	w	w	p	w	o	p	h	s	u	true
x	y	y	f	f	f	c	b	h	e	b	k	k	p	b	p	w	o	l	h	y	g	true
x	y	g	f	f	f	c	b	h	e	b	k	k	n	p	p	w	o	l	h	y	d	true
f	f	y	f	f	f	c	b	g	e	b	k	k	b	b	p	w	o	l	h	y	g	true
f	s	p	t	n	f	c	b	w	e	b	s	s	w	w	p	w	t	p	r	v	g	true
f	s	b	t	f	f	c	b	p	t	b	f	f	w	w	p	w	o	p	h	v	u	true
x	y	g	f	f	f	c	b	g	e	b	k	k	b	b	p	w	o	l	h	v	g	true
x	y	g	f	f	f	c	b	h	e	b	k	k	p	b	p	w	o	l	h	y	g	true
x	y	g	f	f	f	c	b	p	e	b	k	k	b	p	p	w	o	l	h	v	g	true
f	f	g	f	f	f	c	b	g	e	b	k	k	p	n	p	w	o	l	h	y	p	true
f	f	g	f	f	f	c	b	g	e	b	k	k	p	p	p	w	o	l	h	v	p	true
x	f	y	f	f	f	c	b	h	e	b	k	k	p	p	p	w	o	l	h	y	p	true
f	f	y	f	f	f	c	b	h	e	b	k	k	p	n	p	w	o	l	h	v	p	true
f	y	u	f	n	f	c	n	u	e	?	s	f	w	w	p	w	o	f	h	v	d	true
x	f	y	f	f	f	c	b	g	e	b	k	k	b	b	p	w	o	l	h	y	g	true
f	f	e	t	n	f	c	b	w	t	b	s	s	g	w	p	w	o	p	n	v	d	true
f	f	y	f	f	f	c	b	g	e	b	k	k	n	p	p	w	o	l	h	y	g	true
x	f	y	f	f	f	c	b	g	e	b	k	k	p	p	p	w	o	l	h	v	g	true
x	y	n	f	f	f	c	n	b	t	?	k	s	p	p	p	w	o	e	w	v	l	true
x	y	g	f	f	f	c	b	g	e	b	k	k	b	b	p	w	o	l	h	y	g	true
x	f	y	f	f	f	c	b	p	e	b	k	k	b	p	p	w	o	l	h	y	d	true
f	f	g	f	f	f	c	b	p	e	b	k	k	p	p	p	w	o	l	h	y	g	true
x	y	g	f	f	f	c	b	g	e	b	k	k	b	b	p	w	o	l	h	v	p	true
x	y	g	f	f	f	c	b	h	e	b	k	k	b	b	p	w	o	l	h	y	g	true
x	f	y	f	f	f	c	b	h	e	b	k	k	b	p	p	w	o	l	h	y	d	true
f	f	y	f	f	f	c	b	h	e	b	k	k	n	n	p	w	o	l	h	y	g	true
f	y	g	f	f	f	c	b	g	e	b	k	k	n	p	p	w	o	l	h	v	p	true
f	y	g	f	f	f	c	b	h	e	b	k	k	p	b	p	w	o	l	h	y	g	true
f	y	n	t	n	f	c	b	n	t	b	s	s	p	w	p	w	o	p	n	y	d	true
x	y	y	f	f	f	c	b	g	e	b	k	k	n	p	p	w	o	l	h	v	g	true
f	f	e	t	n	f	c	b	w	t	b	s	s	w	w	p	w	o	p	k	y	d	true
x	f	y	f	f	f	c	b	h	e	b	k	k	b	n	p	w	o	l	h	y	d	true
x	y	g	f	f	f	c	b	h	e	b	k	k	p	b	p	w	o	l	h	y	p	true
f	y	g	f	f	f	c	b	h	e	b	k	k	p	n	p	w	o	l	h	y	p	true
x	f	y	f	f	f	c	b	p	e	b	k	k	p	b	p	w	o	l	h	y	p	true
f	f	g	f	f	f	c	b	h	e	b	k	k	n	b	p	w	o	l	h	v	d	true
f	f	g	f	f	f	c	b	p	e	b	k	k	p	b	p	w	o	l	h	v	d	true
f	y	g	f	f	f	c	b	p	e	b	k	k	n	b	p	w	o	l	h	y	p	true
f	y	g	f	f	f	c	b	g	e	b	k	k	p	n	p	w	o	l	h	y	g	true
x	f	y	f	f	f	c	b	g	e	b	k	k	b	p	p	w	o	l	h	v	d	true
x	y	y	f	f	f	c	b	h	e	b	k	k	p	n	p	w	o	l	h	y	p	true
f	f	y	f	f	f	c	b	g	e	b	k	k	n	p	p	w	o	l	h	v	d	true
x	y	g	f	f	f	c	b	g	e	b	k	k	b	p	p	w	o	l	h	y	d	false
f	f	y	f	f	f	c	b	g	e	b	k	k	p	b	p	w	o	l	h	y	p	true
f	y	g	f	f	f	c	b	g	e	b	k	k	b	p	p	w	o	l	h	v	d	true
x	f	p	f	c	f	w	n	p	e	b	s	s	w	w	p	w	o	p	k	s	d	true
f	f	y	f	f	f	c	b	g	e	b	k	k	p	b	p	w	o	l	h	v	d	true
x	y	g	f	f	f	c	b	h	e	b	k	k	n	p	p	w	o	l	h	v	d	false
x	y	y	f	f	f	c	b	p	e	b	k	k	b	p	p	w	o	l	h	y	g	true
x	y	g	f	f	f	c	b	h	e	b	k	k	p	b	p	w	o	l	h	v	d	true
f	y	y	f	f	f	c	b	h	e	b	k	k	n	b	p	w	o	l	h	v	p	true
x	y	g	f	f	f	c	b	g	e	b	k	k	b	p	p	w	o	l	h	y	p	true
x	f	y	f	f	f	c	b	g	e	b	k	k	p	n	p	w	o	l	h	v	d	true
f	y	g	f	f	f	c	b	g	e	b	k	k	b	b	p	w	o	l	h	v	d	true
f	y	g	f	f	f	c	b	p	e	b	k	k	p	b	p	w	o	l	h	v	g	true
x	y	y	f	f	f	c	b	p	e	b	k	k	p	n	p	w	o	l	h	y	d	true
f	f	y	f	f	f	c	b	h	e	b	k	k	p	b	p	w	o	l	h	y	d	true
x	y	g	f	f	f	c	b	g	e	b	k	k	p	n	p	w	o	l	h	v	d	true
x	y	y	f	f	f	c	b	p	e	b	k	k	b	b	p	w	o	l	h	y	d	false
x	y	g	f	f	f	c	b	g	e	b	k	k	b	p	p	w	o	l	h	v	d	true
x	y	g	f	f	f	c	b	g	e	b	k	k	b	p	p	w	o	l	h	y	g	true
x	f	y	f	f	f	c	b	g	e	b	k	k	n	b	p	w	o	l	h	v	g	true
x	y	g	f	f	f	c	b	p	e	b	k	k	n	b	p	w	o	l	h	y	d	true
f	f	g	f	f	f	c	b	g	e	b	k	k	p	b	p	w	o	l	h	y	p	true
f	f	g	f	f	f	c	b	p	e	b	k	k	b	b	p	w	o	l	h	v	g	true
x	y	g	f	f	f	c	b	h	e	b	k	k	n	n	p	w	o	l	h	v	p	true
x	f	y	f	f	f	c	b	h	e	b	k	k	n	p	p	w	o	l	h	v	d	true
x	y	g	f	f	f	c	b	g	e	b	k	k	p	n	p	w	o	l	h	y	d	true
f	f	g	f	f	f	c	b	p	e	b	k	k	n	b	p	w	o	l	h	v	p	true
x	y	y	f	f	f	c	b	h	e	b	k	k	n	p	p	w	o	l	h	v	p	true
x	f	y	f	f	f	c	b	h	e	b	k	k	p	n	p	w	o	l	h	v	d	true
f	y	g	f	f	f	c	b	p	e	b	k	k	n	n	p	w	o	l	h	y	d	true
f	f	g	f	f	f	c	b	p	e	b	k	k	b	p	p	w	o	l	h	v	p	true
x	s	p	t	n	f	c	b	e	e	?	s	s	w	w	p	w	t	e	w	c	w	true
f	f	y	f	f	f	c	b	p	e	b	k	k	n	p	p	w	o	l	h	v	d	true
x	s	p	f	c	f	w	n	g	e	b	s	s	w	w	p	w	o	p	k	v	d	true
x	f	y	f	f	f	c	b	h	e	b	k	k	p	p	p	w	o	l	h	y	g	true
f	f	g	f	f	f	c	b	g	e	b	k	k	b	p	p	w	o	l	h	y	p	true
x	f	y	f	f	f	c	b	p	e	b	k	k	n	b	p	w	o	l	h	y	g	true
f	f	e	t	n	f	c	b	p	t	b	s	s	p	p	p	w	o	p	n	y	d	true
x	y	y	f	f	f	c	b	g	e	b	k	k	b	n	p	w	o	l	h	v	d	true
x	f	y	f	f	f	c	b	p	e	b	k	k	b	p	p	w	o	l	h	y	g	true
f	y	g	f	f	f	c	b	h	e	b	k	k	n	p	p	w	o	l	h	v	g	true
f	f	y	f	f	f	c	b	p	e	b	k	k	b	p	p	w	o	l	h	y	g	true
f	y	n	t	n	f	c	b	n	t	b	s	s	p	w	p	w	o	p	n	v	d	true
x	y	y	f	f	f	c	b	h	e	b	k	k	b	b	p	w	o	l	h	y	p	false
f	f	g	f	f	f	c	b	h	e	b	k	k	p	b	p	w	o	l	h	v	p	true
x	y	y	f	f	f	c	b	h	e	b	k	k	p	n	p	w	o	l	h	v	p	true
f	f	y	f	f	f	c	b	h	e	b	k	k	p	n	p	w	o	l	h	y	d	true
f	y	y	f	f	f	c	b	h	e	b	k	k	n	p	p	w	o	l	h	y	d	true
f	y	g	f	f	f	c	b	h	e	b	k	k	p	p	p	w	o	l	h	v	g	true
f	f	g	f	f	f	c	b	h	e	b	k	k	b	p	p	w	o	l	h	v	g	true
x	y	y	f	f	f	c	b	p	e	b	k	k	b	n	p	w	o	l	h	y	g	true
f	y	g	f	f	f	c	b	g	e	b	k	k	n	n	p	w	o	l	h	y	p	false
x	y	y	f	f	f	c	b	g	e	b	k	k	n	n	p	w	o	l	h	y	g	true
f	f	g	t	n	f	c	b	u	t	b	s	s	w	w	p	w	o	p	n	y	d	true
x	s	g	t	f	f	c	b	h	t	b	f	s	w	w	p	w	o	p	h	s	g	true
x	y	n	f	f	f	c	n	b	t	?	s	k	p	w	p	w	o	e	w	v	p	true
f	s	g	t	f	f	c	b	p	t	b	s	f	w	w	p	w	o	p	h	v	g	true
f	y	g	f	f	f	c	b	g	e	b	k	k	b	n	p	w	o	l	h	y	g	true
f	y	y	f	f	f	c	b	g	e	b	k	k	p	p	p	w	o	l	h	v	g	true
f	y	g	f	f	f	c	b	p	e	b	k	k	b	p	p	w	o	l	h	v	d	true
f	y	e	t	n	f	c	b	e	e	?	s	s	w	e	p	w	t	e	w	c	w	true
f	y	g	f	f	f	c	b	p	e	b	k	k	n	n	p	w	o	l	h	v	p	true
x	f	y	f	f	f	c	b	h	e	b	k	k	n	n	p	w	o	l	h	v	g	true
f	f	g	f	f	f	c	b	g	e	b	k	k	b	b	p	w	o	l	h	y	d	true
x	y	y	f	f	f	c	b	p	e	b	k	k	p	b	p	w	o	l	h	y	d	true
f	f	y	f	f	f	c	b	p	e	b	k	k	n	b	p	w	o	l	h	y	g	true
f	y	n	t	n	f	c	b	e	e	?	s	s	e	e	p	w	t	e	w	c	w	false
f	y	g	f	f	f	c	b	p	e	b	k	k	p	n	p	w	o	l	h	v	g	true
k	f	n	f	n	f	c	n	w	e	?	k	y	w	n	p	w	o	e	w	v	d	true
f	f	g	f	f	f	c	b	g	e	b	k	k	b	p	p	w	o	l	h	v	d	true
f	f	y	f	f	f	c	b	h	e	b	k	k	n	b	p	w	o	l	h	v	p	true
x	y	n	f	s	f	c	n	b	t	?	s	k	w	p	p	w	o	e	w	v	p	true
