Att1	Att2	Att3	Att4	Att5	Att6	Att7	Att8	Att9	Att10	Att11	Att12	Att13	Att14	Att15	Att16	Att17	Att18	Att19	Att20	Att21	Att22	Att23	Att24	Att25	Att26	Att27	Att28	Att29	Att30	Att31	Att32	Att33	Att34	Att35	Att36	Att37	Att38	Att39	Att40	Att41	Att42	Att43	Att44	Att45	Att46	Att47	Att48	Att49	Att50	Att51	Att52	Att53	Att54	Att55	Att56	Att57	Att58	Att59	Att60	Att61	Att62	Att63	Att64	Att65	Att66	Att67	Att68	Att69	Att70	Att71	Att72	Att73	Att74	Att75	Att76	Att77	Att78	Att79	Att80	Att81	Att82	Att83	Att84	Att85	Att86	Att87	Att88	Att89	Att90	Att91	Att92	Att93	Att94	Att95	Att96	Att97	Att98	Att99	Att100	Att101	Att102	Att103	Class
"s0.027604"	"s0.147904"	"s0.040762"	"s-0.062932"	"s0.073776"	"s0.042128"	"s0.035798"	"s-0.032456"	"s-0.023777"	"s0.058981"	"s-0.097121"	"s-0.037276"	"s0.04938"	"s0.08271"	"s0.060235"	"s-0.031702"	"s-0.012944"	"s0.110321"	"s0.215541"	"s-0.157059"	"s-0.080185"	"s-0.064495"	"s-0.192916"	"s-0.182874"	"s-0.185116"	"s-0.183097"	"s-0.017702"	"s-0.145346"	"s-0.077873"	"s-0.033593"	"s-0.070288"	"s-0.028065"	"s-0.001175"	"s7.5E-5"	"s0.099426"	"s-0.048217"	"s0.005778"	"s-0.072706"	"s-0.16813"	"s-0.114115"	"s-0.288195"	"s-0.048212"	"s-0.007112"	"s0.229669"	"s-0.046082"	"s-0.04699"	"s-0.12"	"s0.027748"	"s-0.185506"	"s-0.165442"	"s-0.12956"	"s-0.078965"	"s-0.016577"	"s0.048946"	"s0.002094"	"s0.131287"	"s-0.075224"	"s-0.06047"	"s0.045415"	"s0.172033"	"s0.068958"	"s0.159794"	"s0.064221"	"s0.047768"	"s-0.012402"	"s0.03712"	"s-0.033801"	"s0.068603"	"s0.049523"	"s0.112135"	"s0.06736"	"s0.039476"	"s-0.112461"	"s0.248138"	"s0.00175"	"s0.13684"	"s0.046967"	"s0.230018"	"s0.226076"	"s-0.019966"	"s-0.007604"	"s0.009893"	"s-0.046488"	"s-0.036091"	"s0.024235"	"s0.015954"	"s-0.031826"	"s-0.027831"	"s0.027852"	"s-0.055722"	"s-0.055347"	"s-0.00783"	"s-0.021877"	"s0.006474"	"s-0.018949"	"s-0.038872"	"s-0.019147"	"s-0.018075"	"s-0.00251"	"s-0.052493"	"s0.030106"	"s0.045039"	"s0.132472"	false
"s-0.060498"	"s-0.045939"	"s0.005694"	"s-0.00803"	"s-0.053844"	"s-0.14502"	"s-0.120767"	"s-0.204572"	"s-0.135548"	"s-0.223845"	"s-0.108189"	"s-0.090217"	"s-0.122463"	"s-0.123234"	"s-0.071434"	"s-0.121037"	"s-0.059077"	"s-0.094592"	"s0.114935"	"s7.32E-4"	"s0.111828"	"s0.072532"	"s-0.034335"	"s0.007767"	"s-0.008121"	"s0.037705"	"s0.062995"	"s-0.026497"	"s0.004989"	"s0.046415"	"s0.155065"	"s0.02111"	"s0.099971"	"s-0.001907"	"s-0.086268"	"s-0.003493"	"s0.036707"	"s0.020023"	"s0.110948"	"s0.040556"	"s0.057817"	"s9.53E-4"	"s0.111093"	"s-0.008567"	"s0.012375"	"s0.166253"	"s0.161308"	"s-0.087218"	"s-0.031724"	"s-0.006697"	"s-0.001611"	"s0.011933"	"s-0.012326"	"s-0.007991"	"s-0.012175"	"s0.040285"	"s-0.046917"	"s-0.051619"	"s-0.011735"	"s0.138401"	"s0.109505"	"s-0.009877"	"s-0.037483"	"s-0.040191"	"s0.3228"	"s0.212229"	"s0.083045"	"s0.082989"	"s-0.109443"	"s-0.07266"	"s-0.133641"	"s-0.122812"	"s-0.088138"	"s0.11068"	"s-0.109603"	"s-0.098466"	"s-0.090319"	"s-0.018818"	"s0.035562"	"s0.106167"	"s-0.125173"	"s-0.027191"	"s0.032676"	"s0.084413"	"s0.17514"	"s0.178014"	"s0.13184"	"s0.074264"	"s0.098555"	"s-0.003369"	"s-0.013126"	"s-0.128986"	"s-0.121102"	"s-0.141026"	"s0.085481"	"s0.151475"	"s-0.120316"	"s-0.119317"	"s0.040945"	"s0.031489"	"s-0.134889"	"s-0.124008"	"s-0.055565"	false
"s-0.107407"	"s-0.008558"	"s-0.049246"	"s-0.073517"	"s-0.173126"	"s-0.047933"	"s-0.112671"	"s-0.150253"	"s-0.04629"	"s-0.023223"	"s-0.052437"	"s-0.113562"	"s-0.172783"	"s-0.216828"	"s-0.163574"	"s-0.166651"	"s-0.218819"	"s-0.159496"	"s0.083885"	"s0.151606"	"s-0.089255"	"s-0.063333"	"s-0.112656"	"s-0.039296"	"s-0.006815"	"s0.062001"	"s0.032005"	"s0.01841"	"s0.157649"	"s0.100712"	"s0.177624"	"s0.116575"	"s0.036593"	"s-0.062062"	"s-0.153479"	"s-0.129169"	"s-0.086532"	"s-0.040043"	"s0.043426"	"s0.039038"	"s0.094462"	"s0.01004"	"s0.075369"	"s0.19581"	"s0.196829"	"s0.239993"	"s0.223983"	"s-0.004593"	"s-0.068628"	"s-0.015619"	"s0.027057"	"s0.03173"	"s0.00572"	"s-0.103341"	"s0.027698"	"s-0.071155"	"s-0.053766"	"s0.059885"	"s-0.135646"	"s-0.031585"	"s0.061968"	"s-0.064895"	"s-0.091341"	"s-0.155028"	"s0.095373"	"s0.117335"	"s0.134848"	"s0.1242"	"s-0.012303"	"s-0.100071"	"s-0.082942"	"s0.060739"	"s-0.063202"	"s-0.059515"	"s0.089842"	"s0.005355"	"s-0.066996"	"s0.181405"	"s0.116888"	"s0.009084"	"s-0.003271"	"s-0.049065"	"s-0.051682"	"s-0.066114"	"s-0.033993"	"s-0.040884"	"s0.100348"	"s-0.042663"	"s-0.048663"	"s0.028458"	"s0.025231"	"s-0.050218"	"s-0.021907"	"s-0.047155"	"s-0.014162"	"s-0.031422"	"s-0.004289"	"s-0.00742"	"s-0.018176"	"s0.113931"	"s0.011375"	"s-0.008988"	"s0.096542"	false
"s0.040022"	"s0.055742"	"s-0.039405"	"s0.050275"	"s0.013602"	"s0.050647"	"s0.029556"	"s-0.055486"	"s0.018907"	"s0.095781"	"s0.021203"	"s0.046395"	"s0.043224"	"s0.150822"	"s0.079715"	"s0.025764"	"s0.101918"	"s0.047007"	"s-0.018921"	"s0.110326"	"s0.013359"	"s0.164522"	"s0.18489"	"s0.184762"	"s0.184342"	"s0.227411"	"s0.15391"	"s0.147339"	"s0.114427"	"s0.089452"	"s0.095422"	"s0.127176"	"s-0.023771"	"s-0.015534"	"s0.003627"	"s0.068473"	"s0.13653"	"s0.099869"	"s0.047967"	"s0.022137"	"s0.059514"	"s0.072525"	"s0.040835"	"s0.01458"	"s-0.021534"	"s-0.027298"	"s-0.018364"	"s0.155009"	"s-0.210981"	"s-0.192711"	"s-0.163325"	"s-0.033675"	"s-0.009554"	"s0.051018"	"s0.04112"	"s0.203507"	"s0.019626"	"s-0.182514"	"s0.022388"	"s-0.091138"	"s-0.284726"	"s-0.12567"	"s-0.089787"	"s0.067629"	"s0.159775"	"s-0.03675"	"s-0.008809"	"s-0.103238"	"s0.128525"	"s-0.056561"	"s-0.131403"	"s-0.140104"	"s0.091337"	"s-0.021774"	"s0.040148"	"s0.040602"	"s-0.045943"	"s-0.205321"	"s-0.200038"	"s0.063035"	"s0.025886"	"s-0.054019"	"s-0.043657"	"s-0.080266"	"s-0.020756"	"s-0.018619"	"s-0.02617"	"s-0.051512"	"s-0.044279"	"s-0.062626"	"s-0.062068"	"s-0.037028"	"s0.033366"	"s-0.026321"	"s0.051719"	"s-0.02848"	"s0.078892"	"s0.072595"	"s-0.028857"	"s-0.055217"	"s-0.043145"	"s0.007548"	"s0.133574"	false
"s-0.096449"	"s0.046531"	"s-0.052701"	"s-0.020124"	"s-0.166082"	"s0.079298"	"s-0.148116"	"s0.068355"	"s-0.064213"	"s0.05836"	"s-0.014423"	"s-0.059671"	"s-0.089284"	"s-0.007239"	"s-0.082862"	"s0.056215"	"s0.038415"	"s-0.013043"	"s0.04311"	"s0.027901"	"s-0.057657"	"s-0.031097"	"s0.063445"	"s0.070263"	"s0.14968"	"s0.010481"	"s-0.017768"	"s0.032691"	"s0.105776"	"s-0.07759"	"s-4.42E-4"	"s-0.061664"	"s-0.032643"	"s-0.019502"	"s-0.00969"	"s0.084026"	"s-0.150546"	"s-0.055239"	"s-0.064352"	"s-0.071811"	"s-0.194999"	"s0.044431"	"s-0.035769"	"s0.169597"	"s-0.059315"	"s-0.125842"	"s-0.097145"	"s0.045949"	"s0.025611"	"s-0.017452"	"s0.131452"	"s0.176251"	"s0.138923"	"s-0.008055"	"s0.277278"	"s0.246982"	"s0.010493"	"s0.024446"	"s-0.137797"	"s-0.045506"	"s-0.082752"	"s-0.112151"	"s-0.113356"	"s-0.043275"	"s0.047589"	"s-0.005842"	"s-0.083965"	"s0.030394"	"s-0.021588"	"s-0.042246"	"s-0.10835"	"s-0.037285"	"s0.02059"	"s0.103264"	"s0.06575"	"s-0.013245"	"s-0.030221"	"s-0.035428"	"s-0.019797"	"s-0.022898"	"s0.286379"	"s-0.054878"	"s-0.041676"	"s-0.067216"	"s-0.02882"	"s-0.027847"	"s-0.033294"	"s-0.04608"	"s-0.043699"	"s-0.057102"	"s-0.029378"	"s0.434421"	"s-0.04926"	"s-0.033549"	"s-0.038822"	"s0.160094"	"s0.109922"	"s-0.039531"	"s-0.032666"	"s-0.049476"	"s-0.043445"	"s0.148314"	"s-0.138271"	false
"s-0.194145"	"s-0.08313"	"s-0.094892"	"s-0.046649"	"s-0.137844"	"s0.112074"	"s-0.26929"	"s-0.078088"	"s0.031018"	"s0.050656"	"s-0.091382"	"s0.133081"	"s-0.156543"	"s-0.165285"	"s-0.198917"	"s-0.029314"	"s-0.021261"	"s-0.120924"	"s0.032052"	"s0.095504"	"s0.126309"	"s-0.035256"	"s0.024126"	"s0.181663"	"s0.121345"	"s0.092977"	"s0.062357"	"s0.131164"	"s0.090392"	"s-0.056961"	"s-0.024021"	"s0.189535"	"s0.086856"	"s0.033467"	"s0.059114"	"s-0.028159"	"s0.032914"	"s0.008849"	"s-0.047549"	"s-0.02828"	"s-0.054364"	"s0.061764"	"s0.083955"	"s0.096721"	"s0.014209"	"s-0.11265"	"s0.030555"	"s0.057592"	"s0.045714"	"s-0.036376"	"s0.060666"	"s-0.024771"	"s0.165963"	"s-0.130452"	"s-0.047282"	"s0.042252"	"s0.04485"	"s0.056775"	"s0.094112"	"s-0.123551"	"s-0.010793"	"s-0.013233"	"s-0.067788"	"s0.092934"	"s-0.111923"	"s0.024661"	"s-0.073381"	"s0.160403"	"s0.038319"	"s-0.012191"	"s-0.009593"	"s0.010951"	"s-0.183933"	"s-0.320933"	"s0.022272"	"s-0.201626"	"s-0.339814"	"s0.091085"	"s0.069557"	"s0.030638"	"s-0.022654"	"s-0.037352"	"s-0.025627"	"s-0.051685"	"s0.047609"	"s0.077774"	"s0.002972"	"s-0.031741"	"s-0.022757"	"s-0.034339"	"s-0.037976"	"s-0.007716"	"s-0.034117"	"s-0.01136"	"s-0.004641"	"s-0.01971"	"s0.043736"	"s-0.023105"	"s-0.014454"	"s-0.029527"	"s-0.024613"	"s0.013194"	"s0.098881"	true
"s0.130601"	"s0.068018"	"s0.191105"	"s-0.003937"	"s0.044457"	"s-0.15091"	"s0.010224"	"s-0.071669"	"s0.054135"	"s0.042311"	"s0.007292"	"s0.088242"	"s0.074419"	"s-0.075424"	"s-0.054123"	"s-0.005516"	"s-0.006274"	"s-0.010307"	"s0.0546"	"s0.02578"	"s-9.46E-4"	"s-0.146796"	"s-0.002322"	"s-0.053858"	"s-0.100269"	"s-0.12498"	"s0.02871"	"s-0.051005"	"s-0.092948"	"s-0.157291"	"s-0.088106"	"s0.092077"	"s-0.145329"	"s-0.267845"	"s-0.245151"	"s-0.096883"	"s0.005803"	"s-0.012557"	"s0.013012"	"s-0.043395"	"s-0.054915"	"s0.019964"	"s0.059831"	"s0.043002"	"s-0.044839"	"s-0.103446"	"s-0.045579"	"s0.016814"	"s-0.107466"	"s-0.065884"	"s-0.033927"	"s0.09602"	"s-0.102411"	"s0.064612"	"s0.007427"	"s-0.035388"	"s0.024457"	"s0.043924"	"s0.248423"	"s0.165049"	"s0.155701"	"s0.264677"	"s-0.166575"	"s0.242563"	"s-0.126844"	"s-0.035407"	"s-0.186989"	"s-0.084853"	"s0.121611"	"s0.195603"	"s0.213718"	"s0.122175"	"s-0.097601"	"s-0.191342"	"s-0.118503"	"s-0.011539"	"s-0.042958"	"s0.001199"	"s0.061307"	"s-0.02112"	"s-0.043303"	"s-0.051"	"s0.028178"	"s-0.053852"	"s0.001425"	"s-0.014826"	"s-0.033991"	"s-0.028315"	"s-0.036966"	"s-0.02184"	"s-0.015515"	"s-0.020223"	"s-0.024552"	"s0.060528"	"s-0.007703"	"s-0.008479"	"s0.002837"	"s-0.018136"	"s-0.012093"	"s-0.017513"	"s-5.73E-4"	"s0.043372"	"s0.124652"	false
"s-0.018454"	"s0.060603"	"s0.07227"	"s0.07788"	"s-0.086323"	"s-0.078543"	"s-0.198041"	"s-0.014758"	"s-0.112972"	"s-0.146407"	"s-0.025857"	"s-0.096086"	"s-0.061599"	"s-0.040123"	"s-0.039163"	"s-0.069181"	"s-0.105587"	"s-0.036067"	"s0.105451"	"s-0.029522"	"s0.163491"	"s0.107148"	"s-0.010426"	"s0.05141"	"s0.021306"	"s-0.036245"	"s-0.017434"	"s-0.025964"	"s0.033987"	"s0.003079"	"s-0.060367"	"s-0.072453"	"s-0.243773"	"s-0.28253"	"s-0.169991"	"s0.036289"	"s0.122743"	"s0.159669"	"s0.092229"	"s-0.002834"	"s0.086605"	"s0.072243"	"s0.168247"	"s0.045495"	"s0.100401"	"s0.103857"	"s0.12027"	"s-0.009531"	"s0.066092"	"s0.041749"	"s0.010577"	"s-0.055626"	"s-0.068902"	"s0.044493"	"s-0.072828"	"s-0.200349"	"s-0.092485"	"s-0.075202"	"s-0.044358"	"s0.094184"	"s0.101472"	"s-0.142354"	"s-0.091283"	"s-0.050309"	"s0.001572"	"s-0.070355"	"s-0.010043"	"s0.018721"	"s-0.050972"	"s-0.013908"	"s-0.077215"	"s-0.149805"	"s0.003466"	"s-0.067649"	"s-0.070164"	"s0.135817"	"s0.226124"	"s0.271301"	"s0.358907"	"s0.021758"	"s-0.069872"	"s-0.007168"	"s-0.046397"	"s4.47E-4"	"s-0.035673"	"s-0.038769"	"s-0.062004"	"s-0.005048"	"s-0.04932"	"s0.025264"	"s0.087959"	"s0.013719"	"s4.2E-5"	"s0.032085"	"s-0.068402"	"s-0.035025"	"s0.015635"	"s-0.046591"	"s-0.01354"	"s-0.054662"	"s0.007566"	"s0.015086"	"s0.12838"	true
"s0.053627"	"s0.086194"	"s-0.048808"	"s0.064847"	"s-0.039971"	"s0.046727"	"s0.02186"	"s0.084702"	"s0.077895"	"s0.031315"	"s0.043681"	"s0.067544"	"s0.116453"	"s0.093862"	"s0.146331"	"s0.034816"	"s0.085027"	"s0.083285"	"s-0.03474"	"s0.12479"	"s0.036329"	"s0.216212"	"s0.159858"	"s0.185194"	"s0.253029"	"s0.093351"	"s0.041047"	"s0.070246"	"s0.156813"	"s0.027064"	"s0.010385"	"s0.049319"	"s0.001358"	"s0.030206"	"s-0.090396"	"s4.62E-4"	"s0.091048"	"s0.082387"	"s0.081401"	"s0.025313"	"s0.002502"	"s-0.004474"	"s0.057088"	"s0.087448"	"s0.075066"	"s-0.038594"	"s0.014361"	"s0.149614"	"s-0.180311"	"s-0.192024"	"s-0.147207"	"s-0.06874"	"s0.020633"	"s0.043429"	"s0.081008"	"s0.268424"	"s-0.202466"	"s-0.185161"	"s-0.006603"	"s-0.116602"	"s-0.294384"	"s-0.181409"	"s-0.116797"	"s-0.114104"	"s0.159727"	"s0.118973"	"s0.032399"	"s-0.049512"	"s0.006448"	"s-0.063278"	"s-0.101682"	"s-0.138817"	"s0.15026"	"s0.037581"	"s0.038305"	"s0.105041"	"s0.078767"	"s-0.120901"	"s-0.072218"	"s-0.0037"	"s-0.032345"	"s-0.029674"	"s0.002186"	"s-0.050468"	"s-0.011294"	"s-0.00481"	"s-0.003912"	"s-0.045222"	"s-0.017524"	"s-0.05425"	"s-0.054115"	"s-0.027463"	"s-0.044676"	"s-0.016348"	"s0.00362"	"s-0.023337"	"s0.044136"	"s0.043261"	"s-0.020704"	"s-0.037613"	"s-0.004343"	"s0.036871"	"s0.142449"	false
"s-0.219609"	"s-0.239417"	"s-0.265816"	"s-0.196889"	"s-0.24928"	"s-0.060313"	"s-0.18958"	"s-0.135945"	"s-0.001273"	"s0.026486"	"s-0.033382"	"s-0.059722"	"s-0.063481"	"s-0.123201"	"s-0.0579"	"s0.040791"	"s-0.063352"	"s-0.075843"	"s0.009919"	"s0.167566"	"s0.207268"	"s0.00407"	"s-0.041841"	"s0.070457"	"s0.123193"	"s0.153801"	"s0.099337"	"s0.09803"	"s0.174255"	"s-0.019187"	"s-0.064747"	"s0.060229"	"s-0.021904"	"s-0.018579"	"s0.026433"	"s0.07468"	"s0.044243"	"s-0.030033"	"s-0.040802"	"s-0.04146"	"s-0.003155"	"s0.099749"	"s0.053446"	"s0.06727"	"s-0.014648"	"s-0.065261"	"s-0.019034"	"s0.161263"	"s0.074273"	"s0.026336"	"s0.088898"	"s0.09846"	"s0.207785"	"s-0.014974"	"s0.093018"	"s0.08869"	"s0.080128"	"s0.056116"	"s-0.077849"	"s-0.122427"	"s-0.057664"	"s-0.084207"	"s-0.067745"	"s-0.107812"	"s0.214768"	"s-0.004773"	"s0.088741"	"s0.133546"	"s-0.100568"	"s-0.049529"	"s-0.066013"	"s0.069738"	"s0.101113"	"s0.017629"	"s0.016936"	"s-0.010564"	"s-0.02101"	"s-0.095418"	"s-0.244405"	"s-0.030579"	"s0.031621"	"s-0.052137"	"s-0.053214"	"s-0.08592"	"s-0.0435"	"s-6.69E-4"	"s-0.047847"	"s-0.056494"	"s0.055488"	"s-0.075704"	"s-0.035562"	"s0.049192"	"s0.031745"	"s-0.048385"	"s0.088106"	"s-0.049948"	"s0.068613"	"s0.080232"	"s-0.020404"	"s-0.065128"	"s-0.012639"	"s0.019005"	"s0.098498"	false
"s0.054031"	"s-0.04593"	"s-0.180609"	"s-0.058814"	"s-0.004031"	"s0.045852"	"s0.054848"	"s0.073864"	"s0.083632"	"s0.116619"	"s0.021793"	"s0.094956"	"s0.100822"	"s0.106797"	"s0.005359"	"s0.03284"	"s0.018996"	"s0.105119"	"s-0.054864"	"s0.100348"	"s0.103741"	"s0.222556"	"s0.180699"	"s0.158872"	"s0.105197"	"s0.078943"	"s0.04376"	"s0.149086"	"s0.093318"	"s0.049655"	"s0.041198"	"s0.090268"	"s0.180726"	"s0.216578"	"s0.158689"	"s0.051734"	"s0.0721"	"s0.071431"	"s0.060964"	"s-0.048989"	"s0.016878"	"s0.077982"	"s0.023156"	"s0.120634"	"s0.009274"	"s-0.037419"	"s-0.044886"	"s0.149709"	"s-0.205839"	"s-0.061359"	"s-0.115825"	"s-0.015821"	"s-0.010179"	"s-0.13795"	"s-0.072841"	"s0.061237"	"s-0.223974"	"s-0.097968"	"s-0.012381"	"s-0.186271"	"s-0.082477"	"s-0.031005"	"s-0.009195"	"s-0.029653"	"s0.093542"	"s-0.031649"	"s-0.068244"	"s-0.028989"	"s-0.051076"	"s-0.069646"	"s0.042078"	"s0.002537"	"s0.074163"	"s-0.057987"	"s-0.086454"	"s-0.163804"	"s-0.149988"	"s-0.208763"	"s0.071768"	"s0.135696"	"s0.17973"	"s-0.099081"	"s-0.086546"	"s0.002573"	"s-0.027184"	"s-0.055093"	"s-0.056154"	"s0.058079"	"s0.023479"	"s-0.097121"	"s-0.097854"	"s-0.103846"	"s0.088432"	"s-0.108687"	"s-0.088287"	"s-0.037236"	"s0.12732"	"s0.134037"	"s-0.093933"	"s-0.001372"	"s-0.001353"	"s-0.064037"	"s0.066274"	false
"s-0.122589"	"s0.023267"	"s0.061576"	"s0.185728"	"s0.126303"	"s0.185328"	"s0.004127"	"s-0.072778"	"s-0.173437"	"s-0.118738"	"s-0.105125"	"s-0.048937"	"s0.049518"	"s-0.024383"	"s-0.002678"	"s-0.099617"	"s-0.091951"	"s-0.217506"	"s0.07403"	"s0.048168"	"s-0.02283"	"s0.086715"	"s-0.049944"	"s0.010868"	"s0.007036"	"s0.040285"	"s0.01867"	"s-0.03416"	"s0.020349"	"s0.015637"	"s0.03624"	"s0.02776"	"s-0.132376"	"s-0.011684"	"s0.117665"	"s0.057971"	"s-0.014806"	"s-0.114125"	"s0.035055"	"s0.141521"	"s0.143722"	"s0.063909"	"s0.021088"	"s-0.002631"	"s0.073981"	"s0.1025"	"s0.126258"	"s-0.018364"	"s0.009594"	"s-0.013821"	"s-0.052581"	"s-0.083829"	"s-0.120198"	"s-0.008821"	"s-0.069815"	"s-0.152325"	"s-0.035545"	"s-0.04219"	"s-0.035179"	"s0.061961"	"s0.032497"	"s-0.007408"	"s-0.070921"	"s-0.074629"	"s0.08408"	"s0.093765"	"s0.155031"	"s0.154377"	"s-0.095187"	"s-0.045134"	"s-0.101063"	"s-0.146304"	"s-0.075313"	"s-0.119278"	"s-0.126887"	"s0.080471"	"s0.121608"	"s0.188943"	"s0.102606"	"s0.077739"	"s0.169442"	"s-0.036798"	"s-0.04896"	"s0.126461"	"s0.003737"	"s0.009656"	"s0.080421"	"s-0.005812"	"s0.030604"	"s-0.030736"	"s-0.031008"	"s-0.254643"	"s0.050663"	"s-0.29235"	"s0.068303"	"s0.049206"	"s0.050137"	"s0.081296"	"s-0.028236"	"s0.127954"	"s-0.267052"	"s0.08331"	"s-0.045363"	true
"s-0.013469"	"s0.050729"	"s-0.005963"	"s0.018707"	"s-0.051087"	"s-0.018537"	"s-0.124552"	"s-0.004972"	"s0.06405"	"s-0.097703"	"s0.06293"	"s0.051704"	"s-0.068356"	"s0.032537"	"s0.026015"	"s0.168279"	"s-0.059641"	"s-0.029451"	"s0.024469"	"s0.016154"	"s0.0618"	"s0.065882"	"s-0.037889"	"s-0.029014"	"s-0.010324"	"s0.028924"	"s-0.104425"	"s-0.040611"	"s-0.061239"	"s9.51E-4"	"s0.016134"	"s0.056548"	"s-0.023336"	"s-0.060201"	"s-0.15575"	"s-0.048265"	"s-0.235189"	"s4.18E-4"	"s-0.076238"	"s0.058873"	"s-0.171036"	"s-0.159595"	"s-0.214812"	"s0.013957"	"s-0.116871"	"s-0.125679"	"s-0.225561"	"s0.061564"	"s0.202986"	"s0.162287"	"s0.043632"	"s0.058564"	"s0.043051"	"s-0.010191"	"s-0.067529"	"s-0.021503"	"s0.085241"	"s-0.043039"	"s0.134122"	"s0.105364"	"s-0.014465"	"s0.116295"	"s0.116842"	"s0.081611"	"s-0.043221"	"s-0.019274"	"s-0.042978"	"s-0.100262"	"s0.104667"	"s0.018514"	"s0.031455"	"s0.063773"	"s0.035988"	"s0.098314"	"s-0.131646"	"s-0.046123"	"s-0.172281"	"s-0.044412"	"s0.229521"	"s0.040117"	"s-0.026972"	"s-0.122223"	"s-0.102932"	"s-0.124053"	"s0.24723"	"s0.149965"	"s0.112919"	"s-0.003476"	"s-0.148055"	"s0.057592"	"s0.09462"	"s-0.074794"	"s-0.107715"	"s0.025305"	"s0.024661"	"s0.132752"	"s-0.133852"	"s-0.132781"	"s0.116712"	"s0.044011"	"s-0.129547"	"s0.176348"	"s0.012899"	false
"s0.04881"	"s-0.033056"	"s-0.008437"	"s-0.006952"	"s0.01301"	"s0.005221"	"s0.058473"	"s-0.004319"	"s0.003355"	"s0.002677"	"s0.02694"	"s-0.070272"	"s0.007329"	"s-0.054193"	"s0.059826"	"s-0.026682"	"s0.112642"	"s-0.015542"	"s0.041713"	"s-0.031075"	"s-0.015742"	"s-0.101951"	"s-0.045669"	"s-0.047256"	"s-0.115799"	"s-0.08452"	"s0.012073"	"s-0.109787"	"s-0.073384"	"s0.065042"	"s0.083566"	"s-0.146828"	"s-0.091451"	"s-0.116481"	"s-0.051379"	"s0.045469"	"s0.083167"	"s0.043752"	"s0.057424"	"s0.021226"	"s0.051728"	"s0.085702"	"s0.121763"	"s-0.003068"	"s0.059577"	"s0.084415"	"s0.082316"	"s-0.004465"	"s0.098957"	"s0.057876"	"s0.083257"	"s0.064708"	"s0.054649"	"s0.090856"	"s0.106871"	"s0.01744"	"s0.059176"	"s5.12E-4"	"s-0.076937"	"s-0.055629"	"s-0.207138"	"s-0.231408"	"s-0.131221"	"s-0.251381"	"s0.200711"	"s0.077047"	"s0.096875"	"s0.067814"	"s-0.044811"	"s-0.145399"	"s-0.194855"	"s-0.183023"	"s0.065436"	"s0.224207"	"s0.09777"	"s0.024822"	"s0.09093"	"s0.014546"	"s-0.030367"	"s-0.016661"	"s-0.081916"	"s-0.098031"	"s-0.022862"	"s0.113787"	"s0.140738"	"s-0.077809"	"s0.023819"	"s-0.081492"	"s-0.087721"	"s0.076698"	"s-0.057028"	"s-0.0442"	"s0.2749"	"s0.009507"	"s-0.080229"	"s-0.028682"	"s0.295476"	"s0.178848"	"s0.093288"	"s-0.026719"	"s-0.088379"	"s-0.064062"	"s-0.160415"	false
"s0.050876"	"s-0.015694"	"s0.001983"	"s-0.026192"	"s0.037147"	"s-0.028002"	"s0.03203"	"s0.010531"	"s-0.003198"	"s-0.035565"	"s-0.079418"	"s-0.050677"	"s0.03078"	"s0.029801"	"s-0.036147"	"s-0.068156"	"s-0.008562"	"s-0.114671"	"s0.003233"	"s0.022064"	"s-9.95E-4"	"s-0.092558"	"s-0.053286"	"s-0.136493"	"s-0.066914"	"s-0.109186"	"s-0.053818"	"s-0.086298"	"s-0.018231"	"s-0.080018"	"s-0.028523"	"s-0.091436"	"s0.098784"	"s0.068964"	"s0.042901"	"s-0.084685"	"s-0.076009"	"s-0.030034"	"s0.016501"	"s-0.074268"	"s-0.221591"	"s-0.017759"	"s-0.008534"	"s0.048449"	"s-0.00682"	"s0.011969"	"s0.023988"	"s-0.195104"	"s0.008314"	"s0.216934"	"s0.237789"	"s0.291336"	"s0.15043"	"s-0.345043"	"s0.266791"	"s0.043622"	"s0.020927"	"s0.024219"	"s-0.017313"	"s-0.039833"	"s0.026034"	"s-0.023487"	"s0.033396"	"s0.00249"	"s-0.00546"	"s-0.050672"	"s-0.047503"	"s-0.011257"	"s0.014513"	"s0.001676"	"s-0.003198"	"s-0.019255"	"s-0.059419"	"s-0.12069"	"s-0.093942"	"s-0.054129"	"s-0.025363"	"s-0.038689"	"s0.005808"	"s-0.117461"	"s-0.134054"	"s-0.152504"	"s0.052657"	"s0.109719"	"s0.05186"	"s0.211861"	"s-0.133054"	"s-0.002811"	"s0.062277"	"s0.035455"	"s0.133634"	"s0.084815"	"s-0.008327"	"s0.136235"	"s-0.131889"	"s-0.092977"	"s-0.129028"	"s-0.12808"	"s0.095426"	"s0.014346"	"s0.222021"	"s-0.119769"	"s0.002629"	false
