%
% ARFF data file, generated by KNIME
%
% Date: Thu Jun 22 10:41:11 CEST 2017
% User: guillaume
%

@RELATION DataTable
@ATTRIBUTE att0	STRING
@ATTRIBUTE att1	STRING
@ATTRIBUTE att2	STRING
@ATTRIBUTE att3	STRING
@ATTRIBUTE att4	STRING
@ATTRIBUTE att5	STRING
@ATTRIBUTE att6	STRING
@ATTRIBUTE att7	STRING
@ATTRIBUTE att8	STRING
@ATTRIBUTE att9	STRING
@ATTRIBUTE Class	{cortana,false}

@DATA
s101,s2,s174,s101,s54,s156,s101,s107,s180,s164,false
s22,s108,s2,s35,s51,s192,s142,s125,s172,s166,cortana
s187,s164,s144,s11,s75,s63,s148,s177,s1,s11,false
s74,s22,s44,s90,s189,s103,s56,s159,s150,s36,false
s107,s182,s111,s59,s41,s170,s10,s129,s40,s95,cortana
s20,s55,s68,s115,s169,s32,s127,s122,s149,s61,cortana
s139,s13,s78,s54,s14,s98,s34,s96,s158,s64,false
s117,s97,s164,s12,s112,s122,s28,s180,s58,s112,false
s3,s41,s106,s166,s148,s138,s16,s75,s66,s94,cortana
s1,s75,s96,s170,s117,s142,s157,s189,s51,s12,cortana
s82,s92,s16,s147,s169,s169,s122,s164,s0,s99,false
s81,s104,s39,s179,s118,s144,s189,s78,s122,s171,cortana
s38,s73,s119,s9,s158,s103,s144,s83,s133,s181,cortana
s155,s115,s130,s120,s114,s31,s104,s65,s141,s90,false
s37,s57,s158,s156,s136,s195,s31,s190,s179,s98,cortana
s83,s34,s18,s93,s32,s66,s63,s79,s2,s88,cortana
s78,s183,s56,s117,s88,s158,s165,s54,s177,s4,cortana
s59,s155,s52,s6,s68,s169,s125,s8,s65,s184,cortana
s33,s117,s9,s153,s39,s33,s76,s17,s114,s54,cortana
s1,s15,s58,s82,s44,s167,s13,s40,s191,s12,false
s42,s162,s195,s118,s55,s191,s133,s7,s122,s32,cortana
s100,s174,s184,s26,s161,s23,s70,s195,s8,s54,false
s164,s78,s59,s32,s156,s99,s195,s173,s70,s113,cortana
s194,s79,s55,s163,s29,s159,s70,s95,s76,s150,cortana
s187,s36,s68,s92,s90,s158,s101,s138,s8,s12,cortana
s15,s1,s10,s57,s110,s172,s86,s63,s190,s113,false
s188,s124,s185,s172,s13,s26,s48,s175,s181,s40,cortana
s88,s12,s179,s115,s138,s167,s17,s74,s119,s112,false
s105,s42,s29,s48,s43,s142,s91,s51,s109,s47,cortana
s146,s83,s96,s134,s8,s187,s47,s23,s1,s157,false
s197,s25,s62,s41,s150,s136,s15,s158,s33,s58,cortana
s180,s18,s147,s37,s57,s37,s27,s65,s9,s160,cortana
s86,s169,s46,s9,s173,s131,s191,s195,s187,s105,cortana
s157,s175,s188,s175,s21,s86,s38,s193,s42,s14,false
s94,s14,s127,s85,s104,s151,s170,s149,s67,s132,false
s49,s140,s75,s123,s160,s120,s170,s95,s29,s100,cortana
s48,s184,s181,s186,s58,s76,s128,s52,s135,s172,false
s132,s45,s103,s81,s120,s196,s35,s40,s25,s83,false
s155,s1,s63,s112,s31,s35,s72,s191,s51,s128,false
s122,s184,s52,s90,s48,s81,s68,s192,s76,s198,cortana
s66,s50,s55,s184,s136,s48,s140,s36,s117,s162,cortana
s19,s49,s81,s150,s153,s177,s9,s119,s28,s153,false
s62,s172,s37,s135,s125,s119,s160,s140,s16,s6,false
s149,s85,s151,s148,s115,s89,s189,s133,s146,s78,cortana
s30,s78,s13,s76,s50,s44,s167,s46,s180,s75,cortana
s98,s45,s59,s119,s126,s14,s156,s91,s149,s17,false
s15,s190,s188,s100,s98,s142,s23,s104,s84,s141,false
s73,s159,s82,s187,s50,s92,s68,s196,s61,s79,cortana
s93,s3,s24,s35,s154,s74,s48,s75,s166,s164,cortana
s91,s166,s104,s71,s140,s0,s95,s122,s163,s115,false
s22,s189,s67,s118,s119,s148,s198,s43,s27,s52,false
s161,s165,s122,s9,s0,s177,s37,s58,s29,s30,false
s146,s67,s154,s185,s102,s82,s177,s89,s145,s51,cortana
s167,s73,s18,s102,s184,s30,s174,s112,s119,s130,cortana
s153,s28,s29,s55,s12,s100,s0,s49,s168,s33,cortana
s127,s185,s138,s153,s6,s21,s21,s189,s4,s29,false
s139,s54,s149,s61,s157,s47,s169,s142,s181,s98,false
s102,s171,s28,s157,s34,s2,s95,s155,s48,s89,cortana
s73,s105,s175,s77,s190,s181,s135,s51,s181,s112,cortana
s20,s151,s48,s105,s109,s2,s35,s0,s29,s149,cortana
s44,s134,s71,s36,s197,s178,s49,s134,s121,s37,cortana
s177,s155,s41,s164,s98,s85,s34,s96,s191,s187,cortana
s111,s142,s15,s147,s62,s10,s173,s31,s132,s79,cortana
s160,s183,s141,s52,s193,s139,s105,s68,s171,s153,false
s58,s3,s53,s8,s78,s63,s133,s80,s138,s163,cortana
s187,s51,s75,s180,s155,s43,s196,s104,s66,s77,cortana
s58,s64,s159,s130,s101,s141,s173,s197,s27,s41,false
s197,s63,s97,s0,s120,s181,s187,s195,s136,s1,false
s113,s150,s4,s128,s2,s84,s115,s63,s142,s180,false
s18,s21,s24,s40,s21,s78,s25,s28,s165,s30,false
s127,s156,s114,s76,s8,s49,s46,s174,s26,s154,false
s110,s51,s199,s62,s15,s150,s161,s17,s151,s134,cortana
s78,s145,s28,s194,s170,s50,s194,s122,s107,s185,false
s146,s78,s54,s117,s174,s146,s128,s160,s43,s63,false
s157,s94,s135,s64,s78,s134,s187,s19,s184,s36,false
s5,s29,s77,s5,s91,s31,s170,s8,s197,s167,cortana
s154,s30,s6,s36,s198,s5,s10,s98,s1,s185,false
s137,s163,s87,s76,s144,s54,s48,s58,s37,s142,cortana
s1,s45,s147,s193,s100,s63,s111,s16,s127,s183,cortana
s177,s21,s176,s112,s199,s48,s70,s43,s185,s41,cortana
s135,s132,s183,s16,s21,s7,s80,s86,s186,s17,cortana
s90,s124,s199,s92,s182,s95,s151,s122,s163,s129,false
s30,s140,s179,s32,s6,s121,s46,s77,s150,s106,cortana
s125,s100,s134,s0,s138,s94,s34,s105,s188,s4,false
s122,s9,s190,s140,s82,s154,s31,s149,s177,s107,false
s128,s16,s157,s0,s111,s126,s37,s19,s138,s125,false
s125,s195,s105,s150,s187,s15,s80,s28,s16,s169,cortana
s120,s65,s34,s101,s193,s51,s60,s18,s45,s199,false
s49,s91,s78,s153,s130,s107,s113,s161,s42,s130,cortana
s40,s119,s156,s55,s141,s151,s64,s45,s154,s69,cortana
s134,s4,s15,s151,s84,s197,s32,s74,s68,s198,cortana
s170,s19,s167,s161,s173,s156,s80,s148,s133,s130,cortana
s180,s41,s18,s106,s138,s22,s16,s33,s70,s158,cortana
s34,s140,s175,s99,s112,s143,s92,s50,s37,s106,false
s105,s25,s111,s184,s119,s58,s56,s166,s42,s28,false
s11,s89,s194,s48,s191,s57,s47,s71,s185,s188,cortana
s166,s191,s48,s33,s17,s12,s186,s177,s53,s29,cortana
s136,s88,s32,s114,s124,s32,s192,s61,s177,s193,false
s104,s196,s20,s171,s140,s171,s32,s154,s93,s147,false
s30,s33,s167,s182,s96,s19,s150,s17,s153,s87,false
s38,s161,s4,s145,s51,s114,s101,s66,s93,s66,cortana
s130,s122,s16,s2,s74,s68,s186,s131,s34,s133,false
s129,s83,s17,s30,s75,s188,s97,s150,s184,s88,cortana
s143,s39,s199,s192,s21,s197,s168,s198,s159,s51,false
s98,s4,s117,s12,s2,s134,s136,s50,s127,s95,cortana
s131,s147,s46,s165,s5,s129,s107,s74,s179,s164,false
s132,s78,s194,s84,s100,s69,s84,s137,s0,s68,false
s53,s71,s76,s143,s115,s104,s54,s184,s190,s50,false
s93,s19,s120,s0,s13,s129,s131,s101,s138,s190,false
s78,s21,s161,s9,s69,s4,s195,s56,s196,s91,false
s149,s153,s163,s139,s93,s122,s54,s64,s61,s21,false
s80,s29,s68,s55,s156,s45,s169,s175,s73,s46,false
s158,s39,s75,s110,s73,s168,s139,s151,s23,s5,cortana
s61,s112,s32,s7,s155,s134,s145,s30,s115,s28,false
s16,s74,s10,s164,s110,s49,s30,s96,s181,s157,false
s195,s132,s4,s133,s32,s137,s108,s36,s79,s91,cortana
s148,s7,s39,s47,s77,s126,s175,s122,s58,s152,cortana
s84,s0,s20,s190,s71,s128,s171,s170,s179,s162,false
s183,s23,s189,s134,s31,s162,s116,s152,s189,s121,cortana
s131,s100,s38,s99,s118,s39,s63,s138,s143,s45,false
s166,s161,s74,s2,s42,s73,s128,s71,s18,s48,false
s100,s170,s179,s123,s98,s67,s154,s115,s144,s45,cortana
s41,s73,s180,s199,s168,s112,s19,s113,s42,s62,false
s198,s100,s53,s27,s147,s33,s9,s178,s167,s106,false
s8,s90,s79,s81,s9,s180,s83,s166,s67,s23,false
s122,s52,s66,s173,s97,s191,s47,s96,s131,s197,false
s46,s89,s4,s98,s150,s52,s84,s91,s131,s178,false
s101,s183,s138,s174,s11,s85,s73,s38,s26,s81,cortana
s170,s48,s11,s65,s100,s19,s62,s75,s21,s71,false
s154,s179,s159,s77,s6,s53,s192,s62,s136,s123,false
s146,s54,s108,s67,s110,s81,s89,s47,s52,s134,false
s161,s29,s134,s149,s145,s142,s79,s1,s136,s100,cortana
s168,s21,s193,s147,s135,s52,s70,s54,s75,s152,cortana
s175,s29,s69,s102,s169,s4,s186,s71,s143,s172,cortana
s71,s84,s175,s108,s117,s61,s162,s33,s173,s1,false
s45,s116,s34,s140,s168,s33,s103,s192,s183,s51,cortana
s99,s123,s172,s45,s37,s148,s66,s161,s77,s67,false
s3,s178,s161,s35,s166,s140,s186,s193,s34,s32,cortana
s35,s121,s176,s23,s65,s177,s11,s35,s96,s169,false
s130,s193,s128,s135,s51,s145,s53,s104,s176,s76,cortana
s56,s13,s131,s157,s5,s72,s46,s137,s63,s150,false
s98,s147,s181,s167,s193,s148,s24,s2,s41,s97,cortana
s92,s120,s74,s176,s175,s61,s113,s174,s193,s52,cortana
s149,s134,s130,s138,s185,s20,s74,s102,s91,s95,false
s99,s196,s179,s8,s55,s98,s157,s30,s179,s110,cortana
s97,s153,s49,s115,s190,s185,s80,s150,s168,s114,false
s14,s141,s128,s90,s108,s121,s28,s142,s5,s5,false
s158,s82,s136,s27,s54,s45,s78,s66,s132,s41,cortana
s28,s167,s172,s121,s147,s145,s131,s156,s19,s196,cortana
s52,s49,s66,s44,s34,s69,s11,s133,s72,s194,cortana
s141,s193,s92,s42,s120,s70,s53,s66,s67,s43,false
s66,s51,s33,s63,s19,s146,s6,s23,s92,s41,cortana
s112,s82,s52,s189,s11,s65,s181,s99,s15,s20,false
s33,s128,s159,s92,s183,s23,s20,s112,s146,s148,cortana
s88,s49,s178,s152,s168,s41,s80,s160,s142,s7,cortana
s4,s111,s82,s25,s44,s78,s32,s157,s142,s41,false
s40,s189,s82,s21,s154,s58,s9,s98,s15,s86,false
s3,s37,s148,s74,s2,s128,s119,s98,s71,s56,cortana
s36,s61,s84,s187,s104,s117,s92,s78,s196,s185,false
s92,s198,s84,s133,s173,s183,s165,s169,s186,s91,false
s91,s27,s193,s127,s82,s50,s17,s181,s194,s68,false
s60,s51,s37,s186,s171,s148,s176,s41,s169,s3,false
s117,s75,s95,s199,s98,s34,s44,s74,s67,s4,false
s108,s172,s78,s1,s13,s176,s166,s160,s14,s179,cortana
s144,s10,s27,s96,s67,s138,s43,s158,s177,s89,false
s61,s139,s78,s133,s25,s110,s91,s98,s174,s98,cortana
s195,s11,s57,s197,s120,s32,s102,s73,s119,s167,cortana
s51,s84,s67,s1,s19,s114,s15,s147,s194,s106,false
s194,s85,s193,s9,s137,s87,s101,s7,s4,s7,false
s42,s199,s56,s198,s184,s177,s86,s123,s49,s156,cortana
s89,s148,s139,s6,s189,s166,s132,s148,s179,s185,cortana
s47,s55,s137,s69,s40,s17,s68,s43,s70,s61,cortana
s116,s92,s73,s160,s115,s5,s23,s114,s135,s102,cortana
s36,s40,s128,s198,s57,s161,s87,s53,s4,s175,false
s23,s187,s26,s144,s134,s170,s23,s179,s122,s56,false
s155,s51,s175,s188,s94,s34,s199,s50,s156,s132,cortana
s113,s156,s50,s23,s174,s43,s23,s137,s126,s5,cortana
s39,s123,s175,s151,s179,s86,s98,s70,s191,s85,false
s123,s69,s132,s110,s188,s52,s1,s151,s199,s111,cortana
s15,s92,s107,s122,s186,s164,s197,s177,s93,s17,false
s110,s165,s45,s39,s127,s196,s125,s109,s17,s24,cortana
s125,s54,s189,s5,s77,s43,s159,s172,s155,s7,cortana
s18,s90,s60,s109,s117,s7,s53,s163,s86,s117,false
s184,s37,s99,s147,s107,s191,s47,s9,s64,s77,false
s109,s71,s39,s12,s78,s166,s114,s47,s36,s183,false
s65,s14,s143,s143,s11,s96,s59,s190,s60,s60,cortana
s32,s193,s10,s93,s18,s52,s144,s106,s8,s72,cortana
s167,s146,s46,s120,s96,s73,s86,s31,s56,s121,false
s38,s31,s157,s127,s193,s1,s142,s149,s19,s0,cortana
s58,s97,s109,s111,s123,s187,s32,s79,s50,s71,cortana
s116,s60,s14,s17,s133,s92,s24,s1,s190,s139,cortana
s152,s132,s68,s118,s178,s164,s28,s65,s7,s2,false
s22,s8,s61,s32,s193,s157,s1,s82,s171,s165,cortana
s55,s186,s155,s43,s34,s2,s123,s119,s73,s79,cortana
s118,s187,s186,s103,s166,s97,s24,s176,s31,s0,false
s108,s54,s104,s61,s60,s10,s135,s57,s60,s105,false
s63,s57,s22,s193,s83,s66,s85,s110,s3,s93,false
s146,s77,s90,s190,s100,s57,s17,s187,s143,s120,cortana
s108,s22,s102,s5,s130,s22,s95,s175,s36,s120,false
s40,s157,s121,s48,s14,s187,s75,s112,s126,s174,false
s146,s185,s179,s139,s3,s3,s21,s126,s172,s4,false
s170,s96,s113,s13,s185,s136,s176,s40,s187,s166,cortana
s188,s152,s94,s102,s121,s151,s105,s170,s176,s29,cortana
s140,s84,s145,s158,s45,s75,s161,s4,s195,s33,cortana
s118,s181,s44,s186,s87,s12,s19,s84,s149,s46,cortana
s6,s156,s15,s123,s100,s61,s168,s88,s51,s33,false
s193,s192,s143,s173,s3,s108,s191,s145,s117,s59,cortana
s161,s160,s64,s92,s195,s131,s28,s138,s2,s135,cortana
s184,s37,s120,s72,s56,s11,s167,s43,s23,s88,false
s140,s54,s37,s178,s107,s135,s111,s108,s104,s113,cortana
s63,s26,s47,s143,s0,s148,s142,s20,s25,s166,false
s130,s186,s181,s118,s54,s190,s44,s49,s54,s148,cortana
s142,s51,s129,s182,s129,s11,s36,s112,s72,s92,cortana
s46,s6,s93,s143,s134,s92,s179,s63,s86,s150,false
s149,s32,s65,s183,s17,s97,s51,s154,s10,s143,false
s186,s49,s120,s45,s177,s138,s38,s197,s191,s108,cortana
s146,s50,s190,s28,s64,s95,s164,s29,s67,s4,cortana
s56,s30,s70,s15,s38,s36,s165,s91,s175,s114,false
s67,s163,s118,s123,s181,s125,s104,s134,s24,s15,false
s81,s37,s125,s110,s89,s190,s135,s60,s135,s138,cortana
s129,s139,s30,s77,s186,s49,s125,s56,s175,s32,false
s145,s94,s129,s184,s26,s21,s38,s25,s117,s131,false
s25,s15,s23,s88,s3,s190,s41,s131,s71,s39,cortana
s51,s83,s142,s44,s87,s166,s67,s81,s0,s157,false
s121,s40,s196,s78,s71,s71,s156,s78,s102,s144,false
s0,s54,s113,s39,s15,s7,s28,s37,s125,s54,cortana
s89,s67,s103,s121,s148,s60,s50,s125,s1,s163,false
s163,s181,s170,s12,s113,s152,s34,s127,s112,s144,cortana
s110,s89,s46,s36,s106,s107,s131,s32,s142,s139,cortana
s89,s193,s36,s90,s57,s34,s47,s162,s143,s61,false
s64,s121,s32,s183,s130,s111,s181,s111,s91,s42,cortana
s101,s72,s177,s165,s4,s148,s105,s153,s56,s126,cortana
s70,s25,s49,s2,s118,s197,s145,s73,s188,s60,false
s65,s122,s4,s184,s137,s28,s41,s0,s122,s167,cortana
s75,s97,s78,s104,s163,s6,s125,s113,s144,s114,cortana
s121,s173,s45,s63,s169,s159,s187,s107,s51,s172,cortana
s13,s67,s35,s85,s152,s24,s19,s64,s37,s13,false
s62,s119,s133,s51,s124,s94,s193,s149,s153,s112,cortana
s93,s171,s3,s40,s69,s178,s14,s44,s50,s20,cortana
s54,s125,s178,s132,s35,s29,s40,s176,s191,s53,false
s177,s78,s1,s36,s124,s143,s183,s22,s25,s129,cortana
s14,s127,s175,s197,s50,s138,s14,s185,s14,s112,cortana
s164,s54,s57,s65,s59,s6,s86,s70,s102,s130,false
s188,s100,s193,s107,s15,s3,s69,s4,s75,s176,cortana
s143,s34,s120,s71,s160,s83,s99,s105,s48,s162,cortana
s50,s149,s178,s82,s185,s134,s42,s88,s33,s198,cortana
s52,s76,s146,s110,s131,s163,s167,s91,s0,s11,false
s70,s115,s79,s140,s52,s145,s89,s119,s109,s21,false
s83,s99,s94,s104,s53,s168,s120,s132,s81,s70,cortana
s65,s102,s153,s196,s137,s190,s68,s164,s66,s61,false
s177,s162,s158,s160,s193,s35,s54,s66,s32,s47,cortana
s123,s99,s14,s43,s181,s168,s23,s27,s101,s119,cortana
s12,s105,s158,s60,s58,s171,s7,s172,s153,s174,cortana
s106,s6,s175,s12,s8,s103,s137,s147,s69,s79,cortana
s5,s89,s184,s30,s105,s4,s111,s104,s141,s12,cortana
s33,s195,s185,s28,s23,s106,s57,s73,s197,s30,cortana
s118,s159,s198,s139,s26,s165,s15,s185,s50,s62,false
s32,s170,s85,s66,s18,s40,s77,s168,s168,s97,cortana
s175,s23,s144,s180,s99,s35,s14,s32,s51,s89,cortana
s45,s136,s100,s93,s72,s166,s107,s154,s99,s14,false
s68,s77,s192,s192,s190,s104,s169,s26,s4,s181,cortana
s9,s126,s169,s186,s172,s10,s115,s155,s16,s5,false
s6,s196,s3,s165,s134,s17,s139,s121,s98,s133,cortana
s146,s125,s91,s23,s59,s151,s162,s81,s49,s59,false
s145,s64,s24,s103,s5,s69,s15,s100,s194,s83,cortana
s56,s7,s156,s19,s122,s40,s49,s187,s58,s13,cortana
s184,s154,s107,s3,s82,s76,s118,s37,s84,s38,false
s26,s159,s193,s9,s44,s67,s40,s82,s28,s144,cortana
s189,s145,s42,s48,s24,s127,s72,s99,s170,s22,cortana
s168,s54,s144,s100,s79,s78,s83,s48,s67,s64,cortana
s52,s59,s11,s107,s74,s65,s14,s145,s64,s27,false
s188,s180,s161,s112,s29,s66,s175,s152,s46,s32,false
s120,s111,s9,s26,s65,s128,s116,s111,s116,s128,false
s157,s151,s91,s6,s101,s117,s121,s100,s96,s103,cortana
s180,s185,s35,s13,s180,s109,s187,s145,s116,s119,cortana
s97,s25,s17,s168,s159,s93,s70,s181,s117,s185,cortana
s41,s23,s148,s65,s13,s169,s141,s70,s6,s62,cortana
s29,s4,s66,s191,s32,s134,s86,s16,s48,s49,cortana
s121,s195,s199,s8,s155,s103,s8,s10,s65,s189,cortana
s103,s67,s159,s69,s63,s101,s105,s139,s3,s103,false
s110,s172,s171,s100,s192,s43,s132,s96,s165,s46,false
s4,s31,s46,s6,s181,s178,s186,s188,s58,s184,false
s25,s35,s144,s69,s126,s59,s161,s26,s167,s67,false
s19,s5,s100,s27,s124,s176,s166,s184,s123,s61,false
s87,s25,s191,s122,s56,s73,s135,s46,s153,s199,cortana
s96,s129,s141,s84,s180,s188,s134,s38,s160,s92,cortana
s146,s74,s40,s47,s38,s62,s169,s75,s75,s135,false
s28,s117,s108,s153,s108,s15,s160,s39,s5,s35,cortana
s178,s168,s8,s108,s16,s152,s177,s136,s150,s110,false
s95,s16,s2,s153,s53,s45,s49,s103,s65,s176,false
s31,s50,s55,s108,s76,s110,s184,s16,s92,s120,false
s48,s54,s17,s157,s114,s167,s104,s167,s172,s126,false
s78,s150,s131,s161,s46,s72,s196,s193,s68,s113,false
s84,s196,s98,s51,s17,s15,s18,s159,s172,s88,cortana
s109,s129,s35,s72,s40,s123,s24,s120,s18,s182,false
s26,s17,s156,s46,s103,s37,s79,s195,s132,s64,cortana
s157,s131,s90,s51,s90,s113,s97,s170,s55,s98,cortana
s133,s53,s134,s184,s169,s9,s131,s142,s40,s129,false
s129,s174,s188,s86,s102,s114,s59,s65,s136,s6,cortana
s149,s70,s109,s149,s46,s191,s176,s95,s89,s171,false
s177,s70,s69,s188,s94,s170,s187,s171,s60,s153,false
s145,s94,s59,s137,s90,s84,s112,s167,s196,s137,false
s162,s15,s156,s106,s159,s199,s123,s28,s99,s2,cortana
s180,s100,s123,s101,s188,s72,s58,s48,s29,s177,cortana
s25,s73,s161,s159,s43,s88,s171,s158,s170,s135,false
s70,s39,s91,s156,s123,s96,s86,s18,s123,s196,false
s108,s191,s159,s100,s29,s151,s142,s85,s152,s126,false
s46,s11,s6,s161,s132,s122,s90,s54,s12,s109,false
s173,s181,s67,s129,s194,s75,s66,s5,s138,s30,cortana
s95,s77,s45,s56,s3,s122,s162,s89,s93,s0,false
s177,s57,s36,s6,s156,s82,s76,s108,s180,s6,cortana
s44,s97,s158,s15,s64,s103,s188,s63,s40,s113,cortana
s157,s18,s55,s13,s98,s67,s141,s13,s102,s143,cortana
s2,s87,s40,s129,s140,s188,s45,s62,s72,s121,cortana
s33,s3,s148,s58,s67,s191,s16,s70,s56,s161,cortana
s44,s143,s57,s88,s191,s33,s33,s166,s133,s0,cortana
s76,s69,s125,s165,s191,s88,s170,s133,s190,s137,false
s145,s71,s109,s80,s169,s77,s142,s137,s91,s98,false
s120,s186,s2,s124,s165,s77,s193,s175,s130,s163,false
s29,s158,s67,s69,s71,s59,s184,s159,s132,s94,false
s105,s140,s73,s185,s151,s118,s22,s82,s109,s141,cortana
s170,s78,s141,s53,s18,s88,s103,s36,s32,s153,false
s139,s24,s165,s39,s110,s23,s42,s151,s90,s133,cortana
s17,s191,s113,s41,s9,s193,s14,s71,s42,s152,false
s158,s94,s79,s143,s152,s156,s162,s145,s52,s3,false
s95,s97,s153,s104,s64,s172,s124,s0,s176,s181,false
s24,s165,s38,s139,s65,s137,s176,s149,s69,s94,cortana
s3,s128,s192,s5,s178,s150,s1,s83,s37,s93,false
s8,s45,s177,s34,s127,s92,s36,s139,s102,s94,cortana
s102,s127,s6,s190,s172,s91,s139,s150,s61,s198,cortana
s125,s39,s52,s168,s66,s137,s68,s186,s138,s137,cortana
s174,s77,s80,s100,s160,s35,s155,s177,s171,s192,cortana
s77,s81,s89,s196,s12,s59,s186,s104,s79,s163,false
s191,s106,s184,s112,s64,s125,s36,s53,s101,s12,false
s32,s143,s27,s58,s90,s146,s117,s179,s169,s7,false
s121,s160,s161,s1,s144,s16,s84,s103,s51,s170,false
s85,s136,s61,s46,s193,s147,s1,s15,s62,s184,cortana
s161,s16,s14,s179,s126,s64,s140,s139,s160,s174,cortana
s41,s171,s131,s166,s173,s178,s69,s31,s107,s176,cortana
s70,s10,s4,s139,s110,s14,s14,s164,s52,s32,cortana
s63,s55,s18,s124,s171,s51,s152,s166,s61,s182,cortana
s141,s84,s11,s112,s154,s101,s5,s194,s166,s50,false
s28,s11,s74,s52,s76,s68,s70,s7,s148,s144,false
s39,s136,s62,s197,s26,s23,s99,s177,s47,s175,false
s138,s122,s183,s28,s107,s81,s199,s165,s43,s125,cortana
s174,s71,s131,s51,s71,s142,s144,s155,s24,s69,false
s109,s171,s56,s71,s78,s159,s170,s116,s40,s85,false
s190,s166,s148,s11,s130,s178,s73,s89,s54,s194,false
s124,s160,s22,s25,s75,s188,s136,s152,s55,s13,cortana
s67,s5,s196,s88,s42,s3,s150,s24,s183,s124,cortana
s109,s163,s135,s156,s81,s119,s177,s4,s29,s140,false
s168,s70,s149,s197,s46,s157,s68,s81,s70,s169,cortana
s113,s74,s13,s0,s102,s118,s108,s170,s44,s198,false
s187,s149,s192,s32,s173,s105,s21,s10,s87,s158,false
s70,s54,s125,s155,s26,s146,s198,s4,s64,s35,cortana
s191,s40,s43,s196,s72,s75,s23,s124,s17,s25,false
s75,s45,s17,s45,s175,s128,s64,s142,s115,s132,cortana
s97,s98,s22,s124,s195,s155,s142,s114,s26,s49,false
s122,s101,s175,s11,s59,s145,s131,s196,s31,s118,cortana
s180,s94,s71,s30,s172,s110,s17,s40,s38,s83,cortana
s148,s79,s167,s125,s181,s128,s71,s166,s51,s119,false
s15,s114,s173,s81,s188,s73,s45,s42,s177,s29,cortana
s153,s28,s76,s33,s142,s180,s109,s104,s28,s71,cortana
s27,s198,s57,s117,s117,s38,s182,s107,s102,s133,cortana
s55,s170,s38,s105,s141,s78,s157,s84,s36,s73,cortana
s197,s139,s22,s31,s113,s172,s120,s115,s80,s165,false
s82,s102,s132,s189,s170,s5,s32,s127,s89,s197,cortana
s125,s167,s172,s87,s38,s121,s191,s86,s63,s25,cortana
s65,s154,s23,s112,s110,s37,s85,s6,s125,s32,false
s55,s109,s15,s178,s7,s110,s147,s98,s104,s161,false
s109,s19,s12,s11,s138,s137,s45,s50,s164,s178,false
s9,s80,s151,s134,s77,s184,s36,s195,s197,s82,cortana
s85,s166,s179,s196,s195,s47,s87,s155,s128,s158,cortana
s70,s19,s50,s26,s195,s139,s100,s134,s107,s54,false
s23,s1,s56,s51,s179,s161,s165,s92,s36,s175,false
s128,s156,s188,s181,s97,s2,s172,s195,s10,s82,cortana
s15,s10,s41,s197,s14,s89,s85,s17,s46,s73,false
s7,s117,s15,s49,s128,s114,s84,s24,s7,s109,false
s116,s95,s142,s83,s175,s133,s42,s106,s139,s126,false
s148,s147,s71,s179,s27,s23,s189,s105,s173,s195,false
s173,s24,s0,s131,s77,s24,s123,s21,s86,s86,cortana
s132,s141,s60,s186,s2,s119,s41,s122,s149,s35,cortana
s27,s187,s74,s181,s144,s85,s13,s119,s110,s111,false
s59,s120,s133,s115,s148,s119,s97,s117,s172,s28,false
s47,s18,s46,s55,s88,s197,s48,s42,s193,s144,false
s170,s58,s168,s2,s97,s55,s89,s13,s162,s129,false
s26,s26,s195,s48,s117,s12,s163,s198,s194,s34,cortana
s117,s188,s172,s21,s13,s9,s30,s153,s83,s72,false
s110,s43,s7,s74,s133,s121,s104,s32,s164,s50,false
s7,s137,s189,s179,s40,s104,s161,s42,s196,s70,cortana
s127,s166,s139,s137,s68,s120,s121,s30,s47,s165,false
s97,s95,s107,s176,s194,s20,s70,s68,s186,s56,false
s116,s187,s16,s115,s39,s177,s0,s190,s86,s100,cortana
s20,s145,s68,s144,s61,s184,s96,s67,s146,s29,cortana
s68,s157,s96,s90,s108,s90,s119,s176,s87,s152,false
s126,s40,s191,s133,s24,s84,s0,s6,s31,s140,cortana
s98,s156,s167,s27,s18,s130,s170,s167,s188,s5,false
s142,s144,s125,s157,s156,s48,s124,s144,s16,s102,cortana
s127,s173,s21,s17,s136,s75,s10,s118,s167,s83,cortana
s18,s150,s187,s138,s39,s126,s51,s197,s168,s142,false
s86,s185,s184,s132,s170,s193,s83,s183,s7,s80,cortana
s157,s0,s43,s120,s184,s197,s75,s125,s128,s131,false
s103,s150,s198,s131,s62,s67,s43,s35,s110,s135,cortana
s46,s92,s19,s72,s107,s6,s17,s73,s39,s14,false
s26,s176,s47,s133,s111,s157,s119,s41,s153,s45,false
s109,s13,s59,s93,s28,s16,s15,s53,s12,s94,false
s156,s132,s107,s37,s180,s137,s113,s90,s158,s164,false
s38,s144,s68,s61,s6,s45,s151,s58,s178,s95,false
s70,s197,s77,s107,s31,s39,s10,s179,s98,s141,false
s178,s172,s138,s100,s96,s23,s9,s100,s150,s118,false
s129,s81,s99,s156,s19,s139,s41,s184,s175,s72,cortana
s166,s187,s44,s109,s151,s7,s10,s137,s142,s113,cortana
s44,s59,s46,s23,s142,s54,s171,s174,s74,s18,cortana
s113,s79,s191,s39,s92,s76,s141,s33,s193,s31,false
s100,s149,s20,s125,s37,s174,s195,s76,s137,s190,cortana
s111,s103,s179,s145,s8,s175,s187,s110,s163,s176,false
