Mean_Acc1298_Mean_Mem40_Centroid	Mean_Acc1298_Mean_Mem40_Rolloff	Mean_Acc1298_Mean_Mem40_Flux	Mean_Acc1298_Mean_Mem40_MFCC_0	Mean_Acc1298_Mean_Mem40_MFCC_1	Mean_Acc1298_Mean_Mem40_MFCC_2	Mean_Acc1298_Mean_Mem40_MFCC_3	Mean_Acc1298_Mean_Mem40_MFCC_4	Mean_Acc1298_Mean_Mem40_MFCC_5	Mean_Acc1298_Mean_Mem40_MFCC_6	Mean_Acc1298_Mean_Mem40_MFCC_7	Mean_Acc1298_Mean_Mem40_MFCC_8	Mean_Acc1298_Mean_Mem40_MFCC_9	Mean_Acc1298_Mean_Mem40_MFCC_10	Mean_Acc1298_Mean_Mem40_MFCC_11	Mean_Acc1298_Mean_Mem40_MFCC_12	Mean_Acc1298_Std_Mem40_Centroid	Mean_Acc1298_Std_Mem40_Rolloff	Mean_Acc1298_Std_Mem40_Flux	Mean_Acc1298_Std_Mem40_MFCC_0	Mean_Acc1298_Std_Mem40_MFCC_1	Mean_Acc1298_Std_Mem40_MFCC_2	Mean_Acc1298_Std_Mem40_MFCC_3	Mean_Acc1298_Std_Mem40_MFCC_4	Mean_Acc1298_Std_Mem40_MFCC_5	Mean_Acc1298_Std_Mem40_MFCC_6	Mean_Acc1298_Std_Mem40_MFCC_7	Mean_Acc1298_Std_Mem40_MFCC_8	Mean_Acc1298_Std_Mem40_MFCC_9	Mean_Acc1298_Std_Mem40_MFCC_10	Mean_Acc1298_Std_Mem40_MFCC_11	Mean_Acc1298_Std_Mem40_MFCC_12	Std_Acc1298_Mean_Mem40_Centroid	Std_Acc1298_Mean_Mem40_Rolloff	Std_Acc1298_Mean_Mem40_Flux	Std_Acc1298_Mean_Mem40_MFCC_0	Std_Acc1298_Mean_Mem40_MFCC_1	Std_Acc1298_Mean_Mem40_MFCC_2	Std_Acc1298_Mean_Mem40_MFCC_3	Std_Acc1298_Mean_Mem40_MFCC_4	Std_Acc1298_Mean_Mem40_MFCC_5	Std_Acc1298_Mean_Mem40_MFCC_6	Std_Acc1298_Mean_Mem40_MFCC_7	Std_Acc1298_Mean_Mem40_MFCC_8	Std_Acc1298_Mean_Mem40_MFCC_9	Std_Acc1298_Mean_Mem40_MFCC_10	Std_Acc1298_Mean_Mem40_MFCC_11	Std_Acc1298_Mean_Mem40_MFCC_12	Std_Acc1298_Std_Mem40_Centroid	Std_Acc1298_Std_Mem40_Rolloff	Std_Acc1298_Std_Mem40_Flux	Std_Acc1298_Std_Mem40_MFCC_0	Std_Acc1298_Std_Mem40_MFCC_1	Std_Acc1298_Std_Mem40_MFCC_2	Std_Acc1298_Std_Mem40_MFCC_3	Std_Acc1298_Std_Mem40_MFCC_4	Std_Acc1298_Std_Mem40_MFCC_5	Std_Acc1298_Std_Mem40_MFCC_6	Std_Acc1298_Std_Mem40_MFCC_7	Std_Acc1298_Std_Mem40_MFCC_8	Std_Acc1298_Std_Mem40_MFCC_9	Std_Acc1298_Std_Mem40_MFCC_10	Std_Acc1298_Std_Mem40_MFCC_11	Std_Acc1298_Std_Mem40_MFCC_12	BH_LowPeakAmp	BH_LowPeakBPM	BH_HighPeakAmp	BH_HighPeakBPM	BH_HighLowRatio	BHSUM1	BHSUM2	BHSUM3	Class
"s0.070779"	"s0.249749"	"s0.088224"	"s-71.464692"	"s3.781501"	"s0.946865"	"s2.00859"	"s0.425796"	"s0.431214"	"s0.74882"	"s0.312963"	"s0.684434"	"s0.448612"	"s0.385034"	"s0.636508"	"s0.394653"	"s0.062566"	"s0.233248"	"s0.03709"	"s5.807147"	"s1.09491"	"s1.257772"	"s1.027029"	"s0.82805"	"s0.60801"	"s0.577094"	"s0.563382"	"s0.501218"	"s0.504829"	"s0.438189"	"s0.428289"	"s0.406116"	"s0.029491"	"s0.146032"	"s0.009238"	"s3.767215"	"s0.836447"	"s0.722986"	"s1.010999"	"s0.4118"	"s0.479368"	"s0.292757"	"s0.367049"	"s0.314475"	"s0.282423"	"s0.253884"	"s0.3112"	"s0.17892"	"s0.035783"	"s0.112092"	"s0.029673"	"s4.566799"	"s0.656572"	"s0.380315"	"s0.280867"	"s0.244503"	"s0.131112"	"s0.176219"	"s0.132303"	"s0.104672"	"s0.112889"	"s0.109043"	"s0.086567"	"s0.066596"	"s0.080509"	"s81.0"	"s0.406049"	"s162.0"	"s2.0"	"s0.293736"	"s0.0"	"s0.835918"	true
"s0.07661"	"s0.173846"	"s0.085544"	"s-73.431108"	"s4.166807"	"s0.256907"	"s2.069593"	"s0.592233"	"s0.346489"	"s0.572659"	"s1.277228"	"s0.843066"	"s0.006599"	"s0.165121"	"s0.490021"	"s0.452169"	"s0.049047"	"s0.133586"	"s0.035605"	"s4.838325"	"s1.197948"	"s1.178439"	"s0.98664"	"s0.711055"	"s0.634663"	"s0.543885"	"s0.601067"	"s0.617135"	"s0.523592"	"s0.45339"	"s0.450317"	"s0.462819"	"s0.022252"	"s0.044207"	"s0.008193"	"s3.353675"	"s0.74539"	"s0.92196"	"s0.868064"	"s0.362126"	"s0.35653"	"s0.241441"	"s0.290889"	"s0.281937"	"s0.257923"	"s0.250197"	"s0.333141"	"s0.198408"	"s0.028081"	"s0.06554"	"s0.029743"	"s4.33184"	"s0.327743"	"s0.375127"	"s0.245478"	"s0.144704"	"s0.13817"	"s0.113705"	"s0.13897"	"s0.122011"	"s0.102979"	"s0.075501"	"s0.081472"	"s0.065556"	"s0.324556"	"s70.0"	"s0.533895"	"s140.0"	"s2.0"	"s0.572201"	"s0.577333"	"s1.342122"	false
"s0.112665"	"s0.3462"	"s0.094216"	"s-73.22667"	"s2.741632"	"s1.707433"	"s1.257558"	"s0.805555"	"s0.742856"	"s0.615765"	"s0.947719"	"s0.75842"	"s0.813356"	"s0.61255"	"s0.468198"	"s0.494374"	"s0.082081"	"s0.285271"	"s0.038763"	"s4.803621"	"s1.004541"	"s1.101516"	"s0.757763"	"s0.683399"	"s0.630638"	"s0.49182"	"s0.42669"	"s0.462839"	"s0.448752"	"s0.390417"	"s0.425064"	"s0.404553"	"s0.045421"	"s0.073893"	"s0.007405"	"s2.694329"	"s0.741981"	"s0.349342"	"s0.219867"	"s0.303975"	"s0.215078"	"s0.158922"	"s0.131802"	"s0.096486"	"s0.103487"	"s0.073086"	"s0.095559"	"s0.074911"	"s0.02611"	"s0.035949"	"s0.029573"	"s3.85519"	"s0.30037"	"s0.120505"	"s0.101579"	"s0.069436"	"s0.059147"	"s0.053095"	"s0.052991"	"s0.056388"	"s0.052235"	"s0.043043"	"s0.045284"	"s0.049654"	"s1.180777"	"s68.0"	"s1.368186"	"s136.0"	"s2.0"	"s1.233543"	"s1.41513"	"s2.693369"	false
"s0.031987"	"s0.06375"	"s0.088266"	"s-74.668599"	"s7.50841"	"s0.892436"	"s2.403569"	"s1.482929"	"s1.808649"	"s0.580347"	"s0.945128"	"s0.019582"	"s0.579569"	"s0.571816"	"s0.481704"	"s0.307826"	"s0.020615"	"s0.061726"	"s0.040728"	"s5.697374"	"s2.046307"	"s1.198313"	"s0.694643"	"s0.727845"	"s0.564009"	"s0.584212"	"s0.567323"	"s0.568086"	"s0.535662"	"s0.463622"	"s0.438143"	"s0.501728"	"s0.025331"	"s0.062746"	"s0.007831"	"s4.352911"	"s1.169301"	"s0.657283"	"s0.49144"	"s0.678922"	"s0.314609"	"s0.299643"	"s0.316286"	"s0.304913"	"s0.239969"	"s0.225773"	"s0.233053"	"s0.24319"	"s0.029756"	"s0.066582"	"s0.02885"	"s4.015623"	"s0.545935"	"s0.407243"	"s0.191986"	"s0.213832"	"s0.127072"	"s0.119238"	"s0.161892"	"s0.146425"	"s0.163794"	"s0.094339"	"s0.097982"	"s0.160609"	"s0.017779"	"s100.0"	"s0.014253"	"s200.0"	"s2.0"	"s0.064356"	"s0.11123"	"s0.326031"	false
"s0.056384"	"s0.114651"	"s0.084246"	"s-73.219315"	"s4.801673"	"s-0.160915"	"s2.065888"	"s0.517364"	"s1.027248"	"s0.660353"	"s1.008713"	"s0.771807"	"s0.950514"	"s0.800831"	"s0.191792"	"s0.410237"	"s0.051712"	"s0.118016"	"s0.035851"	"s4.471482"	"s1.294987"	"s1.124739"	"s0.839705"	"s0.729185"	"s0.658059"	"s0.605391"	"s0.45751"	"s0.455219"	"s0.441779"	"s0.440217"	"s0.450447"	"s0.462062"	"s0.019295"	"s0.039873"	"s0.009405"	"s2.59128"	"s0.839685"	"s0.826631"	"s0.66446"	"s0.410582"	"s0.373322"	"s0.251105"	"s0.205521"	"s0.236927"	"s0.315307"	"s0.204768"	"s0.256403"	"s0.285326"	"s0.028609"	"s0.057322"	"s0.02902"	"s4.224989"	"s0.449478"	"s0.333635"	"s0.310079"	"s0.262943"	"s0.208758"	"s0.169781"	"s0.086288"	"s0.120678"	"s0.09371"	"s0.111411"	"s0.101346"	"s0.124834"	"s0.073747"	"s55.0"	"s0.055948"	"s110.0"	"s2.0"	"s0.193052"	"s0.169508"	"s0.36256"	false
"s0.081393"	"s0.490578"	"s0.097462"	"s-75.447622"	"s2.014756"	"s2.359655"	"s1.697092"	"s1.088954"	"s1.203154"	"s0.661206"	"s0.791159"	"s0.699248"	"s0.552733"	"s0.634512"	"s0.445632"	"s0.50295"	"s0.109314"	"s0.403057"	"s0.047636"	"s7.234498"	"s1.330175"	"s1.422433"	"s0.70181"	"s0.594846"	"s0.491434"	"s0.559048"	"s0.347058"	"s0.460241"	"s0.436416"	"s0.433046"	"s0.37454"	"s0.369364"	"s0.01095"	"s0.080254"	"s0.007244"	"s2.350675"	"s0.408559"	"s0.532128"	"s0.114057"	"s0.12235"	"s0.054569"	"s0.133578"	"s0.106018"	"s0.125732"	"s0.066437"	"s0.062333"	"s0.042072"	"s0.072901"	"s0.014764"	"s0.026723"	"s0.027827"	"s3.599747"	"s0.176812"	"s0.122097"	"s0.096764"	"s0.070767"	"s0.052322"	"s0.051835"	"s0.04941"	"s0.056704"	"s0.047733"	"s0.043404"	"s0.034682"	"s0.053409"	"s1.19483"	"s66.0"	"s1.313201"	"s132.0"	"s2.0"	"s1.285485"	"s1.313201"	"s2.618282"	false
"s0.036562"	"s0.07414"	"s0.077247"	"s-70.267813"	"s8.268667"	"s-0.828732"	"s2.066208"	"s0.477379"	"s1.758715"	"s0.830623"	"s1.08465"	"s0.895668"	"s0.15495"	"s0.517579"	"s-0.028205"	"s0.64094"	"s0.017275"	"s0.051859"	"s0.03012"	"s3.03103"	"s1.220172"	"s0.769348"	"s0.638049"	"s0.55811"	"s0.535562"	"s0.561834"	"s0.523278"	"s0.535594"	"s0.475299"	"s0.477172"	"s0.433362"	"s0.410064"	"s0.01686"	"s0.055012"	"s0.008329"	"s2.708556"	"s1.253066"	"s0.538376"	"s0.411595"	"s0.34881"	"s0.229077"	"s0.270842"	"s0.305822"	"s0.275972"	"s0.294823"	"s0.261171"	"s0.264916"	"s0.163782"	"s0.028386"	"s0.061265"	"s0.030247"	"s4.085003"	"s0.545045"	"s0.268081"	"s0.186048"	"s0.114108"	"s0.109789"	"s0.109193"	"s0.110755"	"s0.095753"	"s0.092783"	"s0.10494"	"s0.086373"	"s0.081639"	"s0.251613"	"s90.0"	"s0.220614"	"s180.0"	"s2.0"	"s0.516142"	"s0.177216"	"s1.164726"	false
"s0.073788"	"s0.250403"	"s0.094382"	"s-71.74645"	"s3.284483"	"s0.326715"	"s2.334506"	"s0.567338"	"s0.744065"	"s0.510656"	"s0.705776"	"s0.265347"	"s0.137199"	"s0.614462"	"s0.3587"	"s0.579978"	"s0.065977"	"s0.254251"	"s0.050067"	"s6.808461"	"s1.627414"	"s0.991094"	"s0.939982"	"s0.713142"	"s0.698768"	"s0.722498"	"s0.638908"	"s0.595839"	"s0.49767"	"s0.524823"	"s0.503939"	"s0.495169"	"s0.017189"	"s0.057807"	"s0.007417"	"s3.273868"	"s0.675836"	"s0.622131"	"s0.332678"	"s0.302428"	"s0.211394"	"s0.285269"	"s0.264538"	"s0.279959"	"s0.257477"	"s0.171081"	"s0.182987"	"s0.209984"	"s0.021639"	"s0.069582"	"s0.027588"	"s3.39234"	"s0.502725"	"s0.218145"	"s0.13749"	"s0.121531"	"s0.112684"	"s0.183188"	"s0.145547"	"s0.132815"	"s0.086038"	"s0.075193"	"s0.097757"	"s0.070971"	"s0.598458"	"s88.0"	"s1.013591"	"s176.0"	"s2.0"	"s1.493682"	"s0.102761"	"s2.676193"	true
"s0.072026"	"s0.191563"	"s0.094844"	"s-69.19301"	"s5.131605"	"s1.211724"	"s1.878594"	"s0.518966"	"s0.816461"	"s0.777486"	"s0.394824"	"s0.307957"	"s0.157742"	"s0.188905"	"s0.32326"	"s0.478209"	"s0.086034"	"s0.265663"	"s0.039511"	"s5.820356"	"s2.068388"	"s1.132742"	"s1.064888"	"s0.941567"	"s0.706672"	"s0.719599"	"s0.741495"	"s0.675539"	"s0.700581"	"s0.671143"	"s0.609871"	"s0.538296"	"s0.033104"	"s0.069682"	"s0.009719"	"s3.207479"	"s0.892135"	"s0.529161"	"s0.426963"	"s0.37675"	"s0.276831"	"s0.336539"	"s0.264039"	"s0.297414"	"s0.413503"	"s0.450691"	"s0.217141"	"s0.213195"	"s0.052806"	"s0.070241"	"s0.029315"	"s3.69523"	"s0.520177"	"s0.275734"	"s0.242668"	"s0.223577"	"s0.1198"	"s0.104303"	"s0.103021"	"s0.093423"	"s0.134796"	"s0.136708"	"s0.092251"	"s0.074716"	"s0.093141"	"s91.0"	"s0.068727"	"s182.0"	"s2.0"	"s0.186132"	"s0.335761"	"s0.749744"	false
"s0.030467"	"s0.044338"	"s0.082121"	"s-75.783124"	"s6.740614"	"s1.740645"	"s1.918101"	"s1.02006"	"s0.59258"	"s0.877341"	"s1.398433"	"s0.283796"	"s0.981018"	"s0.906477"	"s0.115706"	"s0.417938"	"s0.015189"	"s0.03951"	"s0.033947"	"s3.631961"	"s1.328053"	"s0.701078"	"s0.600455"	"s0.520285"	"s0.477569"	"s0.55888"	"s0.499225"	"s0.449488"	"s0.467149"	"s0.43873"	"s0.412085"	"s0.427969"	"s0.014819"	"s0.035091"	"s0.007622"	"s3.485133"	"s0.959965"	"s0.351713"	"s0.500946"	"s0.46595"	"s0.215384"	"s0.551517"	"s0.230752"	"s0.261042"	"s0.380805"	"s0.276766"	"s0.208124"	"s0.180612"	"s0.029553"	"s0.068774"	"s0.029857"	"s4.343962"	"s0.456831"	"s0.19937"	"s0.187168"	"s0.13253"	"s0.106402"	"s0.130246"	"s0.125524"	"s0.075088"	"s0.090343"	"s0.091083"	"s0.094975"	"s0.072846"	"s0.073564"	"s57.0"	"s0.07547"	"s114.0"	"s2.0"	"s0.271633"	"s0.183637"	"s0.580032"	false
"s0.090841"	"s0.221729"	"s0.083844"	"s-62.03853"	"s3.3929"	"s0.122367"	"s1.32222"	"s0.259427"	"s0.546771"	"s0.591368"	"s0.419064"	"s0.525858"	"s0.766899"	"s0.301706"	"s0.42107"	"s0.31885"	"s0.049267"	"s0.147887"	"s0.030995"	"s3.940208"	"s1.193657"	"s0.852737"	"s0.893404"	"s0.805841"	"s0.650716"	"s0.580267"	"s0.571912"	"s0.551561"	"s0.578482"	"s0.475611"	"s0.478703"	"s0.472023"	"s0.020568"	"s0.051397"	"s0.008491"	"s1.583536"	"s0.543385"	"s0.600194"	"s0.541869"	"s0.479099"	"s0.245186"	"s0.315148"	"s0.249551"	"s0.213228"	"s0.318042"	"s0.144751"	"s0.172649"	"s0.160604"	"s0.025371"	"s0.062529"	"s0.030007"	"s3.889851"	"s0.369155"	"s0.212134"	"s0.191676"	"s0.165876"	"s0.147614"	"s0.112851"	"s0.099206"	"s0.093833"	"s0.108841"	"s0.060203"	"s0.090094"	"s0.075316"	"s0.262349"	"s90.0"	"s0.41677"	"s180.0"	"s2.0"	"s0.570178"	"s0.195529"	"s1.386673"	false
"s0.05804"	"s0.176479"	"s0.08054"	"s-60.734624"	"s3.859824"	"s-0.214225"	"s2.185029"	"s0.396813"	"s0.799851"	"s0.524074"	"s0.674635"	"s0.338175"	"s0.441247"	"s0.51398"	"s0.273593"	"s0.356589"	"s0.037546"	"s0.146401"	"s0.032797"	"s2.310175"	"s1.057221"	"s0.765613"	"s0.627141"	"s0.539703"	"s0.472872"	"s0.441179"	"s0.440828"	"s0.399385"	"s0.417664"	"s0.393819"	"s0.349375"	"s0.35923"	"s0.02235"	"s0.055466"	"s0.008301"	"s1.949031"	"s0.563897"	"s0.319845"	"s0.537201"	"s0.249894"	"s0.190281"	"s0.173325"	"s0.259128"	"s0.1263"	"s0.186445"	"s0.176945"	"s0.138312"	"s0.113457"	"s0.029084"	"s0.081522"	"s0.030164"	"s3.737753"	"s0.363209"	"s0.15261"	"s0.174143"	"s0.125041"	"s0.074468"	"s0.092428"	"s0.098385"	"s0.052777"	"s0.091201"	"s0.068528"	"s0.045189"	"s0.054135"	"s0.171742"	"s67.0"	"s0.211584"	"s134.0"	"s2.0"	"s0.798944"	"s0.314226"	"s1.113169"	true
"s0.089174"	"s0.201884"	"s0.080349"	"s-69.377978"	"s3.530109"	"s-0.088116"	"s2.358581"	"s0.259732"	"s0.986011"	"s0.739841"	"s0.552698"	"s0.367461"	"s0.238452"	"s0.348709"	"s0.542195"	"s0.576342"	"s0.043218"	"s0.104523"	"s0.030973"	"s6.368852"	"s1.057144"	"s1.287773"	"s0.527054"	"s0.58171"	"s0.479653"	"s0.4828"	"s0.437383"	"s0.431424"	"s0.447148"	"s0.446894"	"s0.444153"	"s0.502809"	"s0.021231"	"s0.047008"	"s0.007485"	"s4.594243"	"s0.73886"	"s0.860877"	"s0.293687"	"s0.295432"	"s0.255969"	"s0.239309"	"s0.239693"	"s0.185593"	"s0.175838"	"s0.322092"	"s0.171341"	"s0.296154"	"s0.022297"	"s0.05571"	"s0.030312"	"s3.507677"	"s0.268011"	"s0.370831"	"s0.125591"	"s0.122705"	"s0.086995"	"s0.121477"	"s0.066993"	"s0.077777"	"s0.073425"	"s0.07413"	"s0.100791"	"s0.141356"	"s0.016167"	"s64.0"	"s0.193998"	"s128.0"	"s2.0"	"s0.105963"	"s0.310587"	"s0.519843"	true
"s0.118812"	"s0.282714"	"s0.098123"	"s-73.044706"	"s3.325299"	"s0.843389"	"s1.941173"	"s0.869662"	"s0.410705"	"s0.985148"	"s0.444858"	"s0.376239"	"s0.32359"	"s0.365712"	"s0.60064"	"s0.395985"	"s0.109781"	"s0.251526"	"s0.043624"	"s6.284351"	"s1.988883"	"s1.711572"	"s1.255824"	"s0.979814"	"s1.016693"	"s0.76654"	"s0.719634"	"s0.59864"	"s0.592697"	"s0.545239"	"s0.528358"	"s0.468472"	"s0.056746"	"s0.111822"	"s0.009569"	"s3.531461"	"s0.796007"	"s0.687073"	"s0.53581"	"s0.531361"	"s0.401741"	"s0.289049"	"s0.217922"	"s0.174371"	"s0.218597"	"s0.160786"	"s0.149787"	"s0.122954"	"s0.056593"	"s0.069429"	"s0.028434"	"s3.757581"	"s0.505087"	"s0.337882"	"s0.270039"	"s0.239794"	"s0.148151"	"s0.152759"	"s0.150247"	"s0.105612"	"s0.094192"	"s0.107838"	"s0.08737"	"s0.070076"	"s0.008598"	"s90.0"	"s0.135224"	"s180.0"	"s2.0"	"s0.0198"	"s0.082193"	"s0.46526"	false
"s0.072312"	"s0.30059"	"s0.08707"	"s-67.149229"	"s2.081332"	"s0.862607"	"s1.363718"	"s1.105382"	"s0.505856"	"s0.288421"	"s0.467216"	"s0.752435"	"s0.136314"	"s0.570828"	"s0.445762"	"s0.304039"	"s0.057446"	"s0.295261"	"s0.035598"	"s4.769029"	"s1.375215"	"s0.904397"	"s1.076684"	"s0.875058"	"s0.608533"	"s0.608196"	"s0.739748"	"s0.614852"	"s0.619513"	"s0.525258"	"s0.523695"	"s0.480678"	"s0.023243"	"s0.086187"	"s0.009017"	"s2.114308"	"s0.602659"	"s0.232994"	"s0.327658"	"s0.38134"	"s0.216241"	"s0.194821"	"s0.224271"	"s0.261608"	"s0.197484"	"s0.159295"	"s0.15043"	"s0.148972"	"s0.026668"	"s0.064286"	"s0.029508"	"s3.677509"	"s0.327112"	"s0.175135"	"s0.265895"	"s0.208162"	"s0.106769"	"s0.120566"	"s0.171566"	"s0.126718"	"s0.106964"	"s0.084656"	"s0.087173"	"s0.072809"	"s0.029456"	"s90.0"	"s0.052152"	"s180.0"	"s2.0"	"s0.158518"	"s0.099286"	"s0.338074"	false
"s0.049007"	"s0.281936"	"s0.083871"	"s-70.34728"	"s2.039672"	"s2.581988"	"s2.300394"	"s0.915189"	"s0.677891"	"s0.650469"	"s0.405205"	"s0.674459"	"s0.75374"	"s0.62181"	"s0.482005"	"s0.419929"	"s0.039932"	"s0.329674"	"s0.032091"	"s4.93403"	"s1.540143"	"s1.086377"	"s0.9861"	"s0.638159"	"s0.63043"	"s0.575717"	"s0.55796"	"s0.637081"	"s0.538458"	"s0.524832"	"s0.461307"	"s0.44489"	"s0.022343"	"s0.149633"	"s0.008749"	"s3.413602"	"s0.66065"	"s0.652383"	"s0.687878"	"s0.285321"	"s0.246676"	"s0.290367"	"s0.216475"	"s0.286391"	"s0.242166"	"s0.215758"	"s0.167604"	"s0.137985"	"s0.027898"	"s0.094191"	"s0.029881"	"s3.647868"	"s0.493371"	"s0.345906"	"s0.318506"	"s0.166943"	"s0.154008"	"s0.118487"	"s0.121749"	"s0.093806"	"s0.096624"	"s0.098079"	"s0.061595"	"s0.055962"	"s0.226138"	"s90.0"	"s0.401992"	"s180.0"	"s2.0"	"s0.714863"	"s0.055066"	"s1.402736"	false
"s0.039345"	"s0.162001"	"s0.092001"	"s-76.648626"	"s4.932518"	"s2.060865"	"s2.166609"	"s0.40273"	"s0.696715"	"s0.620707"	"s0.43556"	"s0.447726"	"s0.337997"	"s0.336435"	"s0.736492"	"s0.673786"	"s0.045744"	"s0.254131"	"s0.042205"	"s6.766731"	"s1.946499"	"s1.145085"	"s1.039473"	"s0.682673"	"s0.645726"	"s0.668063"	"s0.578836"	"s0.525521"	"s0.519705"	"s0.50691"	"s0.47356"	"s0.40063"	"s0.023065"	"s0.103513"	"s0.007511"	"s3.893871"	"s1.107468"	"s0.577365"	"s0.78923"	"s0.530555"	"s0.320916"	"s0.367324"	"s0.315855"	"s0.291589"	"s0.363927"	"s0.315177"	"s0.275603"	"s0.180596"	"s0.032223"	"s0.111386"	"s0.028252"	"s3.961881"	"s0.366948"	"s0.209513"	"s0.287009"	"s0.169917"	"s0.144531"	"s0.145515"	"s0.134639"	"s0.09141"	"s0.090523"	"s0.098374"	"s0.099342"	"s0.065102"	"s0.277285"	"s81.0"	"s0.0"	"s162.0"	"s2.0"	"s0.656906"	"s0.038492"	"s1.443817"	false
"s0.059105"	"s0.364229"	"s0.15946"	"s-79.734634"	"s6.560354"	"s0.690158"	"s0.760122"	"s0.848304"	"s0.731515"	"s0.427603"	"s0.519098"	"s0.376991"	"s0.456455"	"s0.431473"	"s0.438684"	"s0.474532"	"s0.070494"	"s0.386503"	"s0.11619"	"s15.262381"	"s3.664476"	"s2.04521"	"s1.081396"	"s0.703948"	"s0.601091"	"s0.594638"	"s0.425845"	"s0.382856"	"s0.357922"	"s0.325899"	"s0.350981"	"s0.343967"	"s0.025864"	"s0.115081"	"s0.021227"	"s7.268233"	"s1.113475"	"s0.826435"	"s0.556715"	"s0.186507"	"s0.211328"	"s0.165819"	"s0.153384"	"s0.184116"	"s0.152529"	"s0.129237"	"s0.099599"	"s0.09063"	"s0.036436"	"s0.051989"	"s0.021999"	"s4.577565"	"s0.501606"	"s0.397522"	"s0.300469"	"s0.123"	"s0.12037"	"s0.10057"	"s0.074592"	"s0.059238"	"s0.048627"	"s0.058594"	"s0.045763"	"s0.057764"	"s0.65215"	"s67.0"	"s1.602833"	"s134.0"	"s2.0"	"s1.262872"	"s1.622467"	"s2.885339"	true
"s0.088632"	"s0.442798"	"s0.127395"	"s-84.648714"	"s4.760137"	"s2.634223"	"s1.11421"	"s1.328732"	"s0.896742"	"s1.031994"	"s0.702222"	"s0.786957"	"s0.680357"	"s0.615963"	"s0.435266"	"s0.551936"	"s0.148252"	"s0.41679"	"s0.073213"	"s11.216391"	"s2.482447"	"s1.485184"	"s0.933507"	"s0.662217"	"s0.521061"	"s0.44793"	"s0.446726"	"s0.413804"	"s0.398513"	"s0.450619"	"s0.401092"	"s0.399009"	"s0.03328"	"s0.118903"	"s0.009326"	"s4.520536"	"s0.717237"	"s0.335732"	"s0.157099"	"s0.14936"	"s0.149863"	"s0.165656"	"s0.138559"	"s0.10541"	"s0.096563"	"s0.095483"	"s0.12171"	"s0.10344"	"s0.046914"	"s0.032378"	"s0.02441"	"s3.897176"	"s0.520857"	"s0.320441"	"s0.091216"	"s0.112769"	"s0.07482"	"s0.074949"	"s0.073349"	"s0.057735"	"s0.068087"	"s0.086922"	"s0.073932"	"s0.056119"	"s0.961703"	"s64.0"	"s1.121665"	"s128.0"	"s2.0"	"s1.363866"	"s1.18787"	"s2.582441"	true
"s0.064307"	"s0.160953"	"s0.089191"	"s-74.909096"	"s6.311891"	"s0.336874"	"s1.185565"	"s0.765824"	"s0.632464"	"s0.357195"	"s0.369065"	"s0.448873"	"s0.347034"	"s0.527732"	"s0.257826"	"s0.529335"	"s0.062133"	"s0.206295"	"s0.037328"	"s6.167515"	"s1.66304"	"s1.263106"	"s1.071688"	"s1.020393"	"s0.896055"	"s0.743335"	"s0.625"	"s0.608769"	"s0.55195"	"s0.546677"	"s0.490779"	"s0.457051"	"s0.024466"	"s0.069486"	"s0.009558"	"s3.572664"	"s0.683182"	"s0.780995"	"s0.520894"	"s0.523674"	"s0.473965"	"s0.298254"	"s0.284341"	"s0.265422"	"s0.1886"	"s0.251175"	"s0.245911"	"s0.210369"	"s0.043819"	"s0.091658"	"s0.030023"	"s4.158394"	"s0.430224"	"s0.292073"	"s0.24984"	"s0.183673"	"s0.208391"	"s0.109178"	"s0.104236"	"s0.101983"	"s0.090868"	"s0.102515"	"s0.091398"	"s0.068021"	"s0.024791"	"s62.0"	"s0.265578"	"s124.0"	"s2.0"	"s0.054307"	"s0.47151"	"s0.538637"	false
"s0.076866"	"s0.180113"	"s0.081437"	"s-75.702341"	"s3.271842"	"s0.940611"	"s1.82109"	"s0.237869"	"s1.083678"	"s0.260604"	"s0.587516"	"s0.506778"	"s0.37022"	"s1.04258"	"s0.45195"	"s0.463493"	"s0.042547"	"s0.126936"	"s0.030257"	"s4.528805"	"s0.920498"	"s1.034331"	"s0.556338"	"s0.574149"	"s0.474666"	"s0.580043"	"s0.643196"	"s0.600301"	"s0.822595"	"s0.833424"	"s0.749768"	"s0.71106"	"s0.026641"	"s0.069675"	"s0.007097"	"s3.54657"	"s0.515364"	"s0.744976"	"s0.251758"	"s0.301768"	"s0.221514"	"s0.331916"	"s0.432732"	"s0.387992"	"s0.488088"	"s0.709719"	"s0.532268"	"s0.294358"	"s0.023216"	"s0.064285"	"s0.030234"	"s4.383599"	"s0.262389"	"s0.312966"	"s0.119609"	"s0.113151"	"s0.085463"	"s0.130649"	"s0.148153"	"s0.263949"	"s0.296556"	"s0.344459"	"s0.226663"	"s0.225677"	"s0.121307"	"s94.0"	"s0.21486"	"s188.0"	"s2.0"	"s0.1401"	"s0.562735"	"s1.255286"	false
